median(time1,time2);stress/non-stress
09:24:50:195;0
09:24:50:351;0
09:24:50:507;0
09:24:50:664;0
09:24:50:820;0
09:24:50:976;0
09:24:51:132;0
09:24:51:289;0
09:24:51:445;0
09:24:51:601;0
09:24:51:757;0
09:24:51:914;0
09:24:52:070;0
09:24:52:226;0
09:24:52:382;0
09:24:52:539;0
09:24:52:695;0
09:24:52:851;0
09:24:53:007;0
09:24:53:164;0
09:24:53:320;0
09:24:53:476;0
09:24:53:632;0
09:24:53:789;0
09:24:53:945;0
09:24:54:101;0
09:24:54:257;0
09:24:54:414;0
09:24:54:570;0
09:24:54:726;0
09:24:54:882;0
09:24:55:039;0
09:24:55:195;0
09:24:55:351;0
09:24:55:507;0
09:24:55:664;0
09:24:55:820;1
09:24:55:976;1
09:24:56:132;1
09:24:56:289;1
09:24:56:445;0
09:24:56:601;0
09:24:56:757;1
09:24:56:914;1
09:24:57:070;1
09:24:57:226;1
09:24:57:382;1
09:24:57:539;0
09:24:57:695;0
09:24:57:851;0
09:24:58:007;0
09:24:58:164;0
09:24:58:320;0
09:24:58:476;0
09:24:58:632;0
09:24:58:789;0
09:24:58:945;0
09:24:59:101;0
09:24:59:257;0
09:24:59:414;0
09:24:59:570;0
09:24:59:726;0
09:24:59:882;0
09:25:00:039;0
09:25:00:195;0
09:25:00:351;0
09:25:00:507;0
09:25:00:664;0
09:25:00:820;0
09:25:00:976;0
09:25:01:132;0
09:25:01:289;0
09:25:01:445;0
09:25:01:601;0
09:25:01:757;0
09:25:01:914;0
09:25:02:070;0
09:25:02:226;0
09:25:02:382;0
09:25:02:539;0
09:25:02:695;0
09:25:02:851;0
09:25:03:007;0
09:25:03:164;0
09:25:03:320;0
09:25:03:476;0
09:25:03:632;0
09:25:03:789;0
09:25:03:945;0
09:25:04:101;0
09:25:04:257;0
09:25:04:414;0
09:25:04:570;0
09:25:04:726;0
09:25:04:882;0
09:25:05:039;0
09:25:05:195;0
09:25:05:351;0
09:25:05:507;0
09:25:05:664;0
09:25:05:820;0
09:25:05:976;0
09:25:06:132;0
09:25:06:289;0
09:25:06:445;0
09:25:06:601;0
09:25:06:757;0
09:25:06:914;0
09:25:07:070;0
09:25:07:226;0
09:25:07:382;0
09:25:07:539;0
09:25:07:695;0
09:25:07:851;0
09:25:08:007;0
09:25:08:164;0
09:25:08:320;0
09:25:08:476;0
09:25:08:632;0
09:25:08:789;0
09:25:08:945;0
09:25:09:101;0
09:25:09:257;0
09:25:09:414;0
09:25:09:570;0
09:25:09:726;0
09:25:09:882;0
09:25:10:039;0
09:25:10:195;0
09:25:10:351;0
09:25:10:507;0
09:25:10:664;0
09:25:10:820;0
09:25:10:976;0
09:25:11:132;0
09:25:11:289;0
09:25:11:445;1
09:25:11:601;1
09:25:11:757;1
09:25:11:914;1
09:25:12:070;1
09:25:12:226;1
09:25:12:382;0
09:25:12:539;0
09:25:12:695;0
09:25:12:851;0
09:25:13:007;0
09:25:13:164;0
09:25:13:320;0
09:25:13:476;0
09:25:13:632;0
09:25:13:789;0
09:25:13:945;0
09:25:14:101;0
09:25:14:257;0
09:25:14:414;0
09:25:14:570;0
09:25:14:726;0
09:25:14:882;0
09:25:15:039;0
09:25:15:195;0
09:25:15:351;0
09:25:15:507;0
09:25:15:664;0
09:25:15:820;0
09:25:15:976;0
09:25:16:132;0
09:25:16:289;0
09:25:16:445;0
09:25:16:601;0
09:25:16:757;0
09:25:16:914;0
09:25:17:070;0
09:25:17:226;0
09:25:17:382;1
09:25:17:539;0
09:25:17:695;0
09:25:17:851;0
09:25:18:007;0
09:25:18:164;0
09:25:18:320;0
09:25:18:476;0
09:25:18:632;0
09:25:18:789;0
09:25:18:945;0
09:25:19:101;0
09:25:19:257;0
09:25:19:414;0
09:25:19:570;0
09:25:19:726;0
09:25:19:882;0
09:25:20:039;0
09:25:20:195;0
09:25:20:351;0
09:25:20:507;0
09:25:20:664;0
09:25:20:820;0
09:25:20:976;0
09:25:21:132;0
09:25:21:289;0
09:25:21:445;0
09:25:21:601;0
09:25:21:757;0
09:25:21:914;0
09:25:22:070;0
09:25:22:226;0
09:25:22:382;0
09:25:22:539;0
09:25:22:695;0
09:25:22:851;0
09:25:23:007;0
09:25:23:164;0
09:25:23:320;0
09:25:23:476;0
09:25:23:632;0
09:25:23:789;0
