median(time1,time2);stress/non-stress
10:30:25:187;0
10:30:25:343;0
10:30:25:500;0
10:30:25:656;0
10:30:25:812;1
10:30:25:968;1
10:30:26:125;1
10:30:26:281;1
10:30:26:437;0
10:30:26:593;0
10:30:26:750;1
10:30:26:906;0
10:30:27:062;1
10:30:27:218;0
10:30:27:375;0
10:30:27:531;0
10:30:27:687;0
10:30:27:843;0
10:30:28:000;0
10:30:28:156;0
10:30:28:312;1
10:30:28:468;1
10:30:28:625;1
10:30:28:781;1
10:30:28:937;1
10:30:29:093;1
10:30:29:250;1
10:30:29:406;1
10:30:29:562;0
10:30:29:718;0
10:30:29:875;0
10:30:30:031;0
10:30:30:187;0
10:30:30:343;0
10:30:30:500;0
10:30:30:656;0
10:30:30:812;0
10:30:30:968;0
10:30:31:125;0
10:30:31:281;0
10:30:31:437;0
10:30:31:593;0
10:30:31:750;0
10:30:31:906;0
10:30:32:062;0
10:30:32:218;0
10:30:32:375;0
10:30:32:531;0
10:30:32:687;0
10:30:32:843;0
10:30:33:000;0
10:30:33:156;0
10:30:33:312;0
10:30:33:468;0
10:30:33:625;0
10:30:33:781;0
10:30:33:937;0
10:30:34:093;0
10:30:34:250;0
10:30:34:406;0
10:30:34:562;0
10:30:34:718;0
10:30:34:875;0
10:30:35:031;0
10:30:35:187;0
10:30:35:343;0
10:30:35:500;0
10:30:35:656;0
10:30:35:812;0
10:30:35:968;0
10:30:36:125;0
10:30:36:281;1
10:30:36:437;1
10:30:36:593;1
10:30:36:750;1
10:30:36:906;1
10:30:37:062;1
10:30:37:218;1
10:30:37:375;0
10:30:37:531;0
10:30:37:687;0
10:30:37:843;0
10:30:38:000;0
10:30:38:156;1
10:30:38:312;1
10:30:38:468;1
10:30:38:625;1
10:30:38:781;1
10:30:38:937;1
10:30:39:093;1
10:30:39:250;1
10:30:39:406;0
10:30:39:562;0
10:30:39:718;0
10:30:39:875;0
10:30:40:031;0
10:30:40:187;0
10:30:40:343;0
10:30:40:500;0
10:30:40:656;0
10:30:40:812;0
10:30:40:968;0
10:30:41:125;1
10:30:41:281;1
10:30:41:437;1
10:30:41:593;1
10:30:41:750;1
10:30:41:906;0
10:30:42:062;0
10:30:42:218;0
10:30:42:375;0
10:30:42:531;0
10:30:42:687;0
10:30:42:843;0
10:30:43:000;0
10:30:43:156;0
10:30:43:312;1
10:30:43:468;0
10:30:43:625;0
10:30:43:781;0
10:30:43:937;0
10:30:44:093;0
10:30:44:250;0
10:30:44:406;0
10:30:44:562;0
10:30:44:718;0
10:30:44:875;0
10:30:45:031;0
10:30:45:187;0
10:30:45:343;0
10:30:45:500;0
10:30:45:656;1
10:30:45:812;1
10:30:45:968;1
10:30:46:125;1
10:30:46:281;1
10:30:46:437;1
10:30:46:593;1
10:30:46:750;1
10:30:46:906;1
10:30:47:062;1
10:30:47:218;0
10:30:47:375;0
10:30:47:531;0
10:30:47:687;0
10:30:47:843;0
10:30:48:000;0
10:30:48:156;0
10:30:48:312;1
10:30:48:468;0
10:30:48:625;0
10:30:48:781;0
10:30:48:937;0
10:30:49:093;0
10:30:49:250;0
