median(time1,time2);stress/non-stress
09:00:54:460;1
09:00:54:617;1
09:00:54:773;1
09:00:54:929;1
09:00:55:085;0
09:00:55:242;0
09:00:55:398;1
09:00:55:554;1
09:00:55:710;1
09:00:55:867;0
09:00:56:023;0
09:00:56:179;0
09:00:56:335;0
09:00:56:492;0
09:00:56:648;0
09:00:56:804;0
09:00:56:960;0
09:00:57:117;0
09:00:57:273;0
09:00:57:429;0
09:00:57:585;0
09:00:57:742;0
09:00:57:898;0
09:00:58:054;0
09:00:58:210;0
09:00:58:367;0
09:00:58:523;0
09:00:58:679;0
09:00:58:835;0
09:00:58:992;0
09:00:59:148;0
09:00:59:304;0
09:00:59:460;0
09:00:59:617;0
09:00:59:773;0
09:00:59:929;0
09:01:00:085;0
09:01:00:242;0
09:01:00:398;0
09:01:00:554;0
09:01:00:710;0
09:01:00:867;0
09:01:01:023;0
09:01:01:179;0
09:01:01:335;0
09:01:01:492;0
09:01:01:648;0
09:01:01:804;0
09:01:01:960;0
09:01:02:117;0
09:01:02:273;0
09:01:02:429;0
09:01:02:585;0
09:01:02:742;0
09:01:02:898;1
09:01:03:054;1
09:01:03:210;1
09:01:03:367;0
09:01:03:523;0
09:01:03:679;0
09:01:03:835;0
09:01:03:992;0
09:01:04:148;0
09:01:04:304;0
09:01:04:460;1
09:01:04:617;1
09:01:04:773;1
09:01:04:929;1
09:01:05:085;1
09:01:05:242;1
09:01:05:398;1
09:01:05:554;0
09:01:05:710;0
09:01:05:867;0
09:01:06:023;0
09:01:06:179;0
09:01:06:335;0
09:01:06:492;0
09:01:06:648;1
09:01:06:804;0
09:01:06:960;0
09:01:07:117;0
09:01:07:273;0
09:01:07:429;0
09:01:07:585;0
09:01:07:742;0
09:01:07:898;0
09:01:08:054;0
09:01:08:210;0
09:01:08:367;0
09:01:08:523;0
09:01:08:679;0
09:01:08:835;0
09:01:08:992;1
09:01:09:148;1
09:01:09:304;1
09:01:09:460;1
09:01:09:617;1
09:01:09:773;1
09:01:09:929;1
09:01:10:085;1
09:01:10:242;0
09:01:10:398;0
09:01:10:554;0
09:01:10:710;0
09:01:10:867;0
09:01:11:023;0
09:01:11:179;0
09:01:11:335;0
09:01:11:492;0
09:01:11:648;0
09:01:11:804;0
09:01:11:960;0
09:01:12:117;0
09:01:12:273;0
09:01:12:429;0
09:01:12:585;0
09:01:12:742;0
09:01:12:898;0
09:01:13:054;0
09:01:13:210;0
09:01:13:367;0
09:01:13:523;0
09:01:13:679;0
09:01:13:835;0
09:01:13:992;0
09:01:14:148;0
09:01:14:304;0
09:01:14:460;0
09:01:14:617;0
09:01:14:773;0
09:01:14:929;0
09:01:15:085;0
09:01:15:242;0
09:01:15:398;0
09:01:15:554;0
09:01:15:710;0
09:01:15:867;0
09:01:16:023;0
09:01:16:179;0
09:01:16:335;0
09:01:16:492;0
09:01:16:648;0
09:01:16:804;0
09:01:16:960;0
09:01:17:117;0
09:01:17:273;0
09:01:17:429;0
09:01:17:585;0
09:01:17:742;0
09:01:17:898;0
09:01:18:054;0
09:01:18:210;0
09:01:18:367;0
09:01:18:523;0
09:01:18:679;0
09:01:18:835;0
09:01:18:992;0
09:01:19:148;1
09:01:19:304;1
09:01:19:460;1
09:01:19:617;1
09:01:19:773;1
09:01:19:929;1
09:01:20:085;1
09:01:20:242;0
09:01:20:398;0
09:01:20:554;1
09:01:20:710;1
09:01:20:867;1
09:01:21:023;1
09:01:21:179;1
09:01:21:335;1
09:01:21:492;1
09:01:21:648;0
09:01:21:804;0
09:01:21:960;0
09:01:22:117;0
09:01:22:273;0
09:01:22:429;0
09:01:22:585;0
09:01:22:742;0
09:01:22:898;0
09:01:23:054;0
09:01:23:210;0
09:01:23:367;0
09:01:23:523;0
09:01:23:679;0
09:01:23:835;0
09:01:23:992;0
09:01:24:148;0
09:01:24:304;0
09:01:24:460;0
09:01:24:617;0
09:01:24:773;0
09:01:24:929;0
09:01:25:085;0
09:01:25:242;0
09:01:25:398;0
09:01:25:554;0
09:01:25:710;0
09:01:25:867;0
09:01:26:023;0
09:01:26:179;0
09:01:26:335;0
09:01:26:492;0
09:01:26:648;0
09:01:26:804;0
09:01:26:960;0
09:01:27:117;0
09:01:27:273;0
09:01:27:429;0
09:01:27:585;0
09:01:27:742;0
09:01:27:898;0
09:01:28:054;0
09:01:28:210;0
09:01:28:367;0
