(time1+time2)/2;stress/non-stress
9:0:54:464;1
9:0:54:620;1
9:0:54:776;1
9:0:54:433;1
9:0:54:589;0
9:0:55:245;0
9:0:55:401;1
9:0:55:558;1
9:0:55:714;1
9:0:55:370;0
9:0:55:526;0
9:0:56:183;0
9:0:56:339;0
9:0:56:495;0
9:0:56:651;0
9:0:56:808;0
9:0:56:464;0
9:0:56:620;0
9:0:57:276;0
9:0:57:433;0
9:0:57:589;0
9:0:57:745;0
9:0:27:401;0
9:0:27:558;0
9:0:28:214;0
9:0:28:370;0
9:0:28:526;0
9:0:28:683;0
9:0:28:339;0
9:0:28:495;0
9:0:28:651;0
9:0:29:308;0
9:0:29:464;0
9:0:29:620;0
9:0:29:776;0
9:0:29:433;0
9:0:29:589;0
9:0:30:245;0
9:0:30:401;0
9:0:30:558;0
9:0:30:714;0
9:0:30:370;0
9:0:30:526;0
9:0:31:183;0
9:0:31:339;0
9:0:31:495;0
9:0:31:651;0
9:0:31:808;0
9:0:31:464;0
9:0:31:620;0
9:1:2:276;0
9:1:2:433;0
9:1:2:589;0
9:1:2:745;0
9:1:2:401;1
9:1:2:558;1
9:1:3:214;1
9:1:3:370;0
9:1:3:526;0
9:1:3:683;0
9:1:3:339;0
9:1:3:495;0
9:1:3:651;0
9:1:4:308;0
9:1:4:464;1
9:1:4:620;1
9:1:4:776;1
9:1:4:433;1
9:1:4:589;1
9:1:5:245;1
9:1:5:401;1
9:1:5:558;0
9:1:5:714;0
9:1:5:370;0
9:1:5:526;0
9:1:6:183;0
9:1:6:339;0
9:1:6:495;0
9:1:6:651;1
9:1:6:808;0
9:1:6:464;0
9:1:6:620;0
9:1:7:276;0
9:1:7:433;0
9:1:7:589;0
9:1:7:745;0
9:1:7:401;0
9:1:7:558;0
9:1:8:214;0
9:1:8:370;0
9:1:8:526;0
9:1:8:683;0
9:1:8:339;0
9:1:8:495;1
9:1:8:651;1
9:1:9:308;1
9:1:9:464;1
9:1:9:620;1
9:1:9:776;1
9:1:9:433;1
9:1:9:589;1
9:1:10:245;0
9:1:10:401;0
9:1:10:558;0
9:1:10:714;0
9:1:10:370;0
9:1:10:526;0
9:1:11:183;0
9:1:11:339;0
9:1:11:495;0
9:1:11:651;0
9:1:11:808;0
9:1:11:464;0
9:1:11:620;0
9:1:12:276;0
9:1:12:433;0
9:1:12:589;0
9:1:12:745;0
9:1:12:401;0
9:1:12:558;0
9:1:13:214;0
9:1:13:370;0
9:1:13:526;0
9:1:13:683;0
9:1:13:339;0
9:1:13:495;0
9:1:13:651;0
9:1:14:308;0
9:1:14:464;0
9:1:14:620;0
9:1:14:776;0
9:1:14:433;0
9:1:14:589;0
9:1:15:245;0
9:1:15:401;0
9:1:15:558;0
9:1:15:714;0
9:1:15:370;0
9:1:15:526;0
