median(time1,time2);stress/non-stress
11:04:22:945;0
11:04:23:101;0
11:04:23:257;0
11:04:23:414;0
11:04:23:570;0
11:04:23:726;1
11:04:23:882;1
11:04:24:039;1
11:04:24:195;0
11:04:24:351;0
11:04:24:507;0
11:04:24:664;0
11:04:24:820;0
11:04:24:976;0
11:04:25:132;0
11:04:25:289;0
11:04:25:445;0
11:04:25:601;0
11:04:25:757;0
11:04:25:914;0
11:04:26:070;0
11:04:26:226;0
11:04:26:382;0
11:04:26:539;0
11:04:26:695;0
11:04:26:851;0
11:04:27:007;0
11:04:27:164;0
11:04:27:320;0
11:04:27:476;0
11:04:27:632;0
11:04:27:789;0
11:04:27:945;0
11:04:28:101;0
11:04:28:257;0
11:04:28:414;0
11:04:28:570;0
11:04:28:726;0
11:04:28:882;0
11:04:29:039;1
11:04:29:195;1
11:04:29:351;1
11:04:29:507;1
11:04:29:664;1
11:04:29:820;1
11:04:29:976;1
11:04:30:132;0
11:04:30:289;0
11:04:30:445;0
11:04:30:601;0
11:04:30:757;0
11:04:30:914;0
11:04:31:070;0
11:04:31:226;0
11:04:31:382;0
11:04:31:539;0
11:04:31:695;0
11:04:31:851;0
11:04:32:007;0
11:04:32:164;0
11:04:32:320;0
11:04:32:476;0
11:04:32:632;0
11:04:32:789;0
11:04:32:945;0
11:04:33:101;0
11:04:33:257;0
11:04:33:414;0
11:04:33:570;0
11:04:33:726;0
11:04:33:882;0
11:04:34:039;0
11:04:34:195;0
11:04:34:351;0
11:04:34:507;0
11:04:34:664;0
11:04:34:820;0
11:04:34:976;0
11:04:35:132;0
11:04:35:289;0
11:04:35:445;0
11:04:35:601;0
11:04:35:757;0
11:04:35:914;0
11:04:36:070;0
11:04:36:226;0
11:04:36:382;1
11:04:36:539;0
11:04:36:695;0
11:04:36:851;0
11:04:37:007;0
11:04:37:164;1
11:04:37:320;1
11:04:37:476;1
11:04:37:632;1
11:04:37:789;1
11:04:37:945;1
11:04:38:101;1
11:04:38:257;1
11:04:38:414;1
11:04:38:570;0
11:04:38:726;0
11:04:38:882;0
11:04:39:039;0
11:04:39:195;0
11:04:39:351;0
11:04:39:507;0
11:04:39:664;0
11:04:39:820;0
11:04:39:976;0
11:04:40:132;0
11:04:40:289;0
11:04:40:445;0
11:04:40:601;0
11:04:40:757;0
11:04:40:914;0
11:04:41:070;0
11:04:41:226;0
11:04:41:382;0
11:04:41:539;0
11:04:41:695;0
11:04:41:851;0
11:04:42:007;0
11:04:42:164;0
11:04:42:320;0
11:04:42:476;1
11:04:42:632;1
11:04:42:789;1
11:04:42:945;1
11:04:43:101;1
11:04:43:257;1
11:04:43:414;1
11:04:43:570;1
11:04:43:726;0
11:04:43:882;0
11:04:44:039;0
11:04:44:195;0
11:04:44:351;0
11:04:44:507;0
11:04:44:664;0
11:04:44:820;0
11:04:44:976;0
11:04:45:132;1
11:04:45:289;1
11:04:45:445;1
11:04:45:601;1
11:04:45:757;1
11:04:45:914;1
11:04:46:070;1
11:04:46:226;0
11:04:46:382;0
11:04:46:539;0
11:04:46:695;0
11:04:46:851;0
