median(time1,time2);stress/non-stress
17:46:39:539;0
17:46:39:695;0
17:46:39:851;0
17:46:40:007;0
17:46:40:164;0
17:46:40:320;0
17:46:40:476;0
17:46:40:632;0
17:46:40:789;0
17:46:40:945;0
17:46:41:101;0
17:46:41:257;0
17:46:41:414;0
17:46:41:570;0
17:46:41:726;0
17:46:41:882;0
17:46:42:039;0
17:46:42:195;1
17:46:42:351;1
17:46:42:507;1
17:46:42:664;1
17:46:42:820;1
17:46:42:976;0
17:46:43:132;0
17:46:43:289;0
17:46:43:445;0
17:46:43:601;0
17:46:43:757;0
17:46:43:914;0
17:46:44:070;0
17:46:44:226;0
17:46:44:382;0
17:46:44:539;0
17:46:44:695;0
17:46:44:851;0
17:46:45:007;0
17:46:45:164;0
17:46:45:320;0
17:46:45:476;0
17:46:45:632;0
17:46:45:789;0
17:46:45:945;0
17:46:46:101;0
17:46:46:257;0
17:46:46:414;0
17:46:46:570;0
17:46:46:726;0
17:46:46:882;0
17:46:47:039;0
17:46:47:195;0
17:46:47:351;0
17:46:47:507;1
17:46:47:664;0
17:46:47:820;0
17:46:47:976;0
17:46:48:132;0
17:46:48:289;0
17:46:48:445;0
17:46:48:601;0
17:46:48:757;0
17:46:48:914;0
17:46:49:070;0
17:46:49:226;0
17:46:49:382;0
17:46:49:539;0
17:46:49:695;0
17:46:49:851;0
17:46:50:007;1
17:46:50:164;1
17:46:50:320;1
17:46:50:476;1
17:46:50:632;0
17:46:50:789;0
17:46:50:945;0
17:46:51:101;0
17:46:51:257;0
17:46:51:414;0
17:46:51:570;0
17:46:51:726;0
17:46:51:882;0
17:46:52:039;0
17:46:52:195;1
17:46:52:351;0
17:46:52:507;0
17:46:52:664;0
17:46:52:820;0
17:46:52:976;0
17:46:53:132;0
17:46:53:289;0
17:46:53:445;0
17:46:53:601;0
17:46:53:757;0
17:46:53:914;0
17:46:54:070;0
17:46:54:226;0
17:46:54:382;0
17:46:54:539;0
17:46:54:695;0
17:46:54:851;0
17:46:55:007;0
17:46:55:164;0
17:46:55:320;0
17:46:55:476;0
17:46:55:632;0
17:46:55:789;1
17:46:55:945;1
17:46:56:101;0
17:46:56:257;0
17:46:56:414;0
17:46:56:570;0
17:46:56:726;0
17:46:56:882;0
17:46:57:039;1
17:46:57:195;1
17:46:57:351;1
17:46:57:507;0
17:46:57:664;0
17:46:57:820;0
17:46:57:976;0
17:46:58:132;0
17:46:58:289;0
17:46:58:445;0
17:46:58:601;1
17:46:58:757;1
17:46:58:914;0
17:46:59:070;0
17:46:59:226;0
17:46:59:382;0
17:46:59:539;0
17:46:59:695;0
17:46:59:851;0
17:47:00:007;0
17:47:00:164;0
17:47:00:320;0
17:47:00:476;0
17:47:00:632;0
17:47:00:789;0
17:47:00:945;0
17:47:01:101;0
17:47:01:257;0
17:47:01:414;0
17:47:01:570;0
17:47:01:726;0
17:47:01:882;0
17:47:02:039;0
17:47:02:195;0
17:47:02:351;0
17:47:02:507;0
17:47:02:664;0
17:47:02:820;0
17:47:02:976;0
17:47:03:132;0
17:47:03:289;0
17:47:03:445;0
17:47:03:601;0
17:47:03:757;0
17:47:03:914;0
17:47:04:070;0
17:47:04:226;0
17:47:04:382;0
17:47:04:539;0
17:47:04:695;0
17:47:04:851;0
17:47:05:007;0
17:47:05:164;0
17:47:05:320;0
17:47:05:476;0
17:47:05:632;0
17:47:05:789;0
17:47:05:945;0
17:47:06:101;0
17:47:06:257;0
17:47:06:414;0
17:47:06:570;0
17:47:06:726;0
17:47:06:882;0
17:47:07:039;1
17:47:07:195;1
17:47:07:351;0
17:47:07:507;0
17:47:07:664;1
17:47:07:820;1
17:47:07:976;1
17:47:08:132;1
17:47:08:289;1
17:47:08:445;1
17:47:08:601;1
17:47:08:757;0
17:47:08:914;0
17:47:09:070;0
17:47:09:226;0
17:47:09:382;0
17:47:09:539;0
17:47:09:695;0
17:47:09:851;0
17:47:10:007;0
17:47:10:164;0
17:47:10:320;0
17:47:10:476;0
17:47:10:632;0
17:47:10:789;0
17:47:10:945;0
17:47:11:101;0
17:47:11:257;0
17:47:11:414;0
17:47:11:570;0
17:47:11:726;0
17:47:11:882;0
17:47:12:039;0
17:47:12:195;0
17:47:12:351;0
17:47:12:507;0
17:47:12:664;0
17:47:12:820;0
17:47:12:976;0
17:47:13:132;0
17:47:13:289;0
17:47:13:445;0
17:47:13:601;0
17:47:13:757;0
17:47:13:914;0
17:47:14:070;0
17:47:14:226;0
17:47:14:382;0
17:47:14:539;0
17:47:14:695;0
17:47:14:851;0
17:47:15:007;0
17:47:15:164;0
17:47:15:320;0
17:47:15:476;0
17:47:15:632;0
17:47:15:789;0
17:47:15:945;0
17:47:16:101;0
17:47:16:257;0
17:47:16:414;0
17:47:16:570;0
17:47:16:726;0
17:47:16:882;0
17:47:17:039;0
17:47:17:195;0
17:47:17:351;0
17:47:17:507;0
17:47:17:664;0
17:47:17:820;0
17:47:17:976;0
17:47:18:132;0
17:47:18:289;0
17:47:18:445;0
17:47:18:601;0
17:47:18:757;0
17:47:18:914;0
17:47:19:070;0
17:47:19:226;0
17:47:19:382;0
17:47:19:539;0
17:47:19:695;0
17:47:19:851;1
17:47:20:007;0
17:47:20:164;0
17:47:20:320;0
17:47:20:476;0
17:47:20:632;0
17:47:20:789;0
17:47:20:945;0
17:47:21:101;0
17:47:21:257;0
17:47:21:414;0
17:47:21:570;0
17:47:21:726;0
17:47:21:882;0
17:47:22:039;0
17:47:22:195;0
17:47:22:351;0
17:47:22:507;0
17:47:22:664;0
17:47:22:820;0
17:47:22:976;0
17:47:23:132;0
17:47:23:289;0
17:47:23:445;0
17:47:23:601;1
17:47:23:757;1
17:47:23:914;1
17:47:24:070;1
17:47:24:226;1
17:47:24:382;0
17:47:24:539;0
17:47:24:695;0
17:47:24:851;0
17:47:25:007;0
17:47:25:164;0
17:47:25:320;0
17:47:25:476;0
17:47:25:632;0
17:47:25:789;0
17:47:25:945;0
17:47:26:101;0
17:47:26:257;0
17:47:26:414;0
17:47:26:570;0
17:47:26:726;0
17:47:26:882;0
