median(time1,time2);stress/non-stress
10:32:53:601;0
10:32:53:757;0
10:32:53:914;0
10:32:54:070;0
10:32:54:226;0
10:32:54:382;0
10:32:54:539;0
10:32:54:695;0
10:32:54:851;0
10:32:55:007;0
10:32:55:164;0
10:32:55:320;0
10:32:55:476;0
10:32:55:632;0
10:32:55:789;0
10:32:55:945;0
10:32:56:101;0
10:32:56:257;0
10:32:56:414;0
10:32:56:570;0
10:32:56:726;0
10:32:56:882;0
10:32:57:039;0
10:32:57:195;0
10:32:57:351;0
10:32:57:507;0
10:32:57:664;0
10:32:57:820;0
10:32:57:976;0
10:32:58:132;0
10:32:58:289;0
10:32:58:445;0
10:32:58:601;0
10:32:58:757;0
10:32:58:914;0
10:32:59:070;0
10:32:59:226;0
10:32:59:382;1
10:32:59:539;1
10:32:59:695;0
10:32:59:851;0
10:33:00:007;0
10:33:00:164;0
10:33:00:320;0
10:33:00:476;0
10:33:00:632;0
10:33:00:789;0
10:33:00:945;0
10:33:01:101;0
10:33:01:257;0
10:33:01:414;0
10:33:01:570;0
10:33:01:726;0
10:33:01:882;0
10:33:02:039;1
10:33:02:195;1
10:33:02:351;1
10:33:02:507;1
10:33:02:664;1
10:33:02:820;0
10:33:02:976;0
10:33:03:132;0
10:33:03:289;0
10:33:03:445;0
10:33:03:601;0
10:33:03:757;0
10:33:03:914;0
10:33:04:070;0
10:33:04:226;0
10:33:04:382;0
10:33:04:539;0
10:33:04:695;0
10:33:04:851;0
10:33:05:007;0
10:33:05:164;0
10:33:05:320;0
10:33:05:476;0
10:33:05:632;0
10:33:05:789;0
10:33:05:945;0
10:33:06:101;0
10:33:06:257;0
10:33:06:414;0
10:33:06:570;0
10:33:06:726;0
10:33:06:882;0
10:33:07:039;0
10:33:07:195;0
10:33:07:351;0
10:33:07:507;0
10:33:07:664;0
10:33:07:820;0
10:33:07:976;0
10:33:08:132;0
10:33:08:289;0
10:33:08:445;0
10:33:08:601;0
10:33:08:757;0
10:33:08:914;0
10:33:09:070;0
10:33:09:226;0
10:33:09:382;0
10:33:09:539;0
10:33:09:695;0
10:33:09:851;0
10:33:10:007;0
10:33:10:164;0
10:33:10:320;0
10:33:10:476;0
10:33:10:632;0
10:33:10:789;0
10:33:10:945;0
10:33:11:101;0
10:33:11:257;0
10:33:11:414;0
10:33:11:570;0
10:33:11:726;0
10:33:11:882;0
10:33:12:039;0
10:33:12:195;0
10:33:12:351;0
10:33:12:507;0
10:33:12:664;0
10:33:12:820;0
10:33:12:976;0
10:33:13:132;0
10:33:13:289;0
10:33:13:445;0
10:33:13:601;0
10:33:13:757;0
10:33:13:914;0
10:33:14:070;0
10:33:14:226;0
10:33:14:382;0
10:33:14:539;0
10:33:14:695;0
10:33:14:851;0
10:33:15:007;0
10:33:15:164;0
10:33:15:320;0
10:33:15:476;0
10:33:15:632;0
10:33:15:789;0
10:33:15:945;0
10:33:16:101;0
10:33:16:257;0
10:33:16:414;0
10:33:16:570;0
10:33:16:726;0
10:33:16:882;0
10:33:17:039;0
10:33:17:195;0
10:33:17:351;0
10:33:17:507;0
10:33:17:664;0
10:33:17:820;0
10:33:17:976;0
10:33:18:132;0
10:33:18:289;0
10:33:18:445;0
10:33:18:601;0
10:33:18:757;0
10:33:18:914;0
10:33:19:070;0
10:33:19:226;0
10:33:19:382;0
10:33:19:539;0
10:33:19:695;0
10:33:19:851;0
10:33:20:007;0
10:33:20:164;0
10:33:20:320;0
10:33:20:476;0
10:33:20:632;0
10:33:20:789;0
10:33:20:945;0
10:33:21:101;0
10:33:21:257;0
10:33:21:414;0
10:33:21:570;0
10:33:21:726;0
10:33:21:882;1
10:33:22:039;1
10:33:22:195;1
10:33:22:351;0
10:33:22:507;0
10:33:22:664;0
10:33:22:820;0
10:33:22:976;0
10:33:23:132;0
10:33:23:289;0
10:33:23:445;0
10:33:23:601;0
10:33:23:757;0
10:33:23:914;0
10:33:24:070;0
10:33:24:226;0
10:33:24:382;0
10:33:24:539;0
10:33:24:695;0
10:33:24:851;0
10:33:25:007;0
10:33:25:164;0
10:33:25:320;0
10:33:25:476;0
10:33:25:632;0
10:33:25:789;0
10:33:25:945;0
10:33:26:101;0
10:33:26:257;0
10:33:26:414;0
10:33:26:570;0
10:33:26:726;0
10:33:26:882;0
10:33:27:039;0
10:33:27:195;0
10:33:27:351;0
10:33:27:507;0
10:33:27:664;0
10:33:27:820;0
10:33:27:976;0
10:33:28:132;0
10:33:28:289;0
10:33:28:445;0
10:33:28:601;0
10:33:28:757;0
10:33:28:914;0
10:33:29:070;0
10:33:29:226;0
10:33:29:382;0
10:33:29:539;0
10:33:29:695;0
10:33:29:851;0
10:33:30:007;0
10:33:30:164;0
10:33:30:320;0
10:33:30:476;0
10:33:30:632;0
10:33:30:789;0
10:33:30:945;0
10:33:31:101;0
10:33:31:257;0
10:33:31:414;0
10:33:31:570;0
10:33:31:726;0
10:33:31:882;0
10:33:32:039;0
10:33:32:195;0
10:33:32:351;0
10:33:32:507;1
10:33:32:664;0
10:33:32:820;0
10:33:32:976;0
10:33:33:132;0
10:33:33:289;0
10:33:33:445;0
10:33:33:601;0
10:33:33:757;0
10:33:33:914;0
10:33:34:070;0
10:33:34:226;0
10:33:34:382;0
10:33:34:539;0
10:33:34:695;0
10:33:34:851;0
10:33:35:007;0
10:33:35:164;0
10:33:35:320;0
10:33:35:476;0
10:33:35:632;0
10:33:35:789;0
10:33:35:945;0
10:33:36:101;0
10:33:36:257;0
10:33:36:414;0
10:33:36:570;0
10:33:36:726;0
10:33:36:882;0
10:33:37:039;0
10:33:37:195;0
10:33:37:351;0
10:33:37:507;0
10:33:37:664;0
10:33:37:820;0
10:33:37:976;0
10:33:38:132;0
10:33:38:289;0
10:33:38:445;0
10:33:38:601;0
10:33:38:757;0
10:33:38:914;0
10:33:39:070;0
10:33:39:226;0
10:33:39:382;0
10:33:39:539;0
10:33:39:695;1
10:33:39:851;1
10:33:40:007;1
10:33:40:164;0
10:33:40:320;1
10:33:40:476;1
10:33:40:632;1
10:33:40:789;0
10:33:40:945;1
10:33:41:101;1
10:33:41:257;1
10:33:41:414;0
10:33:41:570;1
10:33:41:726;1
10:33:41:882;1
10:33:42:039;1
10:33:42:195;1
10:33:42:351;0
10:33:42:507;0
10:33:42:664;0
10:33:42:820;0
10:33:42:976;0
10:33:43:132;0
10:33:43:289;0
10:33:43:445;0
10:33:43:601;0
10:33:43:757;0
10:33:43:914;0
10:33:44:070;0
10:33:44:226;0
10:33:44:382;0
10:33:44:539;0
10:33:44:695;0
10:33:44:851;0
10:33:45:007;0
10:33:45:164;0
10:33:45:320;0
10:33:45:476;0
10:33:45:632;0
10:33:45:789;0
10:33:45:945;0
10:33:46:101;0
10:33:46:257;0
10:33:46:414;0
10:33:46:570;0
10:33:46:726;0
10:33:46:882;0
10:33:47:039;0
10:33:47:195;0
10:33:47:351;0
10:33:47:507;0
10:33:47:664;0
10:33:47:820;0
10:33:47:976;0
10:33:48:132;0
10:33:48:289;1
10:33:48:445;1
10:33:48:601;1
10:33:48:757;1
10:33:48:914;0
10:33:49:070;0
10:33:49:226;0
10:33:49:382;0
10:33:49:539;0
10:33:49:695;0
10:33:49:851;0
10:33:50:007;0
10:33:50:164;1
10:33:50:320;1
10:33:50:476;1
10:33:50:632;1
10:33:50:789;1
10:33:50:945;0
10:33:51:101;0
10:33:51:257;0
10:33:51:414;0
10:33:51:570;0
10:33:51:726;0
10:33:51:882;0
10:33:52:039;0
10:33:52:195;0
10:33:52:351;0
10:33:52:507;0
10:33:52:664;0
10:33:52:820;0
10:33:52:976;0
10:33:53:132;0
10:33:53:289;0
10:33:53:445;0
10:33:53:601;0
10:33:53:757;0
10:33:53:914;0
10:33:54:070;0
10:33:54:226;0
10:33:54:382;0
10:33:54:539;0
10:33:54:695;0
10:33:54:851;0
10:33:55:007;0
10:33:55:164;0
10:33:55:320;0
10:33:55:476;0
10:33:55:632;0
10:33:55:789;0
10:33:55:945;0
10:33:56:101;0
10:33:56:257;0
10:33:56:414;0
10:33:56:570;0
10:33:56:726;0
10:33:56:882;1
10:33:57:039;1
10:33:57:195;1
10:33:57:351;1
10:33:57:507;1
10:33:57:664;0
10:33:57:820;0
10:33:57:976;1
10:33:58:132;1
10:33:58:289;1
10:33:58:445;1
10:33:58:601;0
10:33:58:757;0
10:33:58:914;0
10:33:59:070;0
10:33:59:226;0
10:33:59:382;0
