(time1+time2)/2;stress/non-stress
9:35:36:191;0
9:35:36:347;0
9:35:36:503;0
9:35:36:659;0
9:35:36:316;0
9:35:36:472;0
9:35:36:628;0
9:35:37:284;0
9:35:37:441;0
9:35:37:597;0
9:35:37:753;0
9:35:37:409;0
9:35:37:566;0
9:35:38:222;0
9:35:38:378;0
9:35:38:534;0
9:35:38:691;0
9:35:38:347;0
9:35:38:503;0
9:35:38:659;1
9:35:39:316;1
9:35:39:472;1
9:35:39:628;0
9:35:39:784;0
9:35:39:441;0
9:35:39:597;0
9:35:40:253;0
9:35:40:409;0
9:35:40:566;0
9:35:40:722;1
9:35:40:378;1
9:35:40:534;1
9:35:41:191;1
9:35:41:347;1
9:35:41:503;1
9:35:41:659;1
9:35:41:316;0
9:35:41:472;0
9:35:41:628;0
9:35:42:284;0
9:35:42:441;0
9:35:42:597;0
9:35:42:753;0
9:35:42:409;0
9:35:42:566;0
9:35:43:222;0
9:35:43:378;0
9:35:43:534;0
9:35:43:691;0
9:35:43:347;0
9:35:43:503;0
9:35:43:659;0
9:35:44:316;0
9:35:44:472;0
9:35:44:628;0
9:35:44:784;0
9:35:44:441;0
9:35:44:597;0
9:35:45:253;0
9:35:45:409;0
9:35:45:566;0
9:35:45:722;0
9:35:45:378;0
9:35:45:534;0
9:35:46:191;0
9:35:46:347;0
9:35:46:503;0
9:35:46:659;0
9:35:46:316;0
9:35:46:472;0
9:35:46:628;0
9:35:47:284;0
9:35:47:441;0
9:35:47:597;0
9:35:47:753;0
9:35:47:409;0
9:35:47:566;0
9:35:48:222;0
9:35:48:378;0
9:35:48:534;0
9:35:48:691;0
9:35:48:347;0
9:35:48:503;0
9:35:48:659;0
9:35:49:316;0
9:35:49:472;0
9:35:49:628;0
9:35:49:784;0
9:35:49:441;0
9:35:49:597;1
9:35:50:253;1
9:35:50:409;1
9:35:50:566;1
9:35:50:722;1
9:35:50:378;1
9:35:50:534;1
9:35:51:191;0
9:35:51:347;0
9:35:51:503;0
9:35:51:659;0
9:35:51:316;0
9:35:51:472;0
9:35:51:628;0
9:35:52:284;0
9:35:52:441;0
9:35:52:597;0
9:35:52:753;0
9:35:52:409;0
9:35:52:566;0
9:35:53:222;0
9:35:53:378;0
9:35:53:534;0
9:35:53:691;0
9:35:53:347;0
9:35:53:503;0
9:35:53:659;0
9:35:54:316;0
9:35:54:472;0
9:35:54:628;0
9:35:54:784;0
9:35:54:441;0
9:35:54:597;0
9:35:55:253;0
9:35:55:409;0
9:35:55:566;0
9:35:55:722;0
9:35:55:378;0
9:35:55:534;0
9:35:56:191;0
9:35:56:347;0
9:35:56:503;0
