median(time1,time2);stress/non-stress
14:55:47:578;0
14:55:47:734;0
14:55:47:890;0
14:55:48:046;0
14:55:48:203;0
14:55:48:359;0
14:55:48:515;0
14:55:48:671;0
14:55:48:828;0
14:55:48:984;0
14:55:49:140;0
14:55:49:296;0
14:55:49:453;0
14:55:49:609;0
14:55:49:765;0
14:55:49:921;0
14:55:50:078;0
14:55:50:234;0
14:55:50:390;0
14:55:50:546;0
14:55:50:703;0
14:55:50:859;0
14:55:51:015;0
14:55:51:171;0
14:55:51:328;0
14:55:51:484;0
14:55:51:640;0
14:55:51:796;0
14:55:51:953;0
14:55:52:109;0
14:55:52:265;0
14:55:52:421;0
14:55:52:578;0
14:55:52:734;0
14:55:52:890;0
14:55:53:046;1
14:55:53:203;1
14:55:53:359;1
14:55:53:515;1
14:55:53:671;0
14:55:53:828;0
14:55:53:984;0
14:55:54:140;0
14:55:54:296;0
14:55:54:453;0
14:55:54:609;0
14:55:54:765;0
14:55:54:921;0
14:55:55:078;0
14:55:55:234;0
14:55:55:390;0
14:55:55:546;1
14:55:55:703;1
14:55:55:859;1
14:55:56:015;1
14:55:56:171;1
14:55:56:328;1
14:55:56:484;1
14:55:56:640;1
14:55:56:796;1
14:55:56:953;1
14:55:57:109;1
14:55:57:265;1
14:55:57:421;1
14:55:57:578;1
14:55:57:734;1
14:55:57:890;0
14:55:58:046;1
14:55:58:203;1
14:55:58:359;0
14:55:58:515;0
14:55:58:671;0
14:55:58:828;0
14:55:58:984;0
14:55:59:140;0
14:55:59:296;0
14:55:59:453;0
14:55:59:609;0
14:55:59:765;0
14:55:59:921;0
14:56:00:078;0
14:56:00:234;0
14:56:00:390;0
14:56:00:546;0
14:56:00:703;0
14:56:00:859;0
14:56:01:015;0
14:56:01:171;0
14:56:01:328;0
14:56:01:484;0
14:56:01:640;0
14:56:01:796;0
14:56:01:953;0
14:56:02:109;0
14:56:02:265;0
14:56:02:421;0
14:56:02:578;0
14:56:02:734;0
14:56:02:890;0
14:56:03:046;0
14:56:03:203;0
14:56:03:359;0
14:56:03:515;0
14:56:03:671;0
14:56:03:828;0
14:56:03:984;0
14:56:04:140;0
14:56:04:296;0
14:56:04:453;0
14:56:04:609;0
14:56:04:765;0
14:56:04:921;0
14:56:05:078;0
14:56:05:234;0
14:56:05:390;0
14:56:05:546;0
14:56:05:703;0
14:56:05:859;0
14:56:06:015;0
14:56:06:171;0
14:56:06:328;0
14:56:06:484;0
14:56:06:640;0
14:56:06:796;0
14:56:06:953;0
14:56:07:109;0
14:56:07:265;0
14:56:07:421;0
14:56:07:578;0
14:56:07:734;0
14:56:07:890;0
14:56:08:046;0
14:56:08:203;0
14:56:08:359;0
14:56:08:515;0
14:56:08:671;0
14:56:08:828;1
14:56:08:984;0
14:56:09:140;0
14:56:09:296;1
14:56:09:453;1
14:56:09:609;0
14:56:09:765;0
14:56:09:921;0
14:56:10:078;0
14:56:10:234;0
14:56:10:390;0
14:56:10:546;0
14:56:10:703;0
14:56:10:859;0
14:56:11:015;0
14:56:11:171;0
14:56:11:328;0
14:56:11:484;0
14:56:11:640;0
14:56:11:796;0
14:56:11:953;0
14:56:12:109;0
14:56:12:265;0
14:56:12:421;0
14:56:12:578;0
14:56:12:734;0
14:56:12:890;0
14:56:13:046;0
14:56:13:203;0
14:56:13:359;0
14:56:13:515;0
14:56:13:671;0
14:56:13:828;0
14:56:13:984;0
14:56:14:140;0
14:56:14:296;0
14:56:14:453;0
14:56:14:609;0
14:56:14:765;0
14:56:14:921;0
14:56:15:078;0
14:56:15:234;0
14:56:15:390;0
14:56:15:546;0
14:56:15:703;0
14:56:15:859;0
14:56:16:015;0
14:56:16:171;0
14:56:16:328;0
14:56:16:484;0
14:56:16:640;0
14:56:16:796;0
14:56:16:953;0
14:56:17:109;0
14:56:17:265;0
14:56:17:421;0
14:56:17:578;0
14:56:17:734;1
14:56:17:890;0
14:56:18:046;0
14:56:18:203;0
14:56:18:359;0
14:56:18:515;0
14:56:18:671;0
14:56:18:828;0
14:56:18:984;0
14:56:19:140;0
14:56:19:296;0
14:56:19:453;0
14:56:19:609;0
14:56:19:765;0
14:56:19:921;0
14:56:20:078;0
14:56:20:234;0
14:56:20:390;0
14:56:20:546;0
14:56:20:703;0
14:56:20:859;0
14:56:21:015;0
14:56:21:171;0
14:56:21:328;0
14:56:21:484;0
14:56:21:640;0
14:56:21:796;0
14:56:21:953;0
14:56:22:109;1
14:56:22:265;1
14:56:22:421;0
14:56:22:578;0
14:56:22:734;1
14:56:22:890;1
14:56:23:046;1
14:56:23:203;0
14:56:23:359;0
14:56:23:515;0
14:56:23:671;0
14:56:23:828;0
14:56:23:984;0
14:56:24:140;0
14:56:24:296;0
14:56:24:453;0
14:56:24:609;0
14:56:24:765;0
14:56:24:921;0
14:56:25:078;0
14:56:25:234;0
14:56:25:390;0
14:56:25:546;0
14:56:25:703;0
14:56:25:859;0
14:56:26:015;0
14:56:26:171;0
14:56:26:328;0
14:56:26:484;0
14:56:26:640;0
14:56:26:796;0
14:56:26:953;0
14:56:27:109;0
14:56:27:265;0
14:56:27:421;0
14:56:27:578;0
14:56:27:734;0
14:56:27:890;0
14:56:28:046;0
14:56:28:203;0
14:56:28:359;0
14:56:28:515;0
14:56:28:671;0
14:56:28:828;0
14:56:28:984;0
14:56:29:140;0
14:56:29:296;0
14:56:29:453;0
14:56:29:609;0
14:56:29:765;0
14:56:29:921;0
14:56:30:078;0
14:56:30:234;0
14:56:30:390;0
14:56:30:546;0
14:56:30:703;0
14:56:30:859;0
14:56:31:015;0
14:56:31:171;0
14:56:31:328;0
