(time1+time2)/2;stress/non-stress
14:55:47:581;0
14:55:47:737;0
14:55:47:394;0
14:55:47:550;0
14:55:48:206;0
14:55:48:362;0
14:55:48:519;0
14:55:48:675;0
14:55:48:331;0
14:55:48:487;0
14:55:48:644;0
14:55:49:300;0
14:55:49:456;0
14:55:49:612;0
14:55:49:769;0
14:55:49:425;0
14:55:49:581;0
14:55:50:237;0
14:55:50:394;0
14:55:50:550;0
14:55:50:706;0
14:55:50:362;0
14:55:50:519;0
14:55:50:675;0
14:55:51:331;0
14:55:51:487;0
14:55:51:644;0
14:55:51:800;0
14:55:51:456;0
14:55:51:612;0
14:55:52:269;0
14:55:52:425;0
14:55:52:581;0
14:55:52:737;0
14:55:52:394;0
14:55:52:550;1
14:55:53:206;1
14:55:53:362;1
14:55:53:519;1
14:55:53:675;0
14:55:53:331;0
14:55:53:487;0
14:55:53:644;0
14:55:54:300;0
14:55:54:456;0
14:55:54:612;0
14:55:54:769;0
14:55:54:425;0
14:55:54:581;0
14:55:55:237;0
14:55:55:394;0
14:55:55:550;1
14:55:55:706;1
14:55:55:362;1
14:55:55:519;1
14:55:55:675;1
14:55:56:331;1
14:55:56:487;1
14:55:56:644;1
14:55:56:800;1
14:55:56:456;1
14:55:56:612;1
14:55:57:269;1
14:55:57:425;1
14:55:57:581;1
14:55:57:737;1
14:55:27:394;0
14:55:27:550;1
14:55:28:206;1
14:55:28:362;0
14:55:28:519;0
14:55:28:675;0
14:55:28:331;0
14:55:28:487;0
14:55:28:644;0
14:55:29:300;0
14:55:29:456;0
14:55:29:612;0
14:55:29:769;0
14:55:29:425;0
14:55:29:581;0
14:55:30:237;0
14:55:30:394;0
14:55:30:550;0
14:55:30:706;0
14:55:30:362;0
14:55:30:519;0
14:55:30:675;0
14:55:31:331;0
14:55:31:487;0
14:55:31:644;0
14:55:31:800;0
14:55:31:456;0
14:55:31:612;0
14:56:2:269;0
14:56:2:425;0
14:56:2:581;0
14:56:2:737;0
14:56:2:394;0
14:56:2:550;0
14:56:3:206;0
14:56:3:362;0
14:56:3:519;0
14:56:3:675;0
14:56:3:331;0
14:56:3:487;0
14:56:3:644;0
14:56:4:300;0
14:56:4:456;0
14:56:4:612;0
14:56:4:769;0
14:56:4:425;0
14:56:4:581;0
14:56:5:237;0
14:56:5:394;0
14:56:5:550;0
14:56:5:706;0
14:56:5:362;0
14:56:5:519;0
14:56:5:675;0
14:56:6:331;0
14:56:6:487;0
14:56:6:644;0
14:56:6:800;0
14:56:6:456;0
14:56:6:612;0
14:56:7:269;0
14:56:7:425;0
14:56:7:581;0
14:56:7:737;0
14:56:7:394;0
14:56:7:550;0
14:56:8:206;0
14:56:8:362;0
14:56:8:519;0
14:56:8:675;0
14:56:8:331;1
14:56:8:487;0
14:56:8:644;0
14:56:9:300;1
14:56:9:456;1
14:56:9:612;0
14:56:9:769;0
14:56:9:425;0
14:56:9:581;0
14:56:10:237;0
14:56:10:394;0
14:56:10:550;0
14:56:10:706;0
14:56:10:362;0
14:56:10:519;0
14:56:10:675;0
14:56:11:331;0
14:56:11:487;0
14:56:11:644;0
14:56:11:800;0
14:56:11:456;0
14:56:11:612;0
14:56:12:269;0
14:56:12:425;0
14:56:12:581;0
14:56:12:737;0
14:56:12:394;0
14:56:12:550;0
14:56:13:206;0
14:56:13:362;0
14:56:13:519;0
14:56:13:675;0
14:56:13:331;0
14:56:13:487;0
14:56:13:644;0
14:56:14:300;0
14:56:14:456;0
14:56:14:612;0
14:56:14:769;0
14:56:14:425;0
14:56:14:581;0
14:56:15:237;0
14:56:15:394;0
14:56:15:550;0
14:56:15:706;0
14:56:15:362;0
14:56:15:519;0
14:56:15:675;0
14:56:16:331;0
14:56:16:487;0
14:56:16:644;0
14:56:16:800;0
14:56:16:456;0
14:56:16:612;0
14:56:17:269;0
14:56:17:425;0
14:56:17:581;0
14:56:17:737;1
14:56:17:394;0
14:56:17:550;0
14:56:18:206;0
14:56:18:362;0
14:56:18:519;0
14:56:18:675;0
14:56:18:331;0
14:56:18:487;0
14:56:18:644;0
14:56:19:300;0
14:56:19:456;0
14:56:19:612;0
14:56:19:769;0
14:56:19:425;0
14:56:19:581;0
14:56:20:237;0
14:56:20:394;0
14:56:20:550;0
14:56:20:706;0
14:56:20:362;0
14:56:20:519;0
14:56:20:675;0
14:56:21:331;0
14:56:21:487;0
14:56:21:644;0
14:56:21:800;0
14:56:21:456;0
14:56:21:612;1
14:56:22:269;1
14:56:22:425;0
14:56:22:581;0
14:56:22:737;1
14:56:22:394;1
14:56:22:550;1
14:56:23:206;0
14:56:23:362;0
14:56:23:519;0
14:56:23:675;0
14:56:23:331;0
14:56:23:487;0
14:56:23:644;0
14:56:24:300;0
14:56:24:456;0
14:56:24:612;0
14:56:24:769;0
14:56:24:425;0
14:56:24:581;0
14:56:25:237;0
14:56:25:394;0
14:56:25:550;0
14:56:25:706;0
14:56:25:362;0
14:56:25:519;0
