(time1+time2)/2;stress/non-stress
10:35:8:612;1
10:35:8:769;1
10:35:8:425;0
10:35:8:581;0
10:35:9:237;0
10:35:9:394;0
10:35:9:550;0
10:35:9:706;0
10:35:9:362;0
10:35:9:519;0
10:35:9:675;0
10:35:10:331;1
10:35:10:487;1
10:35:10:644;1
10:35:10:800;1
10:35:10:456;1
10:35:10:612;1
10:35:11:269;1
10:35:11:425;1
10:35:11:581;1
10:35:11:737;0
10:35:11:394;0
10:35:11:550;0
10:35:12:206;0
10:35:12:362;0
10:35:12:519;0
10:35:12:675;0
10:35:12:331;0
10:35:12:487;0
10:35:12:644;0
10:35:13:300;0
10:35:13:456;0
10:35:13:612;1
10:35:13:769;1
10:35:13:425;1
10:35:13:581;0
10:35:14:237;0
10:35:14:394;0
10:35:14:550;0
10:35:14:706;0
10:35:14:362;0
10:35:14:519;0
10:35:14:675;0
10:35:15:331;0
10:35:15:487;1
10:35:15:644;0
10:35:15:800;0
10:35:15:456;0
10:35:15:612;1
10:35:16:269;0
10:35:16:425;0
10:35:16:581;0
10:35:16:737;0
10:35:16:394;0
10:35:16:550;0
10:35:17:206;0
10:35:17:362;0
10:35:17:519;0
10:35:17:675;0
10:35:17:331;1
10:35:17:487;1
10:35:17:644;1
10:35:18:300;1
10:35:18:456;0
10:35:18:612;0
10:35:18:769;0
10:35:18:425;0
10:35:18:581;0
10:35:19:237;1
10:35:19:394;0
10:35:19:550;0
10:35:19:706;0
10:35:19:362;0
10:35:19:519;0
10:35:19:675;0
10:35:20:331;0
10:35:20:487;0
10:35:20:644;0
10:35:20:800;0
10:35:20:456;0
10:35:20:612;0
10:35:21:269;0
10:35:21:425;0
10:35:21:581;0
10:35:21:737;0
10:35:21:394;0
10:35:21:550;0
10:35:22:206;0
10:35:22:362;0
10:35:22:519;0
10:35:22:675;0
10:35:22:331;0
10:35:22:487;0
10:35:22:644;0
10:35:23:300;0
10:35:23:456;0
10:35:23:612;0
10:35:23:769;0
10:35:23:425;0
10:35:23:581;0
10:35:24:237;0
10:35:24:394;0
10:35:24:550;0
10:35:24:706;0
10:35:24:362;0
10:35:24:519;0
10:35:24:675;0
10:35:25:331;0
10:35:25:487;0
10:35:25:644;0
10:35:25:800;0
10:35:25:456;0
10:35:25:612;0
10:35:26:269;0
10:35:26:425;0
10:35:26:581;0
10:35:26:737;0
10:35:26:394;0
10:35:26:550;1
10:35:27:206;1
10:35:27:362;1
10:35:27:519;1
10:35:27:675;1
10:35:27:331;1
10:35:27:487;0
10:35:27:644;0
10:35:28:300;0
10:35:28:456;0
10:35:28:612;0
10:35:28:769;0
10:35:28:425;0
10:35:28:581;1
10:35:29:237;1
10:35:29:394;1
10:35:29:550;0
10:35:29:706;1
10:35:29:362;0
10:35:29:519;0
10:35:29:675;0
10:35:30:331;0
10:35:30:487;0
10:35:30:644;0
10:35:30:800;0
10:35:30:456;0
10:35:30:612;0
10:35:31:269;0
10:35:31:425;0
10:35:31:581;0
10:35:31:737;0
10:35:31:394;0
10:35:31:550;0
10:35:32:206;1
10:35:32:362;1
10:35:32:519;1
10:35:32:675;0
10:35:32:331;0
10:35:32:487;0
10:35:32:644;1
10:35:33:300;0
10:35:33:456;0
10:35:33:612;0
10:35:33:769;0
10:35:33:425;0
10:35:33:581;1
10:35:34:237;1
10:35:34:394;1
10:35:34:550;1
10:35:34:706;1
10:35:34:362;0
10:35:34:519;0
10:35:34:675;0
10:35:35:331;0
10:35:35:487;0
10:35:35:644;0
10:35:35:800;0
10:35:35:456;0
10:35:35:612;0
10:35:36:269;0
10:35:36:425;0
10:35:36:581;0
10:35:36:737;0
10:35:36:394;0
10:35:36:550;1
10:35:37:206;1
10:35:37:362;1
10:35:37:519;1
10:35:37:675;1
10:35:37:331;1
10:35:37:487;1
10:35:37:644;0
10:35:38:300;0
10:35:38:456;0
10:35:38:612;0
10:35:38:769;0
10:35:38:425;0
10:35:38:581;0
10:35:39:237;0
10:35:39:394;0
10:35:39:550;0
10:35:39:706;0
10:35:39:362;0
10:35:39:519;0
