median(time1,time2);stress/non-stress
10:35:08:609;1
10:35:08:765;1
10:35:08:921;0
10:35:09:078;0
10:35:09:234;0
10:35:09:390;0
10:35:09:546;0
10:35:09:703;0
10:35:09:859;0
10:35:10:015;0
10:35:10:171;0
10:35:10:328;1
10:35:10:484;1
10:35:10:640;1
10:35:10:796;1
10:35:10:953;1
10:35:11:109;1
10:35:11:265;1
10:35:11:421;1
10:35:11:578;1
10:35:11:734;0
10:35:11:890;0
10:35:12:046;0
10:35:12:203;0
10:35:12:359;0
10:35:12:515;0
10:35:12:671;0
10:35:12:828;0
10:35:12:984;0
10:35:13:140;0
10:35:13:296;0
10:35:13:453;0
10:35:13:609;1
10:35:13:765;1
10:35:13:921;1
10:35:14:078;0
10:35:14:234;0
10:35:14:390;0
10:35:14:546;0
10:35:14:703;0
10:35:14:859;0
10:35:15:015;0
10:35:15:171;0
10:35:15:328;0
10:35:15:484;1
10:35:15:640;0
10:35:15:796;0
10:35:15:953;0
10:35:16:109;1
10:35:16:265;0
10:35:16:421;0
10:35:16:578;0
10:35:16:734;0
10:35:16:890;0
10:35:17:046;0
10:35:17:203;0
10:35:17:359;0
10:35:17:515;0
10:35:17:671;0
10:35:17:828;1
10:35:17:984;1
10:35:18:140;1
10:35:18:296;1
10:35:18:453;0
10:35:18:609;0
10:35:18:765;0
10:35:18:921;0
10:35:19:078;0
10:35:19:234;1
10:35:19:390;0
10:35:19:546;0
10:35:19:703;0
10:35:19:859;0
10:35:20:015;0
10:35:20:171;0
10:35:20:328;0
10:35:20:484;0
10:35:20:640;0
10:35:20:796;0
10:35:20:953;0
10:35:21:109;0
10:35:21:265;0
10:35:21:421;0
10:35:21:578;0
10:35:21:734;0
10:35:21:890;0
10:35:22:046;0
10:35:22:203;0
10:35:22:359;0
10:35:22:515;0
10:35:22:671;0
10:35:22:828;0
10:35:22:984;0
10:35:23:140;0
10:35:23:296;0
10:35:23:453;0
10:35:23:609;0
10:35:23:765;0
10:35:23:921;0
10:35:24:078;0
10:35:24:234;0
10:35:24:390;0
10:35:24:546;0
10:35:24:703;0
10:35:24:859;0
10:35:25:015;0
10:35:25:171;0
10:35:25:328;0
10:35:25:484;0
10:35:25:640;0
10:35:25:796;0
10:35:25:953;0
10:35:26:109;0
10:35:26:265;0
10:35:26:421;0
10:35:26:578;0
10:35:26:734;0
10:35:26:890;0
10:35:27:046;1
10:35:27:203;1
10:35:27:359;1
10:35:27:515;1
10:35:27:671;1
10:35:27:828;1
10:35:27:984;0
10:35:28:140;0
10:35:28:296;0
10:35:28:453;0
10:35:28:609;0
10:35:28:765;0
10:35:28:921;0
10:35:29:078;1
10:35:29:234;1
10:35:29:390;1
10:35:29:546;0
10:35:29:703;1
10:35:29:859;0
10:35:30:015;0
10:35:30:171;0
10:35:30:328;0
10:35:30:484;0
10:35:30:640;0
10:35:30:796;0
10:35:30:953;0
10:35:31:109;0
10:35:31:265;0
10:35:31:421;0
10:35:31:578;0
10:35:31:734;0
10:35:31:890;0
10:35:32:046;0
10:35:32:203;1
10:35:32:359;1
10:35:32:515;1
10:35:32:671;0
10:35:32:828;0
10:35:32:984;0
10:35:33:140;1
10:35:33:296;0
10:35:33:453;0
10:35:33:609;0
10:35:33:765;0
10:35:33:921;0
10:35:34:078;1
10:35:34:234;1
10:35:34:390;1
10:35:34:546;1
10:35:34:703;1
10:35:34:859;0
10:35:35:015;0
10:35:35:171;0
10:35:35:328;0
10:35:35:484;0
10:35:35:640;0
10:35:35:796;0
10:35:35:953;0
10:35:36:109;0
10:35:36:265;0
10:35:36:421;0
10:35:36:578;0
10:35:36:734;0
10:35:36:890;0
10:35:37:046;1
10:35:37:203;1
10:35:37:359;1
10:35:37:515;1
10:35:37:671;1
10:35:37:828;1
10:35:37:984;1
10:35:38:140;0
10:35:38:296;0
10:35:38:453;0
10:35:38:609;0
10:35:38:765;0
10:35:38:921;0
10:35:39:078;0
10:35:39:234;0
10:35:39:390;0
10:35:39:546;0
10:35:39:703;0
10:35:39:859;0
10:35:40:015;0
10:35:40:171;0
10:35:40:328;0
10:35:40:484;0
10:35:40:640;0
10:35:40:796;0
10:35:40:953;0
10:35:41:109;0
10:35:41:265;0
10:35:41:421;0
10:35:41:578;0
10:35:41:734;0
10:35:41:890;0
10:35:42:046;0
10:35:42:203;0
10:35:42:359;0
10:35:42:515;0
10:35:42:671;0
10:35:42:828;0
10:35:42:984;0
10:35:43:140;0
10:35:43:296;0
10:35:43:453;0
10:35:43:609;0
10:35:43:765;0
10:35:43:921;0
10:35:44:078;0
10:35:44:234;0
10:35:44:390;1
10:35:44:546;0
10:35:44:703;1
10:35:44:859;0
10:35:45:015;0
10:35:45:171;0
10:35:45:328;0
10:35:45:484;0
10:35:45:640;0
10:35:45:796;0
10:35:45:953;1
10:35:46:109;1
10:35:46:265;1
10:35:46:421;1
10:35:46:578;0
10:35:46:734;0
10:35:46:890;0
10:35:47:046;0
10:35:47:203;0
10:35:47:359;0
10:35:47:515;0
10:35:47:671;0
10:35:47:828;0
10:35:47:984;0
