(time1+time2)/2;stress/non-stress
12:40:53:191;0
12:40:53:347;0
12:40:53:503;0
12:40:53:659;0
12:40:53:316;0
12:40:53:472;0
12:40:53:628;0
12:40:54:284;1
12:40:54:441;1
12:40:54:597;0
12:40:54:753;0
12:40:54:409;0
12:40:54:566;0
12:40:55:222;0
12:40:55:378;0
12:40:55:534;0
12:40:55:691;0
12:40:55:347;0
12:40:55:503;0
12:40:55:659;0
12:40:56:316;0
12:40:56:472;0
12:40:56:628;0
12:40:56:784;0
12:40:56:441;0
12:40:56:597;0
12:40:57:253;0
12:40:57:409;0
12:40:57:566;0
12:40:57:722;0
12:40:27:378;0
12:40:27:534;0
12:40:28:191;0
12:40:28:347;0
12:40:28:503;0
12:40:28:659;0
12:40:28:316;0
12:40:28:472;0
12:40:28:628;0
12:40:29:284;0
12:40:29:441;0
12:40:29:597;0
12:40:29:753;0
12:40:29:409;0
12:40:29:566;0
12:40:30:222;0
12:40:30:378;0
12:40:30:534;0
12:40:30:691;0
12:40:30:347;0
12:40:30:503;0
12:40:30:659;0
12:40:31:316;0
12:40:31:472;0
12:40:31:628;0
12:40:31:784;0
12:40:31:441;1
12:40:31:597;1
12:41:2:253;1
12:41:2:409;1
12:41:2:566;1
12:41:2:722;1
12:41:2:378;1
12:41:2:534;1
12:41:3:191;1
12:41:3:347;1
12:41:3:503;1
12:41:3:659;1
12:41:3:316;0
12:41:3:472;0
12:41:3:628;0
12:41:4:284;0
12:41:4:441;0
12:41:4:597;0
12:41:4:753;0
12:41:4:409;0
12:41:4:566;0
12:41:5:222;0
12:41:5:378;0
12:41:5:534;0
12:41:5:691;0
12:41:5:347;0
12:41:5:503;0
12:41:5:659;1
12:41:6:316;1
12:41:6:472;1
12:41:6:628;1
12:41:6:784;1
12:41:6:441;1
12:41:6:597;1
12:41:7:253;1
12:41:7:409;0
12:41:7:566;0
12:41:7:722;0
12:41:7:378;1
12:41:7:534;1
12:41:8:191;0
12:41:8:347;0
12:41:8:503;0
12:41:8:659;0
12:41:8:316;0
12:41:8:472;0
12:41:8:628;0
12:41:9:284;0
12:41:9:441;0
12:41:9:597;0
12:41:9:753;0
12:41:9:409;0
12:41:9:566;0
12:41:10:222;0
12:41:10:378;0
12:41:10:534;0
12:41:10:691;0
12:41:10:347;0
12:41:10:503;0
12:41:10:659;0
12:41:11:316;0
12:41:11:472;0
12:41:11:628;0
12:41:11:784;0
12:41:11:441;0
12:41:11:597;0
12:41:12:253;0
12:41:12:409;0
12:41:12:566;0
12:41:12:722;0
12:41:12:378;0
12:41:12:534;0
12:41:13:191;0
12:41:13:347;0
12:41:13:503;0
12:41:13:659;0
12:41:13:316;0
12:41:13:472;0
12:41:13:628;0
12:41:14:284;0
12:41:14:441;0
12:41:14:597;0
12:41:14:753;0
12:41:14:409;0
12:41:14:566;0
12:41:15:222;0
12:41:15:378;0
12:41:15:534;0
12:41:15:691;0
12:41:15:347;0
12:41:15:503;0
12:41:15:659;0
12:41:16:316;0
12:41:16:472;0
12:41:16:628;0
12:41:16:784;0
12:41:16:441;0
12:41:16:597;0
12:41:17:253;0
12:41:17:409;0
12:41:17:566;0
12:41:17:722;0
12:41:17:378;0
12:41:17:534;0
12:41:18:191;0
12:41:18:347;0
12:41:18:503;0
12:41:18:659;0
12:41:18:316;0
12:41:18:472;0
12:41:18:628;0
12:41:19:284;0
12:41:19:441;0
12:41:19:597;0
12:41:19:753;0
12:41:19:409;0
12:41:19:566;0
12:41:20:222;0
12:41:20:378;0
12:41:20:534;0
12:41:20:691;0
12:41:20:347;0
12:41:20:503;0
12:41:20:659;0
12:41:21:316;0
12:41:21:472;0
12:41:21:628;0
12:41:21:784;0
12:41:21:441;0
12:41:21:597;0
12:41:22:253;0
12:41:22:409;1
12:41:22:566;1
12:41:22:722;1
12:41:22:378;1
12:41:22:534;1
12:41:23:191;1
12:41:23:347;1
12:41:23:503;0
12:41:23:659;0
12:41:23:316;0
12:41:23:472;0
12:41:23:628;1
12:41:24:284;1
12:41:24:441;1
12:41:24:597;0
12:41:24:753;1
12:41:24:409;1
12:41:24:566;1
12:41:25:222;0
12:41:25:378;0
12:41:25:534;0
12:41:25:691;0
12:41:25:347;0
12:41:25:503;0
12:41:25:659;0
12:41:26:316;0
12:41:26:472;0
12:41:26:628;0
12:41:26:784;0
12:41:26:441;0
12:41:26:597;0
12:41:27:253;0
12:41:27:409;0
12:41:27:566;0
12:41:27:722;0
12:41:27:378;0
12:41:27:534;0
12:41:28:191;0
12:41:28:347;0
12:41:28:503;0
12:41:28:659;0
12:41:28:316;1
12:41:28:472;1
12:41:28:628;1
12:41:29:284;1
12:41:29:441;1
12:41:29:597;1
12:41:29:753;1
12:41:29:409;0
12:41:29:566;0
12:41:30:222;0
12:41:30:378;0
12:41:30:534;0
12:41:30:691;0
12:41:30:347;0
12:41:30:503;0
