median(time1,time2);stress/non-stress
12:40:53:187;0
12:40:53:343;0
12:40:53:500;0
12:40:53:656;0
12:40:53:812;0
12:40:53:968;0
12:40:54:125;0
12:40:54:281;1
12:40:54:437;1
12:40:54:593;0
12:40:54:750;0
12:40:54:906;0
12:40:55:062;0
12:40:55:218;0
12:40:55:375;0
12:40:55:531;0
12:40:55:687;0
12:40:55:843;0
12:40:56:000;0
12:40:56:156;0
12:40:56:312;0
12:40:56:468;0
12:40:56:625;0
12:40:56:781;0
12:40:56:937;0
12:40:57:093;0
12:40:57:250;0
12:40:57:406;0
12:40:57:562;0
12:40:57:718;0
12:40:57:875;0
12:40:58:031;0
12:40:58:187;0
12:40:58:343;0
12:40:58:500;0
12:40:58:656;0
12:40:58:812;0
12:40:58:968;0
12:40:59:125;0
12:40:59:281;0
12:40:59:437;0
12:40:59:593;0
12:40:59:750;0
12:40:59:906;0
12:41:00:062;0
12:41:00:218;0
12:41:00:375;0
12:41:00:531;0
12:41:00:687;0
12:41:00:843;0
12:41:01:000;0
12:41:01:156;0
12:41:01:312;0
12:41:01:468;0
12:41:01:625;0
12:41:01:781;0
12:41:01:937;1
12:41:02:093;1
12:41:02:250;1
12:41:02:406;1
12:41:02:562;1
12:41:02:718;1
12:41:02:875;1
12:41:03:031;1
12:41:03:187;1
12:41:03:343;1
12:41:03:500;1
12:41:03:656;1
12:41:03:812;0
12:41:03:968;0
12:41:04:125;0
12:41:04:281;0
12:41:04:437;0
12:41:04:593;0
12:41:04:750;0
12:41:04:906;0
12:41:05:062;0
12:41:05:218;0
12:41:05:375;0
12:41:05:531;0
12:41:05:687;0
12:41:05:843;0
12:41:06:000;0
12:41:06:156;1
12:41:06:312;1
12:41:06:468;1
12:41:06:625;1
12:41:06:781;1
12:41:06:937;1
12:41:07:093;1
12:41:07:250;1
12:41:07:406;0
12:41:07:562;0
12:41:07:718;0
12:41:07:875;1
12:41:08:031;1
12:41:08:187;0
12:41:08:343;0
12:41:08:500;0
12:41:08:656;0
12:41:08:812;0
12:41:08:968;0
12:41:09:125;0
12:41:09:281;0
12:41:09:437;0
12:41:09:593;0
12:41:09:750;0
12:41:09:906;0
12:41:10:062;0
12:41:10:218;0
12:41:10:375;0
12:41:10:531;0
12:41:10:687;0
12:41:10:843;0
12:41:11:000;0
12:41:11:156;0
12:41:11:312;0
12:41:11:468;0
12:41:11:625;0
12:41:11:781;0
12:41:11:937;0
12:41:12:093;0
12:41:12:250;0
12:41:12:406;0
12:41:12:562;0
12:41:12:718;0
12:41:12:875;0
12:41:13:031;0
12:41:13:187;0
12:41:13:343;0
12:41:13:500;0
12:41:13:656;0
12:41:13:812;0
12:41:13:968;0
12:41:14:125;0
12:41:14:281;0
12:41:14:437;0
12:41:14:593;0
12:41:14:750;0
12:41:14:906;0
12:41:15:062;0
12:41:15:218;0
12:41:15:375;0
12:41:15:531;0
12:41:15:687;0
12:41:15:843;0
12:41:16:000;0
12:41:16:156;0
12:41:16:312;0
12:41:16:468;0
12:41:16:625;0
12:41:16:781;0
12:41:16:937;0
12:41:17:093;0
12:41:17:250;0
12:41:17:406;0
12:41:17:562;0
12:41:17:718;0
12:41:17:875;0
12:41:18:031;0
12:41:18:187;0
12:41:18:343;0
12:41:18:500;0
12:41:18:656;0
12:41:18:812;0
12:41:18:968;0
12:41:19:125;0
12:41:19:281;0
12:41:19:437;0
12:41:19:593;0
12:41:19:750;0
12:41:19:906;0
12:41:20:062;0
12:41:20:218;0
12:41:20:375;0
12:41:20:531;0
12:41:20:687;0
12:41:20:843;0
12:41:21:000;0
12:41:21:156;0
12:41:21:312;0
12:41:21:468;0
12:41:21:625;0
12:41:21:781;0
12:41:21:937;0
12:41:22:093;0
12:41:22:250;0
12:41:22:406;1
12:41:22:562;1
12:41:22:718;1
12:41:22:875;1
12:41:23:031;1
12:41:23:187;1
12:41:23:343;1
12:41:23:500;0
12:41:23:656;0
12:41:23:812;0
12:41:23:968;0
12:41:24:125;1
12:41:24:281;1
12:41:24:437;1
12:41:24:593;0
12:41:24:750;1
12:41:24:906;1
12:41:25:062;1
12:41:25:218;0
12:41:25:375;0
12:41:25:531;0
12:41:25:687;0
12:41:25:843;0
12:41:26:000;0
12:41:26:156;0
12:41:26:312;0
12:41:26:468;0
12:41:26:625;0
12:41:26:781;0
12:41:26:937;0
12:41:27:093;0
12:41:27:250;0
12:41:27:406;0
12:41:27:562;0
12:41:27:718;0
12:41:27:875;0
12:41:28:031;0
12:41:28:187;0
12:41:28:343;0
12:41:28:500;0
12:41:28:656;0
12:41:28:812;1
12:41:28:968;1
12:41:29:125;1
12:41:29:281;1
12:41:29:437;1
12:41:29:593;1
12:41:29:750;1
12:41:29:906;0
12:41:30:062;0
12:41:30:218;0
12:41:30:375;0
12:41:30:531;0
12:41:30:687;0
12:41:30:843;0
12:41:31:000;0
12:41:31:156;0
12:41:31:312;1
12:41:31:468;1
12:41:31:625;0
12:41:31:781;0
12:41:31:937;0
12:41:32:093;0
12:41:32:250;0
12:41:32:406;0
12:41:32:562;0
12:41:32:718;0
12:41:32:875;0
12:41:33:031;0
12:41:33:187;0
12:41:33:343;0
12:41:33:500;0
12:41:33:656;0
12:41:33:812;0
12:41:33:968;0
12:41:34:125;0
12:41:34:281;0
12:41:34:437;0
12:41:34:593;0
12:41:34:750;0
12:41:34:906;0
12:41:35:062;0
12:41:35:218;0
12:41:35:375;0
12:41:35:531;0
12:41:35:687;0
12:41:35:843;0
12:41:36:000;0
12:41:36:156;0
12:41:36:312;0
12:41:36:468;0
12:41:36:625;0
12:41:36:781;0
12:41:36:937;0
12:41:37:093;0
12:41:37:250;0
12:41:37:406;0
12:41:37:562;0
12:41:37:718;0
12:41:37:875;0
12:41:38:031;0
12:41:38:187;0
12:41:38:343;0
12:41:38:500;0
12:41:38:656;0
12:41:38:812;0
12:41:38:968;0
12:41:39:125;0
12:41:39:281;0
12:41:39:437;0
12:41:39:593;0
12:41:39:750;0
12:41:39:906;0
12:41:40:062;0
12:41:40:218;0
12:41:40:375;0
12:41:40:531;0
12:41:40:687;0
12:41:40:843;0
12:41:41:000;0
12:41:41:156;0
12:41:41:312;0
12:41:41:468;0
12:41:41:625;0
12:41:41:781;0
12:41:41:937;0
12:41:42:093;0
12:41:42:250;0
12:41:42:406;0
12:41:42:562;0
12:41:42:718;0
12:41:42:875;0
12:41:43:031;0
12:41:43:187;0
12:41:43:343;0
12:41:43:500;0
12:41:43:656;0
12:41:43:812;0
12:41:43:968;0
12:41:44:125;0
12:41:44:281;0
12:41:44:437;0
12:41:44:593;0
12:41:44:750;0
12:41:44:906;0
12:41:45:062;0
12:41:45:218;0
12:41:45:375;0
12:41:45:531;0
12:41:45:687;0
12:41:45:843;0
12:41:46:000;0
12:41:46:156;0
12:41:46:312;0
12:41:46:468;0
12:41:46:625;0
12:41:46:781;0
12:41:46:937;0
12:41:47:093;0
12:41:47:250;0
12:41:47:406;0
12:41:47:562;0
12:41:47:718;0
12:41:47:875;0
12:41:48:031;0
12:41:48:187;0
12:41:48:343;0
12:41:48:500;0
12:41:48:656;0
12:41:48:812;0
12:41:48:968;0
12:41:49:125;0
12:41:49:281;0
12:41:49:437;0
12:41:49:593;0
12:41:49:750;0
12:41:49:906;0
12:41:50:062;0
12:41:50:218;0
12:41:50:375;0
12:41:50:531;0
12:41:50:687;0
12:41:50:843;0
12:41:51:000;0
12:41:51:156;0
12:41:51:312;0
12:41:51:468;0
12:41:51:625;0
12:41:51:781;0
12:41:51:937;0
12:41:52:093;0
12:41:52:250;0
12:41:52:406;0
12:41:52:562;0
12:41:52:718;0
12:41:52:875;0
12:41:53:031;0
12:41:53:187;0
12:41:53:343;0
12:41:53:500;0
12:41:53:656;0
12:41:53:812;0
12:41:53:968;0
12:41:54:125;0
12:41:54:281;0
12:41:54:437;0
12:41:54:593;0
12:41:54:750;0
12:41:54:906;0
12:41:55:062;0
12:41:55:218;0
12:41:55:375;0
12:41:55:531;0
12:41:55:687;0
12:41:55:843;0
12:41:56:000;0
