median(time1,time2);stress/non-stress
10:55:04:671;0
10:55:04:828;0
10:55:04:984;0
10:55:05:140;0
10:55:05:296;0
10:55:05:453;0
10:55:05:609;0
10:55:05:765;0
10:55:05:921;0
10:55:06:078;0
10:55:06:234;0
10:55:06:390;0
10:55:06:546;0
10:55:06:703;0
10:55:06:859;0
10:55:07:015;0
10:55:07:171;0
10:55:07:328;0
10:55:07:484;0
10:55:07:640;0
10:55:07:796;0
10:55:07:953;0
10:55:08:109;0
10:55:08:265;0
10:55:08:421;0
10:55:08:578;0
10:55:08:734;0
10:55:08:890;0
10:55:09:046;0
10:55:09:203;0
10:55:09:359;0
10:55:09:515;0
10:55:09:671;0
10:55:09:828;0
10:55:09:984;0
10:55:10:140;0
10:55:10:296;0
10:55:10:453;0
10:55:10:609;0
10:55:10:765;0
10:55:10:921;0
10:55:11:078;1
10:55:11:234;1
10:55:11:390;1
10:55:11:546;1
10:55:11:703;1
10:55:11:859;1
10:55:12:015;1
10:55:12:171;0
10:55:12:328;0
10:55:12:484;0
10:55:12:640;0
10:55:12:796;0
10:55:12:953;0
10:55:13:109;0
10:55:13:265;0
10:55:13:421;0
10:55:13:578;0
10:55:13:734;0
10:55:13:890;0
10:55:14:046;0
10:55:14:203;0
10:55:14:359;0
10:55:14:515;0
10:55:14:671;0
10:55:14:828;0
10:55:14:984;0
10:55:15:140;0
10:55:15:296;0
10:55:15:453;0
10:55:15:609;0
10:55:15:765;0
10:55:15:921;0
10:55:16:078;0
10:55:16:234;0
10:55:16:390;0
10:55:16:546;0
10:55:16:703;0
10:55:16:859;0
10:55:17:015;0
10:55:17:171;0
10:55:17:328;0
10:55:17:484;0
10:55:17:640;0
10:55:17:796;1
10:55:17:953;1
10:55:18:109;1
10:55:18:265;1
10:55:18:421;1
10:55:18:578;1
10:55:18:734;0
10:55:18:890;1
10:55:19:046;1
10:55:19:203;0
10:55:19:359;0
10:55:19:515;0
10:55:19:671;0
10:55:19:828;0
10:55:19:984;0
10:55:20:140;0
10:55:20:296;0
10:55:20:453;0
10:55:20:609;0
10:55:20:765;0
10:55:20:921;0
10:55:21:078;0
10:55:21:234;0
10:55:21:390;0
10:55:21:546;0
10:55:21:703;0
10:55:21:859;0
10:55:22:015;0
10:55:22:171;0
10:55:22:328;0
10:55:22:484;0
10:55:22:640;0
10:55:22:796;0
10:55:22:953;0
10:55:23:109;0
10:55:23:265;0
10:55:23:421;0
10:55:23:578;0
10:55:23:734;0
10:55:23:890;0
10:55:24:046;0
10:55:24:203;0
10:55:24:359;0
10:55:24:515;0
10:55:24:671;0
10:55:24:828;0
10:55:24:984;0
10:55:25:140;0
10:55:25:296;0
10:55:25:453;0
10:55:25:609;0
10:55:25:765;0
10:55:25:921;0
10:55:26:078;0
10:55:26:234;0
10:55:26:390;0
10:55:26:546;0
10:55:26:703;0
10:55:26:859;0
10:55:27:015;0
10:55:27:171;1
10:55:27:328;1
10:55:27:484;1
10:55:27:640;1
10:55:27:796;1
10:55:27:953;1
10:55:28:109;0
10:55:28:265;0
10:55:28:421;0
10:55:28:578;0
10:55:28:734;0
10:55:28:890;0
10:55:29:046;0
10:55:29:203;0
10:55:29:359;0
10:55:29:515;0
10:55:29:671;0
10:55:29:828;0
10:55:29:984;0
10:55:30:140;0
10:55:30:296;0
10:55:30:453;0
10:55:30:609;0
10:55:30:765;0
10:55:30:921;0
10:55:31:078;0
10:55:31:234;0
10:55:31:390;0
10:55:31:546;0
10:55:31:703;0
10:55:31:859;0
10:55:32:015;0
10:55:32:171;1
10:55:32:328;1
10:55:32:484;1
10:55:32:640;1
10:55:32:796;1
10:55:32:953;1
10:55:33:109;1
10:55:33:265;0
10:55:33:421;0
10:55:33:578;0
10:55:33:734;0
10:55:33:890;0
