(time1+time2)/2;stress/non-stress
10:55:4:675;0
10:55:4:331;0
10:55:4:487;0
10:55:4:644;0
10:55:5:300;0
10:55:5:456;0
10:55:5:612;0
10:55:5:769;0
10:55:5:425;0
10:55:5:581;0
10:55:6:237;0
10:55:6:394;0
10:55:6:550;0
10:55:6:706;0
10:55:6:362;0
10:55:6:519;0
10:55:6:675;0
10:55:7:331;0
10:55:7:487;0
10:55:7:644;0
10:55:7:800;0
10:55:7:456;0
10:55:7:612;0
10:55:8:269;0
10:55:8:425;0
10:55:8:581;0
10:55:8:737;0
10:55:8:394;0
10:55:8:550;0
10:55:9:206;0
10:55:9:362;0
10:55:9:519;0
10:55:9:675;0
10:55:9:331;0
10:55:9:487;0
10:55:9:644;0
10:55:10:300;0
10:55:10:456;0
10:55:10:612;0
10:55:10:769;0
10:55:10:425;0
10:55:10:581;1
10:55:11:237;1
10:55:11:394;1
10:55:11:550;1
10:55:11:706;1
10:55:11:362;1
10:55:11:519;1
10:55:11:675;0
10:55:12:331;0
10:55:12:487;0
10:55:12:644;0
10:55:12:800;0
10:55:12:456;0
10:55:12:612;0
10:55:13:269;0
10:55:13:425;0
10:55:13:581;0
10:55:13:737;0
10:55:13:394;0
10:55:13:550;0
10:55:14:206;0
10:55:14:362;0
10:55:14:519;0
10:55:14:675;0
10:55:14:331;0
10:55:14:487;0
10:55:14:644;0
10:55:15:300;0
10:55:15:456;0
10:55:15:612;0
10:55:15:769;0
10:55:15:425;0
10:55:15:581;0
10:55:16:237;0
10:55:16:394;0
10:55:16:550;0
10:55:16:706;0
10:55:16:362;0
10:55:16:519;0
10:55:16:675;0
10:55:17:331;0
10:55:17:487;0
10:55:17:644;0
10:55:17:800;1
10:55:17:456;1
10:55:17:612;1
10:55:18:269;1
10:55:18:425;1
10:55:18:581;1
10:55:18:737;0
10:55:18:394;1
10:55:18:550;1
10:55:19:206;0
10:55:19:362;0
10:55:19:519;0
10:55:19:675;0
10:55:19:331;0
10:55:19:487;0
10:55:19:644;0
10:55:20:300;0
10:55:20:456;0
10:55:20:612;0
10:55:20:769;0
10:55:20:425;0
10:55:20:581;0
10:55:21:237;0
10:55:21:394;0
10:55:21:550;0
10:55:21:706;0
10:55:21:362;0
10:55:21:519;0
10:55:21:675;0
10:55:22:331;0
10:55:22:487;0
10:55:22:644;0
10:55:22:800;0
10:55:22:456;0
10:55:22:612;0
10:55:23:269;0
10:55:23:425;0
10:55:23:581;0
10:55:23:737;0
10:55:23:394;0
10:55:23:550;0
10:55:24:206;0
10:55:24:362;0
10:55:24:519;0
10:55:24:675;0
10:55:24:331;0
10:55:24:487;0
10:55:24:644;0
10:55:25:300;0
10:55:25:456;0
10:55:25:612;0
10:55:25:769;0
10:55:25:425;0
10:55:25:581;0
10:55:26:237;0
10:55:26:394;0
10:55:26:550;0
10:55:26:706;0
10:55:26:362;0
10:55:26:519;0
10:55:26:675;1
10:55:27:331;1
10:55:27:487;1
10:55:27:644;1
10:55:27:800;1
10:55:27:456;1
10:55:27:612;0
10:55:28:269;0
10:55:28:425;0
10:55:28:581;0
10:55:28:737;0
10:55:28:394;0
10:55:28:550;0
10:55:29:206;0
10:55:29:362;0
10:55:29:519;0
10:55:29:675;0
10:55:29:331;0
10:55:29:487;0
10:55:29:644;0
10:55:30:300;0
10:55:30:456;0
10:55:30:612;0
10:55:30:769;0
10:55:30:425;0
10:55:30:581;0
10:55:31:237;0
10:55:31:394;0
10:55:31:550;0
10:55:31:706;0
10:55:31:362;0
10:55:31:519;0
10:55:31:675;1
10:55:32:331;1
10:55:32:487;1
10:55:32:644;1
10:55:32:800;1
10:55:32:456;1
10:55:32:612;1
10:55:33:269;0
10:55:33:425;0
10:55:33:581;0
10:55:33:737;0
10:55:33:394;0
10:55:33:550;0
10:55:34:206;0
10:55:34:362;0
10:55:34:519;0
10:55:34:675;0
10:55:34:331;0
10:55:34:487;0
10:55:34:644;0
10:55:35:300;0
10:55:35:456;0
10:55:35:612;0
10:55:35:769;0
10:55:35:425;0
10:55:35:581;0
10:55:36:237;0
10:55:36:394;0
10:55:36:550;0
10:55:36:706;0
10:55:36:362;0
10:55:36:519;0
10:55:36:675;0
10:55:37:331;0
10:55:37:487;0
10:55:37:644;0
10:55:37:800;0
10:55:37:456;0
10:55:37:612;0
10:55:38:269;0
10:55:38:425;0
10:55:38:581;0
10:55:38:737;0
10:55:38:394;0
10:55:38:550;0
10:55:39:206;0
10:55:39:362;0
10:55:39:519;0
10:55:39:675;0
10:55:39:331;0
10:55:39:487;1
10:55:39:644;1
10:55:40:300;1
10:55:40:456;1
10:55:40:612;1
10:55:40:769;1
10:55:40:425;0
10:55:40:581;0
10:55:41:237;1
10:55:41:394;0
10:55:41:550;0
10:55:41:706;0
10:55:41:362;0
10:55:41:519;0
10:55:41:675;0
10:55:42:331;0
10:55:42:487;0
10:55:42:644;0
10:55:42:800;0
10:55:42:456;0
10:55:42:612;0
10:55:43:269;0
10:55:43:425;0
10:55:43:581;0
10:55:43:737;0
10:55:43:394;0
10:55:43:550;0
10:55:44:206;0
10:55:44:362;0
10:55:44:519;0
10:55:44:675;0
10:55:44:331;1
10:55:44:487;1
10:55:44:644;1
10:55:45:300;1
10:55:45:456;0
10:55:45:612;0
10:55:45:769;0
10:55:45:425;0
10:55:45:581;0
10:55:46:237;0
10:55:46:394;0
10:55:46:550;0
10:55:46:706;0
10:55:46:362;0
10:55:46:519;0
10:55:46:675;0
10:55:47:331;0
10:55:47:487;0
10:55:47:644;0
10:55:47:800;0
10:55:47:456;0
10:55:47:612;0
10:55:48:269;0
10:55:48:425;0
