(time1+time2)/2;stress/non-stress
11:1:36:191;0
11:1:36:347;0
11:1:36:503;0
11:1:36:659;0
11:1:36:316;0
11:1:36:472;0
11:1:36:628;0
11:1:37:284;0
11:1:37:441;0
11:1:37:597;0
11:1:37:753;0
11:1:37:409;0
11:1:37:566;0
11:1:38:222;0
11:1:38:378;0
11:1:38:534;0
11:1:38:691;0
11:1:38:347;0
11:1:38:503;0
11:1:38:659;0
11:1:39:316;0
11:1:39:472;0
11:1:39:628;0
11:1:39:784;0
11:1:39:441;0
11:1:39:597;0
11:1:40:253;1
11:1:40:409;1
11:1:40:566;1
11:1:40:722;1
11:1:40:378;0
11:1:40:534;0
11:1:41:191;0
11:1:41:347;0
11:1:41:503;1
11:1:41:659;1
11:1:41:316;1
11:1:41:472;1
11:1:41:628;1
11:1:42:284;1
11:1:42:441;1
11:1:42:597;0
11:1:42:753;0
11:1:42:409;0
11:1:42:566;0
11:1:43:222;0
11:1:43:378;0
11:1:43:534;0
11:1:43:691;0
11:1:43:347;0
11:1:43:503;0
11:1:43:659;0
11:1:44:316;0
11:1:44:472;0
11:1:44:628;0
11:1:44:784;0
11:1:44:441;0
11:1:44:597;0
11:1:45:253;0
11:1:45:409;0
11:1:45:566;0
11:1:45:722;0
11:1:45:378;0
11:1:45:534;0
11:1:46:191;0
11:1:46:347;0
11:1:46:503;1
11:1:46:659;1
11:1:46:316;1
11:1:46:472;1
11:1:46:628;1
11:1:47:284;1
11:1:47:441;1
11:1:47:597;1
11:1:47:753;0
11:1:47:409;0
11:1:47:566;0
11:1:48:222;0
11:1:48:378;0
11:1:48:534;0
11:1:48:691;0
11:1:48:347;0
11:1:48:503;1
11:1:48:659;0
11:1:49:316;0
11:1:49:472;0
11:1:49:628;0
11:1:49:784;0
11:1:49:441;1
11:1:49:597;0
11:1:50:253;1
11:1:50:409;1
11:1:50:566;1
11:1:50:722;1
11:1:50:378;1
11:1:50:534;0
11:1:51:191;0
11:1:51:347;0
11:1:51:503;0
11:1:51:659;0
11:1:51:316;0
11:1:51:472;0
11:1:51:628;0
11:1:52:284;0
11:1:52:441;0
11:1:52:597;0
11:1:52:753;0
11:1:52:409;0
11:1:52:566;0
11:1:53:222;0
11:1:53:378;0
11:1:53:534;0
11:1:53:691;0
11:1:53:347;0
11:1:53:503;0
11:1:53:659;0
11:1:54:316;0
11:1:54:472;0
11:1:54:628;0
11:1:54:784;0
11:1:54:441;0
11:1:54:597;0
11:1:55:253;0
11:1:55:409;0
11:1:55:566;0
11:1:55:722;0
11:1:55:378;0
