(time1+time2)/2;stress/non-stress
11:33:34:480;1
11:33:34:636;1
11:33:34:792;1
11:33:34:448;1
11:33:34:605;1
11:33:35:261;1
11:33:35:417;1
11:33:35:573;1
11:33:35:730;1
11:33:35:386;1
11:33:35:542;0
11:33:36:198;0
11:33:36:355;0
11:33:36:511;0
11:33:36:667;0
11:33:36:323;0
11:33:36:480;0
11:33:36:636;0
11:33:37:292;0
11:33:37:448;0
11:33:37:605;0
11:33:37:761;0
11:33:37:417;0
11:33:37:573;0
11:33:38:230;0
11:33:38:386;0
11:33:38:542;0
11:33:38:698;0
11:33:38:355;0
11:33:38:511;0
11:33:38:667;0
11:33:39:323;0
11:33:39:480;0
11:33:39:636;0
11:33:39:792;0
11:33:39:448;0
11:33:39:605;0
11:33:40:261;0
11:33:40:417;0
11:33:40:573;0
11:33:40:730;0
11:33:40:386;0
11:33:40:542;0
11:33:41:198;0
11:33:41:355;0
11:33:41:511;0
11:33:41:667;0
11:33:41:323;0
11:33:41:480;0
11:33:41:636;0
11:33:42:292;0
11:33:42:448;0
11:33:42:605;0
11:33:42:761;0
11:33:42:417;0
11:33:42:573;0
11:33:43:230;0
11:33:43:386;0
11:33:43:542;0
11:33:43:698;0
11:33:43:355;0
11:33:43:511;0
11:33:43:667;0
11:33:44:323;0
11:33:44:480;0
11:33:44:636;0
11:33:44:792;0
11:33:44:448;0
11:33:44:605;0
11:33:45:261;0
11:33:45:417;0
11:33:45:573;0
11:33:45:730;0
11:33:45:386;0
11:33:45:542;0
11:33:46:198;0
11:33:46:355;0
11:33:46:511;0
11:33:46:667;0
11:33:46:323;0
11:33:46:480;0
11:33:46:636;0
11:33:47:292;0
11:33:47:448;0
11:33:47:605;0
11:33:47:761;0
11:33:47:417;0
11:33:47:573;0
11:33:48:230;0
11:33:48:386;0
11:33:48:542;0
11:33:48:698;0
11:33:48:355;0
11:33:48:511;0
11:33:48:667;0
11:33:49:323;0
11:33:49:480;0
11:33:49:636;0
11:33:49:792;0
11:33:49:448;0
11:33:49:605;0
11:33:50:261;0
11:33:50:417;0
11:33:50:573;0
11:33:50:730;0
11:33:50:386;0
11:33:50:542;0
11:33:51:198;0
11:33:51:355;0
11:33:51:511;0
11:33:51:667;0
11:33:51:323;0
11:33:51:480;0
11:33:51:636;0
11:33:52:292;0
11:33:52:448;0
11:33:52:605;0
11:33:52:761;0
11:33:52:417;0
11:33:52:573;0
11:33:53:230;0
11:33:53:386;0
11:33:53:542;0
11:33:53:698;0
11:33:53:355;0
11:33:53:511;0
11:33:53:667;0
11:33:54:323;0
11:33:54:480;0
11:33:54:636;0
11:33:54:792;0
11:33:54:448;0
11:33:54:605;0
11:33:55:261;0
11:33:55:417;0
11:33:55:573;0
11:33:55:730;0
11:33:55:386;0
11:33:55:542;0
11:33:56:198;0
11:33:56:355;0
11:33:56:511;0
11:33:56:667;0
11:33:56:323;0
11:33:56:480;0
11:33:56:636;0
11:33:57:292;0
11:33:57:448;0
11:33:57:605;0
11:33:57:761;0
11:33:27:417;0
11:33:27:573;0
11:33:28:230;0
11:33:28:386;0
11:33:28:542;0
11:33:28:698;0
11:33:28:355;0
11:33:28:511;0
11:33:28:667;1
11:33:29:323;1
11:33:29:480;1
11:33:29:636;1
11:33:29:792;1
11:33:29:448;0
11:33:29:605;0
11:33:30:261;0
11:33:30:417;0
11:33:30:573;0
11:33:30:730;0
11:33:30:386;0
11:33:30:542;0
11:33:31:198;0
11:33:31:355;0
11:33:31:511;0
11:33:31:667;0
11:33:31:323;0
11:33:31:480;0
11:33:31:636;1
11:34:2:292;1
11:34:2:448;1
11:34:2:605;1
11:34:2:761;1
11:34:2:417;1
11:34:2:573;1
11:34:3:230;0
11:34:3:386;0
11:34:3:542;0
11:34:3:698;0
11:34:3:355;0
11:34:3:511;0
11:34:3:667;0
11:34:4:323;0
11:34:4:480;0
11:34:4:636;1
11:34:4:792;1
11:34:4:448;0
11:34:4:605;0
11:34:5:261;0
11:34:5:417;0
11:34:5:573;0
11:34:5:730;0
11:34:5:386;0
11:34:5:542;0
11:34:6:198;0
11:34:6:355;0
11:34:6:511;1
11:34:6:667;1
11:34:6:323;1
11:34:6:480;1
11:34:6:636;1
11:34:7:292;0
11:34:7:448;0
11:34:7:605;0
11:34:7:761;0
11:34:7:417;0
11:34:7:573;0
11:34:8:230;1
11:34:8:386;1
11:34:8:542;1
11:34:8:698;1
11:34:8:355;1
11:34:8:511;1
11:34:8:667;1
11:34:9:323;1
11:34:9:480;1
11:34:9:636;1
11:34:9:792;0
11:34:9:448;0
11:34:9:605;1
11:34:10:261;0
11:34:10:417;0
11:34:10:573;0
11:34:10:730;0
11:34:10:386;0
11:34:10:542;0
11:34:11:198;0
11:34:11:355;0
11:34:11:511;0
11:34:11:667;0
11:34:11:323;0
11:34:11:480;0
11:34:11:636;0
11:34:12:292;0
11:34:12:448;0
11:34:12:605;0
11:34:12:761;0
11:34:12:417;0
11:34:12:573;0
11:34:13:230;0
11:34:13:386;0
11:34:13:542;0
11:34:13:698;0
11:34:13:355;0
11:34:13:511;0
11:34:13:667;0
11:34:14:323;0
11:34:14:480;0
11:34:14:636;0
11:34:14:792;0
11:34:14:448;0
11:34:14:605;0
11:34:15:261;0
11:34:15:417;0
11:34:15:573;0
11:34:15:730;0
11:34:15:386;0
11:34:15:542;0
11:34:16:198;0
11:34:16:355;0
11:34:16:511;0
11:34:16:667;0
11:34:16:323;0
11:34:16:480;0
11:34:16:636;0
11:34:17:292;0
11:34:17:448;0
11:34:17:605;0
11:34:17:761;0
11:34:17:417;0
11:34:17:573;0
11:34:18:230;0
11:34:18:386;0
11:34:18:542;0
11:34:18:698;0
11:34:18:355;0
11:34:18:511;0
11:34:18:667;0
11:34:19:323;0
11:34:19:480;0
11:34:19:636;0
11:34:19:792;0
11:34:19:448;0
11:34:19:605;0
11:34:20:261;0
11:34:20:417;1
11:34:20:573;0
11:34:20:730;0
11:34:20:386;0
11:34:20:542;0
11:34:21:198;0
11:34:21:355;0
11:34:21:511;0
11:34:21:667;0
11:34:21:323;0
11:34:21:480;0
11:34:21:636;0
11:34:22:292;0
11:34:22:448;0
11:34:22:605;0
11:34:22:761;0
11:34:22:417;0
11:34:22:573;0
11:34:23:230;0
11:34:23:386;0
11:34:23:542;0
11:34:23:698;0
11:34:23:355;0
11:34:23:511;0
11:34:23:667;0
11:34:24:323;0
11:34:24:480;0
11:34:24:636;0
11:34:24:792;0
11:34:24:448;0
11:34:24:605;0
11:34:25:261;0
11:34:25:417;0
11:34:25:573;0
11:34:25:730;0
11:34:25:386;0
11:34:25:542;0
11:34:26:198;0
11:34:26:355;0
11:34:26:511;0
11:34:26:667;0
11:34:26:323;0
11:34:26:480;0
11:34:26:636;0
11:34:27:292;0
11:34:27:448;0
11:34:27:605;0
11:34:27:761;0
