median(time1,time2);stress/non-stress
11:26:04:953;0
11:26:05:109;0
11:26:05:265;0
11:26:05:421;0
11:26:05:578;0
11:26:05:734;0
11:26:05:890;0
11:26:06:046;0
11:26:06:203;0
11:26:06:359;0
11:26:06:515;0
11:26:06:671;0
11:26:06:828;0
11:26:06:984;0
11:26:07:140;0
11:26:07:296;0
11:26:07:453;0
11:26:07:609;0
11:26:07:765;0
11:26:07:921;0
11:26:08:078;0
11:26:08:234;0
11:26:08:390;0
11:26:08:546;0
11:26:08:703;0
11:26:08:859;0
11:26:09:015;1
11:26:09:171;1
11:26:09:328;1
11:26:09:484;1
11:26:09:640;0
11:26:09:796;0
11:26:09:953;0
11:26:10:109;0
11:26:10:265;0
11:26:10:421;0
11:26:10:578;0
11:26:10:734;0
11:26:10:890;0
11:26:11:046;0
11:26:11:203;0
11:26:11:359;0
11:26:11:515;0
11:26:11:671;0
11:26:11:828;0
11:26:11:984;0
11:26:12:140;0
11:26:12:296;0
11:26:12:453;0
11:26:12:609;0
11:26:12:765;0
11:26:12:921;0
11:26:13:078;0
11:26:13:234;0
11:26:13:390;0
11:26:13:546;0
11:26:13:703;0
11:26:13:859;0
11:26:14:015;0
11:26:14:171;0
11:26:14:328;0
11:26:14:484;0
11:26:14:640;0
11:26:14:796;0
11:26:14:953;0
11:26:15:109;0
11:26:15:265;0
11:26:15:421;0
11:26:15:578;0
11:26:15:734;0
11:26:15:890;0
11:26:16:046;0
11:26:16:203;0
11:26:16:359;0
11:26:16:515;0
11:26:16:671;0
11:26:16:828;0
11:26:16:984;0
11:26:17:140;0
11:26:17:296;0
11:26:17:453;0
11:26:17:609;0
11:26:17:765;0
11:26:17:921;0
11:26:18:078;0
11:26:18:234;0
11:26:18:390;0
11:26:18:546;0
11:26:18:703;0
11:26:18:859;0
11:26:19:015;0
11:26:19:171;0
11:26:19:328;0
11:26:19:484;0
11:26:19:640;0
11:26:19:796;0
11:26:19:953;0
11:26:20:109;0
11:26:20:265;0
11:26:20:421;0
11:26:20:578;0
11:26:20:734;0
11:26:20:890;0
11:26:21:046;1
11:26:21:203;1
11:26:21:359;1
11:26:21:515;1
11:26:21:671;1
11:26:21:828;1
11:26:21:984;1
11:26:22:140;0
11:26:22:296;1
11:26:22:453;1
11:26:22:609;0
11:26:22:765;0
11:26:22:921;0
11:26:23:078;0
11:26:23:234;0
11:26:23:390;0
11:26:23:546;0
11:26:23:703;0
11:26:23:859;0
11:26:24:015;0
11:26:24:171;0
11:26:24:328;0
11:26:24:484;0
11:26:24:640;0
11:26:24:796;0
11:26:24:953;0
11:26:25:109;0
11:26:25:265;0
11:26:25:421;0
11:26:25:578;0
11:26:25:734;0
11:26:25:890;0
11:26:26:046;0
11:26:26:203;0
11:26:26:359;0
11:26:26:515;0
11:26:26:671;0
11:26:26:828;0
11:26:26:984;0
11:26:27:140;0
11:26:27:296;0
11:26:27:453;0
11:26:27:609;0
11:26:27:765;0
11:26:27:921;0
11:26:28:078;0
11:26:28:234;0
11:26:28:390;0
11:26:28:546;0
11:26:28:703;0
11:26:28:859;0
11:26:29:015;0
11:26:29:171;0
11:26:29:328;0
11:26:29:484;0
11:26:29:640;0
11:26:29:796;0
11:26:29:953;0
11:26:30:109;0
11:26:30:265;0
11:26:30:421;0
11:26:30:578;0
11:26:30:734;1
11:26:30:890;1
11:26:31:046;1
11:26:31:203;1
11:26:31:359;0
11:26:31:515;0
11:26:31:671;0
11:26:31:828;0
11:26:31:984;0
11:26:32:140;0
11:26:32:296;0
11:26:32:453;0
11:26:32:609;0
11:26:32:765;0
11:26:32:921;0
11:26:33:078;0
11:26:33:234;0
11:26:33:390;0
11:26:33:546;0
11:26:33:703;0
11:26:33:859;0
11:26:34:015;0
11:26:34:171;0
11:26:34:328;1
11:26:34:484;1
11:26:34:640;1
11:26:34:796;1
11:26:34:953;1
11:26:35:109;1
11:26:35:265;1
11:26:35:421;1
11:26:35:578;1
11:26:35:734;1
11:26:35:890;0
11:26:36:046;0
11:26:36:203;0
11:26:36:359;0
11:26:36:515;0
11:26:36:671;0
11:26:36:828;0
11:26:36:984;0
11:26:37:140;0
11:26:37:296;0
11:26:37:453;0
11:26:37:609;0
11:26:37:765;0
11:26:37:921;0
11:26:38:078;0
11:26:38:234;0
11:26:38:390;0
11:26:38:546;0
11:26:38:703;0
11:26:38:859;0
11:26:39:015;0
11:26:39:171;0
11:26:39:328;0
11:26:39:484;0
11:26:39:640;0
11:26:39:796;0
11:26:39:953;0
11:26:40:109;0
11:26:40:265;0
11:26:40:421;0
11:26:40:578;1
11:26:40:734;1
11:26:40:890;1
11:26:41:046;1
11:26:41:203;0
11:26:41:359;0
11:26:41:515;0
11:26:41:671;0
11:26:41:828;0
11:26:41:984;0
11:26:42:140;0
11:26:42:296;0
11:26:42:453;0
11:26:42:609;0
11:26:42:765;0
11:26:42:921;0
11:26:43:078;0
11:26:43:234;0
11:26:43:390;1
11:26:43:546;0
11:26:43:703;0
11:26:43:859;0
11:26:44:015;0
11:26:44:171;0
11:26:44:328;0
11:26:44:484;0
11:26:44:640;0
11:26:44:796;0
11:26:44:953;0
11:26:45:109;0
11:26:45:265;0
11:26:45:421;0
11:26:45:578;0
11:26:45:734;0
11:26:45:890;0
11:26:46:046;0
11:26:46:203;0
11:26:46:359;0
11:26:46:515;0
11:26:46:671;0
11:26:46:828;0
11:26:46:984;0
11:26:47:140;0
11:26:47:296;0
11:26:47:453;0
11:26:47:609;0
11:26:47:765;0
11:26:47:921;0
11:26:48:078;0
11:26:48:234;0
11:26:48:390;1
11:26:48:546;1
11:26:48:703;0
11:26:48:859;1
11:26:49:015;0
11:26:49:171;0
11:26:49:328;0
11:26:49:484;0
11:26:49:640;0
11:26:49:796;1
11:26:49:953;1
11:26:50:109;1
11:26:50:265;0
11:26:50:421;0
11:26:50:578;0
11:26:50:734;0
11:26:50:890;0
11:26:51:046;0
11:26:51:203;0
11:26:51:359;0
11:26:51:515;0
11:26:51:671;0
11:26:51:828;0
11:26:51:984;0
11:26:52:140;0
11:26:52:296;0
11:26:52:453;1
11:26:52:609;1
11:26:52:765;1
11:26:52:921;1
11:26:53:078;1
11:26:53:234;1
11:26:53:390;1
