(time1+time2)/2;stress/non-stress
11:26:4:456;0
11:26:4:612;0
11:26:5:269;0
11:26:5:425;0
11:26:5:581;0
11:26:5:737;0
11:26:5:394;0
11:26:5:550;0
11:26:6:206;0
11:26:6:362;0
11:26:6:519;0
11:26:6:675;0
11:26:6:331;0
11:26:6:487;0
11:26:6:644;0
11:26:7:300;0
11:26:7:456;0
11:26:7:612;0
11:26:7:769;0
11:26:7:425;0
11:26:7:581;0
11:26:8:237;0
11:26:8:394;0
11:26:8:550;0
11:26:8:706;0
11:26:8:362;0
11:26:8:519;1
11:26:8:675;1
11:26:9:331;1
11:26:9:487;1
11:26:9:644;0
11:26:9:800;0
11:26:9:456;0
11:26:9:612;0
11:26:10:269;0
11:26:10:425;0
11:26:10:581;0
11:26:10:737;0
11:26:10:394;0
11:26:10:550;0
11:26:11:206;0
11:26:11:362;0
11:26:11:519;0
11:26:11:675;0
11:26:11:331;0
11:26:11:487;0
11:26:11:644;0
11:26:12:300;0
11:26:12:456;0
11:26:12:612;0
11:26:12:769;0
11:26:12:425;0
11:26:12:581;0
11:26:13:237;0
11:26:13:394;0
11:26:13:550;0
11:26:13:706;0
11:26:13:362;0
11:26:13:519;0
11:26:13:675;0
11:26:14:331;0
11:26:14:487;0
11:26:14:644;0
11:26:14:800;0
11:26:14:456;0
11:26:14:612;0
11:26:15:269;0
11:26:15:425;0
11:26:15:581;0
11:26:15:737;0
11:26:15:394;0
11:26:15:550;0
11:26:16:206;0
11:26:16:362;0
11:26:16:519;0
11:26:16:675;0
11:26:16:331;0
11:26:16:487;0
11:26:16:644;0
11:26:17:300;0
11:26:17:456;0
11:26:17:612;0
11:26:17:769;0
11:26:17:425;0
11:26:17:581;0
11:26:18:237;0
11:26:18:394;0
11:26:18:550;0
11:26:18:706;0
11:26:18:362;0
11:26:18:519;0
11:26:18:675;0
11:26:19:331;0
11:26:19:487;0
11:26:19:644;0
11:26:19:800;0
11:26:19:456;0
11:26:19:612;0
11:26:20:269;0
11:26:20:425;0
11:26:20:581;0
11:26:20:737;0
11:26:20:394;0
11:26:20:550;1
11:26:21:206;1
11:26:21:362;1
11:26:21:519;1
11:26:21:675;1
11:26:21:331;1
11:26:21:487;1
11:26:21:644;0
11:26:22:300;1
