(time1+time2)/2;stress/non-stress
10:46:12:347;0
10:46:12:503;0
10:46:12:659;0
10:46:13:316;0
10:46:13:472;0
10:46:13:628;0
10:46:13:784;0
10:46:13:441;0
10:46:13:597;0
10:46:14:253;0
10:46:14:409;0
10:46:14:566;0
10:46:14:722;0
10:46:14:378;0
10:46:14:534;0
10:46:15:191;0
10:46:15:347;0
10:46:15:503;0
10:46:15:659;0
10:46:15:316;0
10:46:15:472;0
10:46:15:628;0
10:46:16:284;0
10:46:16:441;0
10:46:16:597;0
10:46:16:753;0
10:46:16:409;0
10:46:16:566;0
10:46:17:222;0
10:46:17:378;0
10:46:17:534;0
10:46:17:691;0
10:46:17:347;0
10:46:17:503;0
10:46:17:659;0
10:46:18:316;0
10:46:18:472;0
10:46:18:628;0
10:46:18:784;0
10:46:18:441;0
10:46:18:597;0
10:46:19:253;0
10:46:19:409;0
10:46:19:566;0
10:46:19:722;0
10:46:19:378;0
10:46:19:534;0
10:46:20:191;0
10:46:20:347;0
10:46:20:503;0
10:46:20:659;0
10:46:20:316;0
10:46:20:472;1
10:46:20:628;1
10:46:21:284;0
10:46:21:441;0
10:46:21:597;0
10:46:21:753;0
10:46:21:409;0
10:46:21:566;0
10:46:22:222;0
10:46:22:378;0
10:46:22:534;0
10:46:22:691;0
10:46:22:347;0
10:46:22:503;0
10:46:22:659;0
10:46:23:316;0
10:46:23:472;0
10:46:23:628;0
10:46:23:784;0
10:46:23:441;0
10:46:23:597;1
10:46:24:253;1
10:46:24:409;0
10:46:24:566;0
10:46:24:722;0
10:46:24:378;0
10:46:24:534;0
10:46:25:191;0
10:46:25:347;0
10:46:25:503;0
10:46:25:659;0
10:46:25:316;0
10:46:25:472;0
10:46:25:628;0
10:46:26:284;0
10:46:26:441;0
10:46:26:597;0
10:46:26:753;0
10:46:26:409;0
10:46:26:566;0
10:46:27:222;0
10:46:27:378;0
10:46:27:534;0
10:46:27:691;0
10:46:27:347;0
10:46:27:503;0
10:46:27:659;0
10:46:28:316;0
10:46:28:472;0
10:46:28:628;0
10:46:28:784;0
10:46:28:441;0
10:46:28:597;0
10:46:29:253;0
10:46:29:409;0
10:46:29:566;0
10:46:29:722;0
10:46:29:378;0
