(time1+time2)/2;stress/non-stress
9:57:29:191;1
9:57:29:347;1
9:57:29:503;0
9:57:29:659;0
9:57:29:316;0
9:57:29:472;0
9:57:29:628;0
9:57:30:284;0
9:57:30:441;0
9:57:30:597;0
9:57:30:753;0
9:57:30:409;0
9:57:30:566;0
9:57:31:222;0
9:57:31:378;0
9:57:31:534;0
9:57:31:691;0
9:57:31:347;0
9:57:31:503;0
9:57:31:659;0
9:58:2:316;0
9:58:2:472;0
9:58:2:628;0
9:58:2:784;0
9:58:2:441;0
9:58:2:597;0
9:58:3:253;0
9:58:3:409;0
9:58:3:566;0
9:58:3:722;0
9:58:3:378;0
9:58:3:534;0
9:58:4:191;0
9:58:4:347;0
9:58:4:503;0
9:58:4:659;0
9:58:4:316;0
9:58:4:472;0
9:58:4:628;0
9:58:5:284;0
9:58:5:441;0
9:58:5:597;0
9:58:5:753;0
9:58:5:409;0
9:58:5:566;0
9:58:6:222;0
9:58:6:378;0
9:58:6:534;0
9:58:6:691;0
9:58:6:347;0
9:58:6:503;0
9:58:6:659;0
9:58:7:316;0
9:58:7:472;0
9:58:7:628;0
9:58:7:784;0
9:58:7:441;0
9:58:7:597;0
9:58:8:253;0
9:58:8:409;0
9:58:8:566;0
9:58:8:722;0
9:58:8:378;0
9:58:8:534;0
9:58:9:191;0
9:58:9:347;0
9:58:9:503;0
9:58:9:659;0
9:58:9:316;0
9:58:9:472;0
9:58:9:628;0
9:58:10:284;0
9:58:10:441;0
9:58:10:597;0
9:58:10:753;0
9:58:10:409;0
9:58:10:566;0
9:58:11:222;0
9:58:11:378;0
9:58:11:534;0
9:58:11:691;0
9:58:11:347;0
9:58:11:503;0
9:58:11:659;1
9:58:12:316;1
9:58:12:472;1
9:58:12:628;0
9:58:12:784;0
9:58:12:441;0
9:58:12:597;0
9:58:13:253;0
9:58:13:409;0
9:58:13:566;0
9:58:13:722;0
9:58:13:378;0
9:58:13:534;0
9:58:14:191;0
9:58:14:347;0
9:58:14:503;0
9:58:14:659;0
9:58:14:316;0
9:58:14:472;0
9:58:14:628;0
9:58:15:284;0
9:58:15:441;0
9:58:15:597;0
9:58:15:753;0
9:58:15:409;0
9:58:15:566;1
9:58:16:222;1
9:58:16:378;1
9:58:16:534;1
9:58:16:691;1
9:58:16:347;1
9:58:16:503;0
9:58:16:659;0
9:58:17:316;0
9:58:17:472;0
9:58:17:628;0
9:58:17:784;0
9:58:17:441;0
9:58:17:597;0
9:58:18:253;0
9:58:18:409;0
9:58:18:566;0
9:58:18:722;0
9:58:18:378;0
9:58:18:534;0
9:58:19:191;0
9:58:19:347;0
9:58:19:503;0
9:58:19:659;0
9:58:19:316;0
9:58:19:472;0
9:58:19:628;0
9:58:20:284;0
9:58:20:441;0
9:58:20:597;0
9:58:20:753;0
9:58:20:409;0
9:58:20:566;0
9:58:21:222;0
9:58:21:378;0
9:58:21:534;0
9:58:21:691;0
9:58:21:347;0
9:58:21:503;0
9:58:21:659;0
9:58:22:316;0
9:58:22:472;0
9:58:22:628;0
9:58:22:784;0
9:58:22:441;0
9:58:22:597;0
9:58:23:253;0
9:58:23:409;0
9:58:23:566;0
9:58:23:722;0
9:58:23:378;0
9:58:23:534;0
9:58:24:191;0
9:58:24:347;0
9:58:24:503;0
9:58:24:659;0
9:58:24:316;0
9:58:24:472;0
9:58:24:628;0
9:58:25:284;0
9:58:25:441;0
9:58:25:597;0
9:58:25:753;1
9:58:25:409;1
9:58:25:566;1
9:58:26:222;1
9:58:26:378;1
9:58:26:534;1
9:58:26:691;1
9:58:26:347;0
9:58:26:503;0
9:58:26:659;0
9:58:27:316;0
9:58:27:472;0
9:58:27:628;0
9:58:27:784;0
9:58:27:441;0
9:58:27:597;0
9:58:28:253;0
9:58:28:409;0
9:58:28:566;0
9:58:28:722;0
9:58:28:378;0
9:58:28:534;0
9:58:29:191;0
9:58:29:347;0
9:58:29:503;0
9:58:29:659;0
9:58:29:316;0
9:58:29:472;0
9:58:29:628;0
9:58:30:284;0
9:58:30:441;0
9:58:30:597;0
9:58:30:753;0
9:58:30:409;0
9:58:30:566;1
9:58:31:222;1
9:58:31:378;1
9:58:31:534;1
9:58:31:691;1
9:58:31:347;1
9:58:31:503;1
9:58:31:659;1
9:58:32:316;1
9:58:32:472;1
9:58:32:628;0
9:58:32:784;0
9:58:32:441;0
9:58:32:597;1
9:58:33:253;1
9:58:33:409;1
9:58:33:566;1
9:58:33:722;1
9:58:33:378;1
9:58:33:534;1
9:58:34:191;0
9:58:34:347;0
9:58:34:503;0
9:58:34:659;0
9:58:34:316;0
9:58:34:472;0
9:58:34:628;0
9:58:35:284;0
9:58:35:441;0
9:58:35:597;0
9:58:35:753;0
9:58:35:409;0
9:58:35:566;0
9:58:36:222;0
9:58:36:378;0
9:58:36:534;0
9:58:36:691;0
9:58:36:347;0
9:58:36:503;0
9:58:36:659;0
9:58:37:316;0
9:58:37:472;0
9:58:37:628;0
9:58:37:784;0
9:58:37:441;0
9:58:37:597;0
9:58:38:253;0
9:58:38:409;0
9:58:38:566;0
9:58:38:722;0
9:58:38:378;0
9:58:38:534;0
9:58:39:191;0
9:58:39:347;0
