(time1+time2)/2;stress/non-stress
12:5:33:636;0
12:5:33:792;0
12:5:33:448;0
12:5:33:605;0
12:5:34:261;0
12:5:34:417;0
12:5:34:573;0
12:5:34:730;0
12:5:34:386;0
12:5:34:542;0
12:5:35:198;0
12:5:35:355;0
12:5:35:511;0
12:5:35:667;0
12:5:35:323;0
12:5:35:480;0
12:5:35:636;0
12:5:36:292;0
12:5:36:448;0
12:5:36:605;0
12:5:36:761;0
12:5:36:417;0
12:5:36:573;0
12:5:37:230;0
12:5:37:386;0
12:5:37:542;0
12:5:37:698;0
12:5:37:355;0
12:5:37:511;0
12:5:37:667;0
12:5:38:323;0
12:5:38:480;0
12:5:38:636;0
12:5:38:792;0
12:5:38:448;0
12:5:38:605;0
12:5:39:261;0
12:5:39:417;0
12:5:39:573;0
12:5:39:730;0
12:5:39:386;0
12:5:39:542;0
12:5:40:198;0
12:5:40:355;0
12:5:40:511;0
12:5:40:667;0
12:5:40:323;0
12:5:40:480;0
12:5:40:636;0
12:5:41:292;0
12:5:41:448;0
12:5:41:605;0
12:5:41:761;0
12:5:41:417;0
12:5:41:573;0
12:5:42:230;0
12:5:42:386;0
12:5:42:542;0
12:5:42:698;0
12:5:42:355;0
12:5:42:511;0
12:5:42:667;0
12:5:43:323;0
12:5:43:480;0
12:5:43:636;0
12:5:43:792;0
12:5:43:448;0
12:5:43:605;0
12:5:44:261;0
12:5:44:417;0
12:5:44:573;0
12:5:44:730;0
12:5:44:386;0
12:5:44:542;0
12:5:45:198;0
12:5:45:355;0
12:5:45:511;0
12:5:45:667;0
12:5:45:323;0
12:5:45:480;0
12:5:45:636;0
12:5:46:292;0
12:5:46:448;0
12:5:46:605;0
12:5:46:761;0
12:5:46:417;0
12:5:46:573;0
12:5:47:230;0
12:5:47:386;0
12:5:47:542;0
12:5:47:698;0
12:5:47:355;0
12:5:47:511;0
12:5:47:667;0
12:5:48:323;0
12:5:48:480;0
12:5:48:636;0
12:5:48:792;0
12:5:48:448;0
12:5:48:605;0
12:5:49:261;0
12:5:49:417;0
12:5:49:573;0
12:5:49:730;0
12:5:49:386;0
12:5:49:542;0
12:5:50:198;0
12:5:50:355;0
12:5:50:511;0
12:5:50:667;0
12:5:50:323;0
12:5:50:480;0
12:5:50:636;0
12:5:51:292;0
12:5:51:448;0
12:5:51:605;0
12:5:51:761;0
12:5:51:417;0
12:5:51:573;0
12:5:52:230;0
12:5:52:386;0
12:5:52:542;0
12:5:52:698;0
12:5:52:355;0
12:5:52:511;0
12:5:52:667;0
12:5:53:323;0
12:5:53:480;0
12:5:53:636;0
12:5:53:792;0
12:5:53:448;0
12:5:53:605;0
12:5:54:261;0
12:5:54:417;0
12:5:54:573;0
12:5:54:730;0
12:5:54:386;0
12:5:54:542;0
12:5:55:198;0
12:5:55:355;0
12:5:55:511;0
12:5:55:667;0
12:5:55:323;0
12:5:55:480;0
12:5:55:636;0
12:5:56:292;0
12:5:56:448;0
12:5:56:605;0
12:5:56:761;0
12:5:56:417;0
12:5:56:573;0
12:5:57:230;0
12:5:57:386;0
12:5:57:542;0
12:5:57:698;0
12:5:27:355;0
12:5:27:511;0
12:5:27:667;0
12:5:28:323;0
12:5:28:480;0
12:5:28:636;0
12:5:28:792;0
12:5:28:448;0
12:5:28:605;0
12:5:29:261;0
12:5:29:417;0
12:5:29:573;0
12:5:29:730;0
12:5:29:386;0
12:5:29:542;0
12:5:30:198;0
12:5:30:355;0
12:5:30:511;0
12:5:30:667;0
12:5:30:323;0
12:5:30:480;0
12:5:30:636;0
12:5:31:292;0
12:5:31:448;0
12:5:31:605;0
12:5:31:761;0
12:5:31:417;0
12:5:31:573;0
12:6:2:230;0
12:6:2:386;0
12:6:2:542;0
12:6:2:698;0
12:6:2:355;0
12:6:2:511;0
12:6:2:667;0
