(time1+time2)/2;stress/non-stress
11:34:46:370;0
11:34:46:526;1
11:34:46:683;1
11:34:46:339;1
11:34:46:495;1
11:34:46:651;1
11:34:47:308;1
11:34:47:464;1
11:34:47:620;1
11:34:47:776;0
11:34:47:433;0
11:34:47:589;0
11:34:48:245;0
11:34:48:401;0
11:34:48:558;0
11:34:48:714;0
11:34:48:370;0
11:34:48:526;0
11:34:49:183;0
11:34:49:339;0
11:34:49:495;0
11:34:49:651;1
11:34:49:808;1
11:34:49:464;0
11:34:49:620;0
11:34:50:276;0
11:34:50:433;0
11:34:50:589;0
11:34:50:745;0
11:34:50:401;0
11:34:50:558;0
11:34:51:214;0
11:34:51:370;0
11:34:51:526;0
11:34:51:683;0
11:34:51:339;1
11:34:51:495;1
11:34:51:651;1
11:34:52:308;1
11:34:52:464;1
11:34:52:620;0
11:34:52:776;0
11:34:52:433;0
11:34:52:589;0
11:34:53:245;0
11:34:53:401;0
11:34:53:558;1
11:34:53:714;1
11:34:53:370;1
11:34:53:526;1
11:34:54:183;1
11:34:54:339;1
11:34:54:495;1
11:34:54:651;1
11:34:54:808;1
11:34:54:464;1
11:34:54:620;1
11:34:55:276;0
11:34:55:433;0
11:34:55:589;0
11:34:55:745;0
11:34:55:401;0
11:34:55:558;0
11:34:56:214;0
11:34:56:370;0
11:34:56:526;0
11:34:56:683;0
11:34:56:339;0
11:34:56:495;0
11:34:56:651;0
11:34:57:308;0
11:34:57:464;0
11:34:57:620;0
11:34:57:776;0
11:34:27:433;0
11:34:27:589;0
11:34:28:245;0
11:34:28:401;0
11:34:28:558;0
11:34:28:714;0
11:34:28:370;0
11:34:28:526;0
11:34:29:183;0
11:34:29:339;0
11:34:29:495;0
11:34:29:651;0
11:34:29:808;0
11:34:29:464;0
11:34:29:620;0
11:34:30:276;0
11:34:30:433;0
11:34:30:589;0
11:34:30:745;0
11:34:30:401;0
11:34:30:558;0
11:34:31:214;0
11:34:31:370;0
11:34:31:526;0
11:34:31:683;0
11:34:31:339;0
11:34:31:495;0
11:34:31:651;0
11:35:2:308;0
11:35:2:464;0
11:35:2:620;0
11:35:2:776;0
11:35:2:433;0
11:35:2:589;0
11:35:3:245;0
11:35:3:401;0
11:35:3:558;0
11:35:3:714;0
11:35:3:370;0
11:35:3:526;0
11:35:4:183;0
11:35:4:339;0
11:35:4:495;0
11:35:4:651;0
11:35:4:808;0
11:35:4:464;0
11:35:4:620;0
11:35:5:276;0
11:35:5:433;0
11:35:5:589;0
11:35:5:745;0
11:35:5:401;0
11:35:5:558;0
11:35:6:214;0
11:35:6:370;0
11:35:6:526;0
11:35:6:683;0
11:35:6:339;0
11:35:6:495;0
11:35:6:651;0
11:35:7:308;0
11:35:7:464;1
11:35:7:620;1
11:35:7:776;1
11:35:7:433;1
11:35:7:589;1
11:35:8:245;1
11:35:8:401;1
11:35:8:558;1
11:35:8:714;1
11:35:8:370;1
11:35:8:526;0
11:35:9:183;0
11:35:9:339;0
11:35:9:495;0
11:35:9:651;0
11:35:9:808;0
11:35:9:464;0
11:35:9:620;0
11:35:10:276;0
11:35:10:433;0
11:35:10:589;0
11:35:10:745;0
11:35:10:401;0
11:35:10:558;0
11:35:11:214;0
11:35:11:370;0
11:35:11:526;0
11:35:11:683;0
11:35:11:339;0
11:35:11:495;0
11:35:11:651;0
11:35:12:308;0
11:35:12:464;0
11:35:12:620;0
11:35:12:776;0
11:35:12:433;0
11:35:12:589;0
11:35:13:245;0
11:35:13:401;0
11:35:13:558;0
11:35:13:714;0
11:35:13:370;0
11:35:13:526;0
11:35:14:183;0
11:35:14:339;0
11:35:14:495;0
11:35:14:651;0
11:35:14:808;0
11:35:14:464;0
11:35:14:620;0
11:35:15:276;0
11:35:15:433;0
11:35:15:589;0
11:35:15:745;0
11:35:15:401;0
11:35:15:558;0
11:35:16:214;0
11:35:16:370;0
11:35:16:526;0
11:35:16:683;0
11:35:16:339;1
