median(time1,time2);stress/non-stress
11:34:46:367;0
11:34:46:523;1
11:34:46:679;1
11:34:46:835;1
11:34:46:992;1
11:34:47:148;1
11:34:47:304;1
11:34:47:460;1
11:34:47:617;1
11:34:47:773;0
11:34:47:929;0
11:34:48:085;0
11:34:48:242;0
11:34:48:398;0
11:34:48:554;0
11:34:48:710;0
11:34:48:867;0
11:34:49:023;0
11:34:49:179;0
11:34:49:335;0
11:34:49:492;0
11:34:49:648;1
11:34:49:804;1
11:34:49:960;0
11:34:50:117;0
11:34:50:273;0
11:34:50:429;0
11:34:50:585;0
11:34:50:742;0
11:34:50:898;0
11:34:51:054;0
11:34:51:210;0
11:34:51:367;0
11:34:51:523;0
11:34:51:679;0
11:34:51:835;1
11:34:51:992;1
11:34:52:148;1
11:34:52:304;1
11:34:52:460;1
11:34:52:617;0
11:34:52:773;0
11:34:52:929;0
11:34:53:085;0
11:34:53:242;0
11:34:53:398;0
11:34:53:554;1
11:34:53:710;1
11:34:53:867;1
11:34:54:023;1
11:34:54:179;1
11:34:54:335;1
11:34:54:492;1
11:34:54:648;1
11:34:54:804;1
11:34:54:960;1
11:34:55:117;1
11:34:55:273;0
11:34:55:429;0
11:34:55:585;0
11:34:55:742;0
11:34:55:898;0
11:34:56:054;0
11:34:56:210;0
11:34:56:367;0
11:34:56:523;0
11:34:56:679;0
11:34:56:835;0
11:34:56:992;0
11:34:57:148;0
11:34:57:304;0
11:34:57:460;0
11:34:57:617;0
11:34:57:773;0
11:34:57:929;0
11:34:58:085;0
11:34:58:242;0
11:34:58:398;0
11:34:58:554;0
11:34:58:710;0
11:34:58:867;0
11:34:59:023;0
11:34:59:179;0
11:34:59:335;0
11:34:59:492;0
11:34:59:648;0
11:34:59:804;0
11:34:59:960;0
11:35:00:117;0
11:35:00:273;0
11:35:00:429;0
11:35:00:585;0
11:35:00:742;0
11:35:00:898;0
11:35:01:054;0
11:35:01:210;0
11:35:01:367;0
11:35:01:523;0
11:35:01:679;0
