(time1+time2)/2;stress/non-stress
10:12:34:425;0
10:12:34:581;0
10:12:35:237;0
10:12:35:394;0
10:12:35:550;0
10:12:35:706;0
10:12:35:362;0
10:12:35:519;0
10:12:35:675;0
10:12:36:331;1
10:12:36:487;1
10:12:36:644;1
10:12:36:800;0
10:12:36:456;0
10:12:36:612;0
10:12:37:269;0
10:12:37:425;0
10:12:37:581;0
10:12:37:737;0
10:12:37:394;1
10:12:37:550;1
10:12:38:206;0
10:12:38:362;0
10:12:38:519;0
10:12:38:675;0
10:12:38:331;0
10:12:38:487;0
10:12:38:644;0
10:12:39:300;0
10:12:39:456;0
10:12:39:612;0
10:12:39:769;0
10:12:39:425;0
10:12:39:581;0
10:12:40:237;0
10:12:40:394;0
10:12:40:550;0
10:12:40:706;0
10:12:40:362;0
10:12:40:519;0
10:12:40:675;0
10:12:41:331;0
10:12:41:487;0
10:12:41:644;0
10:12:41:800;0
10:12:41:456;0
10:12:41:612;0
10:12:42:269;0
10:12:42:425;0
10:12:42:581;0
10:12:42:737;0
10:12:42:394;0
10:12:42:550;0
10:12:43:206;0
10:12:43:362;0
10:12:43:519;0
10:12:43:675;0
10:12:43:331;0
10:12:43:487;0
10:12:43:644;0
10:12:44:300;0
10:12:44:456;0
10:12:44:612;0
10:12:44:769;0
10:12:44:425;0
10:12:44:581;0
10:12:45:237;0
10:12:45:394;0
10:12:45:550;0
10:12:45:706;0
10:12:45:362;0
10:12:45:519;0
10:12:45:675;0
10:12:46:331;0
10:12:46:487;0
10:12:46:644;0
10:12:46:800;0
10:12:46:456;0
10:12:46:612;0
10:12:47:269;0
10:12:47:425;0
10:12:47:581;0
10:12:47:737;0
10:12:47:394;0
10:12:47:550;0
10:12:48:206;0
10:12:48:362;0
10:12:48:519;0
10:12:48:675;0
10:12:48:331;0
10:12:48:487;0
10:12:48:644;0
10:12:49:300;0
10:12:49:456;0
10:12:49:612;0
10:12:49:769;0
10:12:49:425;0
10:12:49:581;0
10:12:50:237;1
10:12:50:394;1
10:12:50:550;1
10:12:50:706;1
10:12:50:362;1
10:12:50:519;0
10:12:50:675;0
10:12:51:331;0
10:12:51:487;1
10:12:51:644;1
10:12:51:800;1
10:12:51:456;0
10:12:51:612;0
10:12:52:269;0
10:12:52:425;0
10:12:52:581;0
10:12:52:737;0
10:12:52:394;0
10:12:52:550;1
10:12:53:206;1
10:12:53:362;0
10:12:53:519;0
10:12:53:675;0
10:12:53:331;0
10:12:53:487;0
10:12:53:644;0
10:12:54:300;0
10:12:54:456;0
10:12:54:612;0
10:12:54:769;0
10:12:54:425;0
10:12:54:581;0
10:12:55:237;0
10:12:55:394;0
10:12:55:550;0
10:12:55:706;0
10:12:55:362;0
10:12:55:519;0
10:12:55:675;0
10:12:56:331;0
10:12:56:487;0
10:12:56:644;0
10:12:56:800;0
10:12:56:456;0
10:12:56:612;0
10:12:57:269;0
10:12:57:425;0
10:12:57:581;0
10:12:57:737;0
10:12:27:394;0
10:12:27:550;0
10:12:28:206;0
10:12:28:362;0
10:12:28:519;0
10:12:28:675;0
10:12:28:331;0
10:12:28:487;0
10:12:28:644;0
10:12:29:300;0
10:12:29:456;0
10:12:29:612;0
10:12:29:769;0
10:12:29:425;0
10:12:29:581;0
10:12:30:237;0
10:12:30:394;0
10:12:30:550;0
10:12:30:706;0
10:12:30:362;0
