median(time1,time2);stress/non-stress
10:12:34:921;0
10:12:35:078;0
10:12:35:234;0
10:12:35:390;0
10:12:35:546;0
10:12:35:703;0
10:12:35:859;0
10:12:36:015;0
10:12:36:171;0
10:12:36:328;1
10:12:36:484;1
10:12:36:640;1
10:12:36:796;0
10:12:36:953;0
10:12:37:109;0
10:12:37:265;0
10:12:37:421;0
10:12:37:578;0
10:12:37:734;0
10:12:37:890;1
10:12:38:046;1
10:12:38:203;0
10:12:38:359;0
10:12:38:515;0
10:12:38:671;0
10:12:38:828;0
10:12:38:984;0
10:12:39:140;0
10:12:39:296;0
10:12:39:453;0
10:12:39:609;0
10:12:39:765;0
10:12:39:921;0
10:12:40:078;0
10:12:40:234;0
10:12:40:390;0
10:12:40:546;0
10:12:40:703;0
10:12:40:859;0
10:12:41:015;0
10:12:41:171;0
10:12:41:328;0
10:12:41:484;0
10:12:41:640;0
10:12:41:796;0
10:12:41:953;0
10:12:42:109;0
10:12:42:265;0
10:12:42:421;0
10:12:42:578;0
10:12:42:734;0
10:12:42:890;0
10:12:43:046;0
10:12:43:203;0
10:12:43:359;0
10:12:43:515;0
10:12:43:671;0
10:12:43:828;0
10:12:43:984;0
10:12:44:140;0
10:12:44:296;0
10:12:44:453;0
10:12:44:609;0
10:12:44:765;0
10:12:44:921;0
10:12:45:078;0
10:12:45:234;0
10:12:45:390;0
10:12:45:546;0
10:12:45:703;0
10:12:45:859;0
10:12:46:015;0
10:12:46:171;0
10:12:46:328;0
10:12:46:484;0
10:12:46:640;0
10:12:46:796;0
10:12:46:953;0
10:12:47:109;0
10:12:47:265;0
10:12:47:421;0
10:12:47:578;0
10:12:47:734;0
10:12:47:890;0
10:12:48:046;0
10:12:48:203;0
10:12:48:359;0
10:12:48:515;0
10:12:48:671;0
10:12:48:828;0
10:12:48:984;0
10:12:49:140;0
10:12:49:296;0
10:12:49:453;0
10:12:49:609;0
10:12:49:765;0
10:12:49:921;0
10:12:50:078;0
10:12:50:234;1
10:12:50:390;1
10:12:50:546;1
10:12:50:703;1
10:12:50:859;1
10:12:51:015;0
10:12:51:171;0
10:12:51:328;0
10:12:51:484;1
10:12:51:640;1
10:12:51:796;1
10:12:51:953;0
10:12:52:109;0
10:12:52:265;0
10:12:52:421;0
10:12:52:578;0
10:12:52:734;0
10:12:52:890;0
10:12:53:046;1
10:12:53:203;1
10:12:53:359;0
10:12:53:515;0
10:12:53:671;0
10:12:53:828;0
10:12:53:984;0
10:12:54:140;0
10:12:54:296;0
10:12:54:453;0
10:12:54:609;0
10:12:54:765;0
10:12:54:921;0
10:12:55:078;0
10:12:55:234;0
10:12:55:390;0
10:12:55:546;0
10:12:55:703;0
10:12:55:859;0
10:12:56:015;0
10:12:56:171;0
10:12:56:328;0
10:12:56:484;0
10:12:56:640;0
10:12:56:796;0
10:12:56:953;0
10:12:57:109;0
10:12:57:265;0
10:12:57:421;0
10:12:57:578;0
10:12:57:734;0
10:12:57:890;0
10:12:58:046;0
10:12:58:203;0
10:12:58:359;0
10:12:58:515;0
10:12:58:671;0
10:12:58:828;0
10:12:58:984;0
10:12:59:140;0
10:12:59:296;0
10:12:59:453;0
10:12:59:609;0
10:12:59:765;0
10:12:59:921;0
10:13:00:078;0
10:13:00:234;0
10:13:00:390;0
10:13:00:546;0
10:13:00:703;0
10:13:00:859;0
10:13:01:015;0
10:13:01:171;0
10:13:01:328;0
10:13:01:484;0
10:13:01:640;0
10:13:01:796;0
10:13:01:953;0
10:13:02:109;0
10:13:02:265;0
10:13:02:421;0
10:13:02:578;0
10:13:02:734;0
10:13:02:890;0
10:13:03:046;0
10:13:03:203;0
10:13:03:359;0
10:13:03:515;0
10:13:03:671;0
10:13:03:828;0
10:13:03:984;1
10:13:04:140;1
10:13:04:296;1
10:13:04:453;1
10:13:04:609;1
10:13:04:765;1
10:13:04:921;1
10:13:05:078;1
10:13:05:234;1
10:13:05:390;0
10:13:05:546;0
10:13:05:703;0
10:13:05:859;0
10:13:06:015;0
10:13:06:171;0
10:13:06:328;0
10:13:06:484;0
10:13:06:640;0
10:13:06:796;0
10:13:06:953;0
10:13:07:109;0
10:13:07:265;0
10:13:07:421;0
10:13:07:578;0
10:13:07:734;0
10:13:07:890;0
10:13:08:046;0
10:13:08:203;0
10:13:08:359;0
10:13:08:515;0
10:13:08:671;1
10:13:08:828;1
10:13:08:984;1
10:13:09:140;1
10:13:09:296;1
10:13:09:453;1
10:13:09:609;1
10:13:09:765;0
10:13:09:921;0
10:13:10:078;0
10:13:10:234;0
10:13:10:390;0
10:13:10:546;0
10:13:10:703;0
10:13:10:859;0
10:13:11:015;0
10:13:11:171;0
10:13:11:328;0
10:13:11:484;0
10:13:11:640;0
10:13:11:796;0
10:13:11:953;0
10:13:12:109;0
10:13:12:265;0
10:13:12:421;0
10:13:12:578;0
10:13:12:734;0
10:13:12:890;0
10:13:13:046;0
10:13:13:203;0
10:13:13:359;0
10:13:13:515;0
10:13:13:671;0
10:13:13:828;0
10:13:13:984;0
10:13:14:140;0
10:13:14:296;0
10:13:14:453;0
10:13:14:609;0
10:13:14:765;0
10:13:14:921;0
10:13:15:078;1
10:13:15:234;1
10:13:15:390;1
10:13:15:546;1
10:13:15:703;1
10:13:15:859;1
10:13:16:015;1
10:13:16:171;1
10:13:16:328;1
10:13:16:484;1
10:13:16:640;1
10:13:16:796;1
10:13:16:953;1
10:13:17:109;0
10:13:17:265;0
10:13:17:421;0
10:13:17:578;0
10:13:17:734;0
10:13:17:890;0
10:13:18:046;0
10:13:18:203;0
10:13:18:359;0
10:13:18:515;0
10:13:18:671;0
10:13:18:828;0
10:13:18:984;0
10:13:19:140;0
10:13:19:296;0
10:13:19:453;0
10:13:19:609;0
10:13:19:765;0
10:13:19:921;0
10:13:20:078;0
10:13:20:234;0
10:13:20:390;0
10:13:20:546;0
10:13:20:703;0
10:13:20:859;0
10:13:21:015;0
10:13:21:171;0
10:13:21:328;0
10:13:21:484;0
10:13:21:640;0
10:13:21:796;0
10:13:21:953;0
10:13:22:109;1
10:13:22:265;0
10:13:22:421;0
10:13:22:578;0
10:13:22:734;0
10:13:22:890;0
10:13:23:046;0
10:13:23:203;0
10:13:23:359;0
10:13:23:515;0
10:13:23:671;0
10:13:23:828;0
10:13:23:984;0
10:13:24:140;0
10:13:24:296;0
10:13:24:453;0
10:13:24:609;0
10:13:24:765;1
10:13:24:921;1
10:13:25:078;0
10:13:25:234;0
10:13:25:390;0
10:13:25:546;0
10:13:25:703;0
10:13:25:859;0
10:13:26:015;0
10:13:26:171;0
10:13:26:328;0
10:13:26:484;0
10:13:26:640;0
10:13:26:796;0
10:13:26:953;0
10:13:27:109;0
10:13:27:265;0
10:13:27:421;0
10:13:27:578;0
10:13:27:734;0
10:13:27:890;0
10:13:28:046;0
10:13:28:203;1
10:13:28:359;1
10:13:28:515;1
10:13:28:671;1
10:13:28:828;1
10:13:28:984;1
10:13:29:140;1
10:13:29:296;1
10:13:29:453;1
10:13:29:609;1
10:13:29:765;1
10:13:29:921;1
10:13:30:078;0
10:13:30:234;0
10:13:30:390;0
10:13:30:546;0
10:13:30:703;0
10:13:30:859;0
10:13:31:015;0
10:13:31:171;0
10:13:31:328;0
10:13:31:484;0
10:13:31:640;0
10:13:31:796;0
10:13:31:953;0
10:13:32:109;1
10:13:32:265;1
10:13:32:421;1
10:13:32:578;1
10:13:32:734;1
10:13:32:890;1
10:13:33:046;1
10:13:33:203;0
10:13:33:359;0
10:13:33:515;0
10:13:33:671;0
10:13:33:828;0
10:13:33:984;0
10:13:34:140;0
10:13:34:296;1
10:13:34:453;1
10:13:34:609;1
10:13:34:765;1
10:13:34:921;0
10:13:35:078;0
10:13:35:234;0
10:13:35:390;0
10:13:35:546;0
10:13:35:703;0
10:13:35:859;0
10:13:36:015;0
10:13:36:171;0
10:13:36:328;0
10:13:36:484;0
10:13:36:640;0
10:13:36:796;0
10:13:36:953;0
10:13:37:109;0
10:13:37:265;0
10:13:37:421;0
10:13:37:578;0
10:13:37:734;0
10:13:37:890;0
10:13:38:046;0
10:13:38:203;0
10:13:38:359;0
10:13:38:515;0
10:13:38:671;0
10:13:38:828;0
10:13:38:984;0
10:13:39:140;0
10:13:39:296;0
10:13:39:453;0
10:13:39:609;0
10:13:39:765;0
