(time1+time2)/2;stress/non-stress
17:19:8:191;1
17:19:8:347;0
17:19:8:503;0
17:19:8:659;0
17:19:8:316;0
17:19:8:472;0
17:19:8:628;0
17:19:9:284;0
17:19:9:441;0
17:19:9:597;0
17:19:9:753;0
17:19:9:409;0
17:19:9:566;0
17:19:10:222;0
17:19:10:378;0
17:19:10:534;0
17:19:10:691;0
17:19:10:347;0
17:19:10:503;0
17:19:10:659;0
17:19:11:316;0
17:19:11:472;0
17:19:11:628;1
17:19:11:784;1
17:19:11:441;1
17:19:11:597;1
17:19:12:253;1
17:19:12:409;1
17:19:12:566;1
17:19:12:722;1
17:19:12:378;0
17:19:12:534;0
17:19:13:191;0
17:19:13:347;0
17:19:13:503;0
17:19:13:659;0
17:19:13:316;0
17:19:13:472;0
17:19:13:628;0
17:19:14:284;0
17:19:14:441;0
17:19:14:597;0
17:19:14:753;0
17:19:14:409;0
17:19:14:566;0
17:19:15:222;0
17:19:15:378;0
17:19:15:534;0
17:19:15:691;0
17:19:15:347;0
17:19:15:503;0
17:19:15:659;0
17:19:16:316;0
17:19:16:472;0
17:19:16:628;0
17:19:16:784;0
17:19:16:441;0
17:19:16:597;1
17:19:17:253;1
17:19:17:409;1
17:19:17:566;1
17:19:17:722;1
17:19:17:378;1
17:19:17:534;1
17:19:18:191;0
17:19:18:347;0
17:19:18:503;0
17:19:18:659;0
17:19:18:316;0
17:19:18:472;0
17:19:18:628;0
17:19:19:284;0
17:19:19:441;0
17:19:19:597;0
17:19:19:753;0
17:19:19:409;0
17:19:19:566;0
17:19:20:222;0
17:19:20:378;0
17:19:20:534;0
17:19:20:691;0
17:19:20:347;0
17:19:20:503;0
17:19:20:659;0
17:19:21:316;0
17:19:21:472;0
17:19:21:628;0
17:19:21:784;0
17:19:21:441;0
17:19:21:597;0
17:19:22:253;0
17:19:22:409;0
17:19:22:566;0
17:19:22:722;0
17:19:22:378;0
17:19:22:534;0
17:19:23:191;0
17:19:23:347;0
17:19:23:503;0
17:19:23:659;0
17:19:23:316;0
17:19:23:472;0
17:19:23:628;0
17:19:24:284;0
17:19:24:441;0
17:19:24:597;0
17:19:24:753;0
17:19:24:409;0
17:19:24:566;0
17:19:25:222;0
17:19:25:378;0
17:19:25:534;0
17:19:25:691;0
17:19:25:347;0
17:19:25:503;0
17:19:25:659;0
17:19:26:316;0
17:19:26:472;0
17:19:26:628;0
17:19:26:784;0
17:19:26:441;0
17:19:26:597;0
17:19:27:253;0
17:19:27:409;0
17:19:27:566;0
17:19:27:722;0
17:19:27:378;0
17:19:27:534;0
17:19:28:191;0
17:19:28:347;1
17:19:28:503;1
17:19:28:659;1
17:19:28:316;1
17:19:28:472;1
17:19:28:628;1
17:19:29:284;1
17:19:29:441;1
17:19:29:597;0
17:19:29:753;0
17:19:29:409;0
17:19:29:566;0
17:19:30:222;0
17:19:30:378;0
17:19:30:534;0
17:19:30:691;0
17:19:30:347;0
17:19:30:503;0
17:19:30:659;0
17:19:31:316;0
17:19:31:472;0
17:19:31:628;0
17:19:31:784;0
17:19:31:441;0
17:19:31:597;0
17:19:32:253;0
17:19:32:409;0
17:19:32:566;0
17:19:32:722;0
17:19:32:378;0
17:19:32:534;0
17:19:33:191;0
17:19:33:347;0
17:19:33:503;0
17:19:33:659;0
17:19:33:316;0
17:19:33:472;1
17:19:33:628;1
17:19:34:284;1
17:19:34:441;1
17:19:34:597;1
17:19:34:753;1
17:19:34:409;1
17:19:34:566;0
17:19:35:222;0
17:19:35:378;1
17:19:35:534;1
17:19:35:691;0
17:19:35:347;0
17:19:35:503;0
17:19:35:659;0
17:19:36:316;0
17:19:36:472;0
17:19:36:628;0
17:19:36:784;0
17:19:36:441;0
17:19:36:597;0
17:19:37:253;0
17:19:37:409;0
17:19:37:566;0
17:19:37:722;0
17:19:37:378;0
17:19:37:534;0
17:19:38:191;0
17:19:38:347;0
17:19:38:503;0
17:19:38:659;0
17:19:38:316;0
17:19:38:472;0
17:19:38:628;0
17:19:39:284;0
17:19:39:441;0
17:19:39:597;0
17:19:39:753;0
17:19:39:409;0
17:19:39:566;0
17:19:40:222;0
17:19:40:378;0
17:19:40:534;0
17:19:40:691;0
17:19:40:347;0
17:19:40:503;0
17:19:40:659;0
17:19:41:316;0
17:19:41:472;0
17:19:41:628;0
17:19:41:784;0
17:19:41:441;0
17:19:41:597;0
17:19:42:253;0
17:19:42:409;1
17:19:42:566;1
17:19:42:722;1
17:19:42:378;1
17:19:42:534;1
17:19:43:191;1
17:19:43:347;0
17:19:43:503;0
17:19:43:659;0
17:19:43:316;0
17:19:43:472;0
17:19:43:628;0
17:19:44:284;0
17:19:44:441;0
17:19:44:597;0
17:19:44:753;0
17:19:44:409;0
17:19:44:566;1
17:19:45:222;1
17:19:45:378;1
17:19:45:534;1
17:19:45:691;1
17:19:45:347;1
17:19:45:503;1
17:19:45:659;0
17:19:46:316;0
17:19:46:472;1
17:19:46:628;1
17:19:46:784;1
17:19:46:441;0
17:19:46:597;1
17:19:47:253;1
17:19:47:409;1
17:19:47:566;1
17:19:47:722;1
17:19:47:378;1
17:19:47:534;1
17:19:48:191;0
17:19:48:347;1
17:19:48:503;1
17:19:48:659;1
17:19:48:316;1
17:19:48:472;1
17:19:48:628;0
17:19:49:284;0
17:19:49:441;0
17:19:49:597;0
17:19:49:753;0
17:19:49:409;0
17:19:49:566;0
17:19:50:222;0
17:19:50:378;0
17:19:50:534;0
