median(time1,time2);stress/non-stress
17:19:08:187;1
17:19:08:343;0
17:19:08:500;0
17:19:08:656;0
17:19:08:812;0
17:19:08:968;0
17:19:09:125;0
17:19:09:281;0
17:19:09:437;0
17:19:09:593;0
17:19:09:750;0
17:19:09:906;0
17:19:10:062;0
17:19:10:218;0
17:19:10:375;0
17:19:10:531;0
17:19:10:687;0
17:19:10:843;0
17:19:11:000;0
17:19:11:156;0
17:19:11:312;0
17:19:11:468;0
17:19:11:625;1
17:19:11:781;1
17:19:11:937;1
17:19:12:093;1
17:19:12:250;1
17:19:12:406;1
17:19:12:562;1
17:19:12:718;1
17:19:12:875;0
17:19:13:031;0
17:19:13:187;0
17:19:13:343;0
17:19:13:500;0
17:19:13:656;0
17:19:13:812;0
17:19:13:968;0
17:19:14:125;0
17:19:14:281;0
17:19:14:437;0
17:19:14:593;0
17:19:14:750;0
17:19:14:906;0
17:19:15:062;0
17:19:15:218;0
17:19:15:375;0
17:19:15:531;0
17:19:15:687;0
17:19:15:843;0
17:19:16:000;0
17:19:16:156;0
17:19:16:312;0
17:19:16:468;0
17:19:16:625;0
17:19:16:781;0
17:19:16:937;0
17:19:17:093;1
17:19:17:250;1
17:19:17:406;1
17:19:17:562;1
17:19:17:718;1
17:19:17:875;1
17:19:18:031;1
17:19:18:187;0
17:19:18:343;0
17:19:18:500;0
17:19:18:656;0
17:19:18:812;0
17:19:18:968;0
17:19:19:125;0
17:19:19:281;0
17:19:19:437;0
17:19:19:593;0
17:19:19:750;0
17:19:19:906;0
17:19:20:062;0
17:19:20:218;0
17:19:20:375;0
17:19:20:531;0
17:19:20:687;0
17:19:20:843;0
17:19:21:000;0
17:19:21:156;0
17:19:21:312;0
17:19:21:468;0
17:19:21:625;0
17:19:21:781;0
17:19:21:937;0
17:19:22:093;0
17:19:22:250;0
17:19:22:406;0
17:19:22:562;0
17:19:22:718;0
17:19:22:875;0
17:19:23:031;0
17:19:23:187;0
17:19:23:343;0
17:19:23:500;0
17:19:23:656;0
17:19:23:812;0
17:19:23:968;0
17:19:24:125;0
17:19:24:281;0
17:19:24:437;0
17:19:24:593;0
17:19:24:750;0
17:19:24:906;0
17:19:25:062;0
17:19:25:218;0
17:19:25:375;0
17:19:25:531;0
17:19:25:687;0
17:19:25:843;0
17:19:26:000;0
17:19:26:156;0
17:19:26:312;0
17:19:26:468;0
17:19:26:625;0
17:19:26:781;0
17:19:26:937;0
17:19:27:093;0
17:19:27:250;0
17:19:27:406;0
17:19:27:562;0
17:19:27:718;0
17:19:27:875;0
17:19:28:031;0
17:19:28:187;0
17:19:28:343;1
17:19:28:500;1
17:19:28:656;1
17:19:28:812;1
17:19:28:968;1
17:19:29:125;1
17:19:29:281;1
17:19:29:437;1
17:19:29:593;0
17:19:29:750;0
17:19:29:906;0
17:19:30:062;0
17:19:30:218;0
17:19:30:375;0
17:19:30:531;0
17:19:30:687;0
17:19:30:843;0
17:19:31:000;0
17:19:31:156;0
17:19:31:312;0
17:19:31:468;0
17:19:31:625;0
17:19:31:781;0
17:19:31:937;0
17:19:32:093;0
17:19:32:250;0
17:19:32:406;0
17:19:32:562;0
17:19:32:718;0
17:19:32:875;0
17:19:33:031;0
17:19:33:187;0
17:19:33:343;0
17:19:33:500;0
17:19:33:656;0
17:19:33:812;0
17:19:33:968;1
17:19:34:125;1
17:19:34:281;1
17:19:34:437;1
17:19:34:593;1
17:19:34:750;1
17:19:34:906;1
17:19:35:062;0
17:19:35:218;0
17:19:35:375;1
17:19:35:531;1
17:19:35:687;0
17:19:35:843;0
17:19:36:000;0
17:19:36:156;0
17:19:36:312;0
17:19:36:468;0
