(time1+time2)/2;stress/non-stress
10:42:29:191;0
10:42:29:347;0
10:42:29:503;0
10:42:29:659;0
10:42:29:316;0
10:42:29:472;0
10:42:29:628;0
10:42:30:284;0
10:42:30:441;0
10:42:30:597;0
10:42:30:753;0
10:42:30:409;0
10:42:30:566;0
10:42:31:222;0
10:42:31:378;0
10:42:31:534;0
10:42:31:691;0
10:42:31:347;0
10:42:31:503;1
10:42:31:659;1
10:43:2:316;1
10:43:2:472;1
10:43:2:628;1
10:43:2:784;1
10:43:2:441;1
10:43:2:597;1
10:43:3:253;1
10:43:3:409;1
10:43:3:566;1
10:43:3:722;1
10:43:3:378;1
10:43:3:534;1
10:43:4:191;1
10:43:4:347;1
10:43:4:503;0
10:43:4:659;0
10:43:4:316;0
10:43:4:472;0
10:43:4:628;0
10:43:5:284;0
10:43:5:441;0
10:43:5:597;0
10:43:5:753;0
10:43:5:409;0
10:43:5:566;0
10:43:6:222;0
10:43:6:378;0
10:43:6:534;0
10:43:6:691;0
10:43:6:347;0
10:43:6:503;0
10:43:6:659;0
10:43:7:316;0
10:43:7:472;0
10:43:7:628;0
10:43:7:784;0
10:43:7:441;0
10:43:7:597;0
10:43:8:253;0
10:43:8:409;0
10:43:8:566;0
10:43:8:722;0
10:43:8:378;0
10:43:8:534;0
10:43:9:191;0
10:43:9:347;0
10:43:9:503;0
10:43:9:659;0
10:43:9:316;0
10:43:9:472;0
10:43:9:628;0
10:43:10:284;0
10:43:10:441;0
10:43:10:597;0
10:43:10:753;0
10:43:10:409;0
10:43:10:566;0
10:43:11:222;0
10:43:11:378;0
10:43:11:534;0
10:43:11:691;0
10:43:11:347;0
10:43:11:503;1
10:43:11:659;1
10:43:12:316;1
10:43:12:472;1
10:43:12:628;1
10:43:12:784;1
10:43:12:441;1
10:43:12:597;0
10:43:13:253;0
10:43:13:409;0
10:43:13:566;0
10:43:13:722;0
10:43:13:378;0
10:43:13:534;0
10:43:14:191;0
10:43:14:347;0
10:43:14:503;0
10:43:14:659;0
10:43:14:316;0
10:43:14:472;0
10:43:14:628;0
10:43:15:284;0
10:43:15:441;0
10:43:15:597;0
10:43:15:753;0
10:43:15:409;0
10:43:15:566;0
10:43:16:222;0
10:43:16:378;0
10:43:16:534;0
10:43:16:691;0
10:43:16:347;0
10:43:16:503;0
10:43:16:659;0
10:43:17:316;0
10:43:17:472;0
10:43:17:628;0
10:43:17:784;0
10:43:17:441;0
10:43:17:597;0
10:43:18:253;1
10:43:18:409;1
10:43:18:566;1
10:43:18:722;1
10:43:18:378;1
10:43:18:534;1
10:43:19:191;1
10:43:19:347;0
10:43:19:503;0
10:43:19:659;0
10:43:19:316;0
10:43:19:472;0
10:43:19:628;0
10:43:20:284;0
10:43:20:441;0
10:43:20:597;0
10:43:20:753;0
10:43:20:409;0
10:43:20:566;0
10:43:21:222;0
10:43:21:378;0
10:43:21:534;0
10:43:21:691;0
10:43:21:347;0
10:43:21:503;0
10:43:21:659;0
10:43:22:316;0
10:43:22:472;0
10:43:22:628;0
10:43:22:784;0
10:43:22:441;0
10:43:22:597;0
10:43:23:253;0
10:43:23:409;0
10:43:23:566;0
10:43:23:722;0
10:43:23:378;0
10:43:23:534;0
10:43:24:191;0
10:43:24:347;0
10:43:24:503;0
10:43:24:659;0
10:43:24:316;0
10:43:24:472;0
10:43:24:628;0
10:43:25:284;0
10:43:25:441;0
10:43:25:597;0
10:43:25:753;0
10:43:25:409;1
10:43:25:566;1
10:43:26:222;1
10:43:26:378;1
10:43:26:534;1
10:43:26:691;1
10:43:26:347;0
10:43:26:503;0
10:43:26:659;0
10:43:27:316;0
10:43:27:472;0
10:43:27:628;0
10:43:27:784;0
10:43:27:441;1
10:43:27:597;0
10:43:28:253;0
10:43:28:409;0
10:43:28:566;0
10:43:28:722;0
10:43:28:378;0
10:43:28:534;0
10:43:29:191;0
10:43:29:347;0
10:43:29:503;0
10:43:29:659;0
10:43:29:316;0
10:43:29:472;0
10:43:29:628;0
10:43:30:284;0
10:43:30:441;0
10:43:30:597;0
10:43:30:753;0
10:43:30:409;0
10:43:30:566;0
10:43:31:222;0
