median(time1,time2);stress/non-stress
10:42:59:187;0
10:42:59:343;0
10:42:59:500;0
10:42:59:656;0
10:42:59:812;0
10:42:59:968;0
10:43:00:125;0
10:43:00:281;0
10:43:00:437;0
10:43:00:593;0
10:43:00:750;0
10:43:00:906;0
10:43:01:062;0
10:43:01:218;0
10:43:01:375;0
10:43:01:531;0
10:43:01:687;0
10:43:01:843;0
10:43:02:000;1
10:43:02:156;1
10:43:02:312;1
10:43:02:468;1
10:43:02:625;1
10:43:02:781;1
10:43:02:937;1
10:43:03:093;1
10:43:03:250;1
10:43:03:406;1
10:43:03:562;1
10:43:03:718;1
10:43:03:875;1
10:43:04:031;1
10:43:04:187;1
10:43:04:343;1
10:43:04:500;0
10:43:04:656;0
10:43:04:812;0
10:43:04:968;0
10:43:05:125;0
10:43:05:281;0
10:43:05:437;0
10:43:05:593;0
10:43:05:750;0
10:43:05:906;0
10:43:06:062;0
10:43:06:218;0
10:43:06:375;0
10:43:06:531;0
10:43:06:687;0
10:43:06:843;0
10:43:07:000;0
10:43:07:156;0
10:43:07:312;0
10:43:07:468;0
10:43:07:625;0
10:43:07:781;0
10:43:07:937;0
10:43:08:093;0
10:43:08:250;0
10:43:08:406;0
10:43:08:562;0
10:43:08:718;0
10:43:08:875;0
10:43:09:031;0
10:43:09:187;0
10:43:09:343;0
10:43:09:500;0
10:43:09:656;0
10:43:09:812;0
10:43:09:968;0
10:43:10:125;0
10:43:10:281;0
10:43:10:437;0
10:43:10:593;0
10:43:10:750;0
10:43:10:906;0
10:43:11:062;0
10:43:11:218;0
10:43:11:375;0
10:43:11:531;0
10:43:11:687;0
10:43:11:843;0
10:43:12:000;1
10:43:12:156;1
10:43:12:312;1
10:43:12:468;1
10:43:12:625;1
10:43:12:781;1
10:43:12:937;1
10:43:13:093;0
10:43:13:250;0
10:43:13:406;0
10:43:13:562;0
10:43:13:718;0
10:43:13:875;0
10:43:14:031;0
10:43:14:187;0
10:43:14:343;0
10:43:14:500;0
10:43:14:656;0
10:43:14:812;0
10:43:14:968;0
10:43:15:125;0
10:43:15:281;0
10:43:15:437;0
10:43:15:593;0
10:43:15:750;0
10:43:15:906;0
10:43:16:062;0
10:43:16:218;0
10:43:16:375;0
10:43:16:531;0
10:43:16:687;0
10:43:16:843;0
10:43:17:000;0
10:43:17:156;0
10:43:17:312;0
10:43:17:468;0
10:43:17:625;0
10:43:17:781;0
10:43:17:937;0
10:43:18:093;0
10:43:18:250;1
10:43:18:406;1
10:43:18:562;1
10:43:18:718;1
10:43:18:875;1
10:43:19:031;1
10:43:19:187;1
10:43:19:343;0
10:43:19:500;0
10:43:19:656;0
10:43:19:812;0
10:43:19:968;0
10:43:20:125;0
10:43:20:281;0
10:43:20:437;0
10:43:20:593;0
10:43:20:750;0
10:43:20:906;0
10:43:21:062;0
10:43:21:218;0
10:43:21:375;0
10:43:21:531;0
10:43:21:687;0
10:43:21:843;0
10:43:22:000;0
10:43:22:156;0
10:43:22:312;0
10:43:22:468;0
10:43:22:625;0
10:43:22:781;0
10:43:22:937;0
10:43:23:093;0
10:43:23:250;0
10:43:23:406;0
10:43:23:562;0
10:43:23:718;0
10:43:23:875;0
10:43:24:031;0
10:43:24:187;0
10:43:24:343;0
10:43:24:500;0
10:43:24:656;0
10:43:24:812;0
10:43:24:968;0
10:43:25:125;0
10:43:25:281;0
10:43:25:437;0
10:43:25:593;0
10:43:25:750;0
10:43:25:906;1
10:43:26:062;1
10:43:26:218;1
10:43:26:375;1
10:43:26:531;1
10:43:26:687;1
10:43:26:843;0
10:43:27:000;0
10:43:27:156;0
