median(time1,time2);stress/non-stress
10:11:58:914;0
10:11:59:070;0
10:11:59:226;0
10:11:59:382;0
10:11:59:539;0
10:11:59:695;0
10:11:59:851;0
10:12:00:007;0
10:12:00:164;0
10:12:00:320;0
10:12:00:476;0
10:12:00:632;0
10:12:00:789;0
10:12:00:945;0
10:12:01:101;0
10:12:01:257;0
10:12:01:414;0
10:12:01:570;0
10:12:01:726;0
10:12:01:882;0
10:12:02:039;0
10:12:02:195;0
10:12:02:351;0
10:12:02:507;0
10:12:02:664;0
10:12:02:820;0
10:12:02:976;0
10:12:03:132;0
10:12:03:289;1
10:12:03:445;1
10:12:03:601;1
10:12:03:757;1
10:12:03:914;1
10:12:04:070;0
10:12:04:226;0
10:12:04:382;0
10:12:04:539;0
10:12:04:695;0
10:12:04:851;0
10:12:05:007;0
10:12:05:164;0
10:12:05:320;0
10:12:05:476;0
10:12:05:632;0
10:12:05:789;0
10:12:05:945;0
10:12:06:101;0
10:12:06:257;0
10:12:06:414;0
10:12:06:570;0
10:12:06:726;0
10:12:06:882;0
10:12:07:039;0
10:12:07:195;0
10:12:07:351;0
10:12:07:507;0
10:12:07:664;0
10:12:07:820;0
10:12:07:976;0
10:12:08:132;0
10:12:08:289;0
10:12:08:445;0
10:12:08:601;0
10:12:08:757;0
10:12:08:914;0
10:12:09:070;0
10:12:09:226;0
10:12:09:382;0
10:12:09:539;0
10:12:09:695;0
10:12:09:851;0
10:12:10:007;0
10:12:10:164;0
10:12:10:320;0
10:12:10:476;0
10:12:10:632;0
10:12:10:789;0
10:12:10:945;0
10:12:11:101;0
10:12:11:257;0
10:12:11:414;0
10:12:11:570;0
10:12:11:726;0
10:12:11:882;0
10:12:12:039;0
10:12:12:195;0
10:12:12:351;0
10:12:12:507;0
10:12:12:664;0
10:12:12:820;0
10:12:12:976;0
10:12:13:132;0
10:12:13:289;0
10:12:13:445;0
10:12:13:601;0
10:12:13:757;0
10:12:13:914;0
10:12:14:070;1
10:12:14:226;1
10:12:14:382;1
10:12:14:539;1
10:12:14:695;1
10:12:14:851;0
10:12:15:007;0
10:12:15:164;0
10:12:15:320;0
10:12:15:476;0
10:12:15:632;0
10:12:15:789;0
10:12:15:945;1
10:12:16:101;1
10:12:16:257;1
10:12:16:414;0
10:12:16:570;0
10:12:16:726;0
10:12:16:882;0
10:12:17:039;0
10:12:17:195;0
10:12:17:351;0
10:12:17:507;0
10:12:17:664;0
10:12:17:820;0
10:12:17:976;0
10:12:18:132;0
10:12:18:289;0
10:12:18:445;0
10:12:18:601;0
10:12:18:757;0
10:12:18:914;0
10:12:19:070;0
10:12:19:226;0
10:12:19:382;0
10:12:19:539;0
10:12:19:695;0
10:12:19:851;0
10:12:20:007;0
10:12:20:164;0
10:12:20:320;0
10:12:20:476;0
10:12:20:632;1
10:12:20:789;1
10:12:20:945;1
10:12:21:101;1
10:12:21:257;1
10:12:21:414;1
10:12:21:570;1
10:12:21:726;1
10:12:21:882;0
10:12:22:039;0
10:12:22:195;0
10:12:22:351;0
10:12:22:507;0
10:12:22:664;0
10:12:22:820;0
10:12:22:976;1
10:12:23:132;1
10:12:23:289;1
10:12:23:445;1
10:12:23:601;0
10:12:23:757;0
10:12:23:914;0
10:12:24:070;0
10:12:24:226;0
10:12:24:382;0
10:12:24:539;0
10:12:24:695;0
10:12:24:851;0
10:12:25:007;0
10:12:25:164;0
10:12:25:320;0
10:12:25:476;0
10:12:25:632;0
10:12:25:789;0
10:12:25:945;0
10:12:26:101;0
10:12:26:257;0
10:12:26:414;0
10:12:26:570;0
10:12:26:726;0
10:12:26:882;0
10:12:27:039;0
10:12:27:195;0
10:12:27:351;0
10:12:27:507;1
10:12:27:664;1
10:12:27:820;1
10:12:27:976;1
10:12:28:132;1
10:12:28:289;1
10:12:28:445;1
10:12:28:601;1
10:12:28:757;1
10:12:28:914;1
10:12:29:070;1
10:12:29:226;1
10:12:29:382;0
10:12:29:539;0
10:12:29:695;0
10:12:29:851;0
10:12:30:007;0
10:12:30:164;0
10:12:30:320;0
10:12:30:476;0
