median(time1,time2);stress/non-stress
11:54:05:515;0
11:54:05:671;0
11:54:05:828;0
11:54:05:984;0
11:54:06:140;1
11:54:06:296;1
11:54:06:453;1
11:54:06:609;1
11:54:06:765;1
11:54:06:921;1
11:54:07:078;0
11:54:07:234;0
11:54:07:390;0
11:54:07:546;0
11:54:07:703;0
11:54:07:859;0
11:54:08:015;0
11:54:08:171;0
11:54:08:328;0
11:54:08:484;0
11:54:08:640;0
11:54:08:796;0
11:54:08:953;0
11:54:09:109;0
11:54:09:265;0
11:54:09:421;0
11:54:09:578;0
11:54:09:734;0
11:54:09:890;0
11:54:10:046;0
11:54:10:203;0
11:54:10:359;0
11:54:10:515;0
11:54:10:671;0
11:54:10:828;1
11:54:10:984;0
11:54:11:140;0
11:54:11:296;0
11:54:11:453;1
11:54:11:609;1
11:54:11:765;1
11:54:11:921;0
11:54:12:078;1
11:54:12:234;1
11:54:12:390;1
11:54:12:546;1
11:54:12:703;1
11:54:12:859;1
11:54:13:015;1
11:54:13:171;0
11:54:13:328;0
11:54:13:484;0
11:54:13:640;0
11:54:13:796;0
11:54:13:953;0
11:54:14:109;0
11:54:14:265;0
11:54:14:421;0
11:54:14:578;0
11:54:14:734;0
11:54:14:890;0
11:54:15:046;0
11:54:15:203;0
11:54:15:359;0
11:54:15:515;0
11:54:15:671;0
11:54:15:828;0
11:54:15:984;0
11:54:16:140;0
11:54:16:296;0
11:54:16:453;0
11:54:16:609;0
11:54:16:765;0
11:54:16:921;0
11:54:17:078;0
11:54:17:234;0
11:54:17:390;0
11:54:17:546;0
11:54:17:703;0
11:54:17:859;0
11:54:18:015;0
11:54:18:171;1
11:54:18:328;1
11:54:18:484;1
11:54:18:640;1
11:54:18:796;1
11:54:18:953;1
11:54:19:109;0
11:54:19:265;0
11:54:19:421;0
11:54:19:578;0
11:54:19:734;0
11:54:19:890;1
11:54:20:046;1
11:54:20:203;1
11:54:20:359;0
11:54:20:515;1
11:54:20:671;0
11:54:20:828;0
11:54:20:984;0
11:54:21:140;0
11:54:21:296;0
11:54:21:453;0
11:54:21:609;0
11:54:21:765;0
11:54:21:921;0
11:54:22:078;0
11:54:22:234;0
11:54:22:390;0
11:54:22:546;0
11:54:22:703;0
11:54:22:859;0
11:54:23:015;0
11:54:23:171;0
11:54:23:328;0
11:54:23:484;0
11:54:23:640;0
11:54:23:796;0
11:54:23:953;0
11:54:24:109;0
11:54:24:265;0
11:54:24:421;0
11:54:24:578;0
11:54:24:734;0
11:54:24:890;0
11:54:25:046;0
11:54:25:203;0
11:54:25:359;0
11:54:25:515;0
11:54:25:671;0
11:54:25:828;0
11:54:25:984;0
11:54:26:140;0
11:54:26:296;0
11:54:26:453;0
11:54:26:609;0
11:54:26:765;0
11:54:26:921;0
11:54:27:078;0
11:54:27:234;0
11:54:27:390;0
11:54:27:546;0
11:54:27:703;0
11:54:27:859;0
11:54:28:015;0
11:54:28:171;0
11:54:28:328;0
11:54:28:484;0
11:54:28:640;0
11:54:28:796;0
11:54:28:953;0
11:54:29:109;0
11:54:29:265;0
11:54:29:421;0
11:54:29:578;0
11:54:29:734;0
11:54:29:890;0
11:54:30:046;0
11:54:30:203;0
11:54:30:359;0
11:54:30:515;0
11:54:30:671;0
11:54:30:828;0
11:54:30:984;0
11:54:31:140;0
11:54:31:296;0
11:54:31:453;0
11:54:31:609;0
11:54:31:765;0
11:54:31:921;0
11:54:32:078;0
11:54:32:234;0
11:54:32:390;0
11:54:32:546;0
11:54:32:703;0
11:54:32:859;0
11:54:33:015;0
11:54:33:171;0
11:54:33:328;0
11:54:33:484;0
11:54:33:640;0
11:54:33:796;0
11:54:33:953;0
11:54:34:109;1
11:54:34:265;0
11:54:34:421;0
11:54:34:578;0
11:54:34:734;1
11:54:34:890;0
11:54:35:046;0
11:54:35:203;0
11:54:35:359;1
11:54:35:515;1
11:54:35:671;0
11:54:35:828;0
11:54:35:984;0
11:54:36:140;0
11:54:36:296;0
11:54:36:453;0
11:54:36:609;0
11:54:36:765;0
11:54:36:921;0
11:54:37:078;0
11:54:37:234;0
11:54:37:390;0
11:54:37:546;0
11:54:37:703;0
11:54:37:859;0
11:54:38:015;0
11:54:38:171;0
11:54:38:328;0
11:54:38:484;0
11:54:38:640;0
11:54:38:796;0
11:54:38:953;0
11:54:39:109;0
