(time1+time2)/2;stress/non-stress
11:54:5:519;0
11:54:5:675;0
11:54:5:331;0
11:54:5:487;0
11:54:5:644;1
11:54:6:300;1
11:54:6:456;1
11:54:6:612;1
11:54:6:769;1
11:54:6:425;1
11:54:6:581;0
11:54:7:237;0
11:54:7:394;0
11:54:7:550;0
11:54:7:706;0
11:54:7:362;0
11:54:7:519;0
11:54:7:675;0
11:54:8:331;0
11:54:8:487;0
11:54:8:644;0
11:54:8:800;0
11:54:8:456;0
11:54:8:612;0
11:54:9:269;0
11:54:9:425;0
11:54:9:581;0
11:54:9:737;0
11:54:9:394;0
11:54:9:550;0
11:54:10:206;0
11:54:10:362;0
11:54:10:519;0
11:54:10:675;0
11:54:10:331;1
11:54:10:487;0
11:54:10:644;0
11:54:11:300;0
11:54:11:456;1
11:54:11:612;1
11:54:11:769;1
11:54:11:425;0
11:54:11:581;1
11:54:12:237;1
11:54:12:394;1
11:54:12:550;1
11:54:12:706;1
11:54:12:362;1
11:54:12:519;1
11:54:12:675;0
11:54:13:331;0
11:54:13:487;0
11:54:13:644;0
11:54:13:800;0
11:54:13:456;0
11:54:13:612;0
11:54:14:269;0
11:54:14:425;0
11:54:14:581;0
11:54:14:737;0
11:54:14:394;0
11:54:14:550;0
11:54:15:206;0
11:54:15:362;0
11:54:15:519;0
11:54:15:675;0
11:54:15:331;0
11:54:15:487;0
11:54:15:644;0
11:54:16:300;0
11:54:16:456;0
11:54:16:612;0
11:54:16:769;0
11:54:16:425;0
11:54:16:581;0
11:54:17:237;0
11:54:17:394;0
11:54:17:550;0
11:54:17:706;0
11:54:17:362;0
11:54:17:519;0
11:54:17:675;1
11:54:18:331;1
11:54:18:487;1
11:54:18:644;1
11:54:18:800;1
11:54:18:456;1
11:54:18:612;0
11:54:19:269;0
11:54:19:425;0
11:54:19:581;0
11:54:19:737;0
11:54:19:394;1
11:54:19:550;1
11:54:20:206;1
11:54:20:362;0
11:54:20:519;1
11:54:20:675;0
11:54:20:331;0
11:54:20:487;0
11:54:20:644;0
11:54:21:300;0
11:54:21:456;0
11:54:21:612;0
11:54:21:769;0
11:54:21:425;0
11:54:21:581;0
11:54:22:237;0
11:54:22:394;0
11:54:22:550;0
11:54:22:706;0
11:54:22:362;0
11:54:22:519;0
11:54:22:675;0
11:54:23:331;0
11:54:23:487;0
11:54:23:644;0
11:54:23:800;0
11:54:23:456;0
11:54:23:612;0
11:54:24:269;0
11:54:24:425;0
11:54:24:581;0
11:54:24:737;0
11:54:24:394;0
11:54:24:550;0
11:54:25:206;0
11:54:25:362;0
11:54:25:519;0
11:54:25:675;0
11:54:25:331;0
11:54:25:487;0
11:54:25:644;0
11:54:26:300;0
11:54:26:456;0
11:54:26:612;0
11:54:26:769;0
11:54:26:425;0
11:54:26:581;0
11:54:27:237;0
11:54:27:394;0
11:54:27:550;0
11:54:27:706;0
11:54:27:362;0
11:54:27:519;0
11:54:27:675;0
11:54:28:331;0
11:54:28:487;0
11:54:28:644;0
11:54:28:800;0
11:54:28:456;0
11:54:28:612;0
11:54:29:269;0
11:54:29:425;0
11:54:29:581;0
11:54:29:737;0
11:54:29:394;0
11:54:29:550;0
11:54:30:206;0
11:54:30:362;0
11:54:30:519;0
11:54:30:675;0
11:54:30:331;0
11:54:30:487;0
11:54:30:644;0
11:54:31:300;0
11:54:31:456;0
11:54:31:612;0
11:54:31:769;0
11:54:31:425;0
11:54:31:581;0
11:54:32:237;0
11:54:32:394;0
11:54:32:550;0
11:54:32:706;0
11:54:32:362;0
11:54:32:519;0
11:54:32:675;0
11:54:33:331;0
11:54:33:487;0
11:54:33:644;0
11:54:33:800;0
11:54:33:456;0
11:54:33:612;1
11:54:34:269;0
11:54:34:425;0
11:54:34:581;0
11:54:34:737;1
11:54:34:394;0
11:54:34:550;0
11:54:35:206;0
11:54:35:362;1
11:54:35:519;1
11:54:35:675;0
11:54:35:331;0
11:54:35:487;0
11:54:35:644;0
11:54:36:300;0
11:54:36:456;0
11:54:36:612;0
11:54:36:769;0
11:54:36:425;0
11:54:36:581;0
11:54:37:237;0
11:54:37:394;0
11:54:37:550;0
11:54:37:706;0
11:54:37:362;0
11:54:37:519;0
11:54:37:675;0
11:54:38:331;0
11:54:38:487;0
11:54:38:644;0
11:54:38:800;0
11:54:38:456;0
11:54:38:612;0
