(time1+time2)/2;stress/non-stress
11:0:14:370;1
11:0:14:526;1
11:0:14:683;0
11:0:14:339;0
11:0:14:495;0
11:0:14:651;0
11:0:15:308;0
11:0:15:464;0
11:0:15:620;0
11:0:15:776;0
11:0:15:433;0
11:0:15:589;1
11:0:16:245;1
11:0:16:401;1
11:0:16:558;1
11:0:16:714;1
11:0:16:370;1
11:0:16:526;1
11:0:17:183;0
11:0:17:339;0
11:0:17:495;0
11:0:17:651;0
11:0:17:808;0
11:0:17:464;0
11:0:17:620;0
11:0:18:276;0
11:0:18:433;0
11:0:18:589;0
11:0:18:745;0
11:0:18:401;0
11:0:18:558;0
11:0:19:214;0
11:0:19:370;0
11:0:19:526;0
11:0:19:683;0
11:0:19:339;0
11:0:19:495;0
11:0:19:651;0
11:0:20:308;0
11:0:20:464;0
11:0:20:620;0
11:0:20:776;1
11:0:20:433;1
11:0:20:589;0
11:0:21:245;0
11:0:21:401;0
11:0:21:558;0
11:0:21:714;0
11:0:21:370;0
11:0:21:526;0
11:0:22:183;0
11:0:22:339;0
11:0:22:495;0
11:0:22:651;0
11:0:22:808;0
11:0:22:464;0
11:0:22:620;0
11:0:23:276;0
11:0:23:433;0
11:0:23:589;0
11:0:23:745;0
11:0:23:401;0
11:0:23:558;0
11:0:24:214;0
11:0:24:370;0
11:0:24:526;0
11:0:24:683;0
11:0:24:339;0
11:0:24:495;0
11:0:24:651;0
11:0:25:308;0
11:0:25:464;0
11:0:25:620;0
11:0:25:776;0
11:0:25:433;0
11:0:25:589;0
11:0:26:245;0
11:0:26:401;0
11:0:26:558;0
11:0:26:714;0
11:0:26:370;0
11:0:26:526;0
11:0:27:183;0
11:0:27:339;0
11:0:27:495;0
11:0:27:651;0
11:0:27:808;0
11:0:27:464;0
11:0:27:620;0
11:0:28:276;0
11:0:28:433;0
11:0:28:589;0
11:0:28:745;0
11:0:28:401;0
11:0:28:558;0
11:0:29:214;0
11:0:29:370;0
11:0:29:526;0
11:0:29:683;0
11:0:29:339;0
11:0:29:495;0
11:0:29:651;0
11:0:30:308;0
11:0:30:464;0
11:0:30:620;0
11:0:30:776;0
11:0:30:433;0
11:0:30:589;0
11:0:31:245;0
11:0:31:401;0
11:0:31:558;0
11:0:31:714;0
11:0:31:370;1
11:0:31:526;1
11:0:32:183;1
11:0:32:339;0
11:0:32:495;1
11:0:32:651;0
11:0:32:808;0
11:0:32:464;0
11:0:32:620;0
11:0:33:276;0
11:0:33:433;0
11:0:33:589;0
11:0:33:745;0
11:0:33:401;0
11:0:33:558;0
11:0:34:214;0
11:0:34:370;0
11:0:34:526;0
11:0:34:683;0
11:0:34:339;0
11:0:34:495;0
11:0:34:651;0
11:0:35:308;0
11:0:35:464;0
11:0:35:620;0
11:0:35:776;0
11:0:35:433;0
11:0:35:589;0
11:0:36:245;0
11:0:36:401;0
11:0:36:558;0
11:0:36:714;0
11:0:36:370;0
11:0:36:526;0
11:0:37:183;0
11:0:37:339;0
11:0:37:495;0
11:0:37:651;0
11:0:37:808;0
11:0:37:464;0
11:0:37:620;0
11:0:38:276;0
11:0:38:433;0
11:0:38:589;1
11:0:38:745;1
11:0:38:401;1
11:0:38:558;1
11:0:39:214;1
11:0:39:370;1
11:0:39:526;1
11:0:39:683;0
11:0:39:339;0
11:0:39:495;0
11:0:39:651;0
11:0:40:308;0
11:0:40:464;0
11:0:40:620;0
11:0:40:776;0
11:0:40:433;1
11:0:40:589;0
11:0:41:245;0
11:0:41:401;0
11:0:41:558;0
11:0:41:714;0
11:0:41:370;0
11:0:41:526;0
11:0:42:183;0
11:0:42:339;0
11:0:42:495;0
11:0:42:651;0
11:0:42:808;0
11:0:42:464;0
11:0:42:620;0
11:0:43:276;0
11:0:43:433;0
11:0:43:589;0
11:0:43:745;0
11:0:43:401;0
11:0:43:558;0
11:0:44:214;0
11:0:44:370;0
11:0:44:526;0
11:0:44:683;0
11:0:44:339;0
11:0:44:495;0
11:0:44:651;0
11:0:45:308;0
11:0:45:464;0
11:0:45:620;0
11:0:45:776;0
11:0:45:433;0
11:0:45:589;0
11:0:46:245;0
11:0:46:401;0
11:0:46:558;0
11:0:46:714;1
11:0:46:370;1
11:0:46:526;0
11:0:47:183;0
11:0:47:339;0
11:0:47:495;0
11:0:47:651;0
11:0:47:808;0
11:0:47:464;0
11:0:47:620;0
11:0:48:276;0
11:0:48:433;1
11:0:48:589;1
11:0:48:745;1
11:0:48:401;1
11:0:48:558;1
11:0:49:214;0
11:0:49:370;0
11:0:49:526;0
11:0:49:683;0
11:0:49:339;0
11:0:49:495;0
11:0:49:651;0
11:0:50:308;0
11:0:50:464;1
11:0:50:620;1
11:0:50:776;1
11:0:50:433;1
11:0:50:589;1
11:0:51:245;1
11:0:51:401;1
11:0:51:558;1
11:0:51:714;0
11:0:51:370;0
11:0:51:526;0
11:0:52:183;0
11:0:52:339;0
11:0:52:495;0
11:0:52:651;0
11:0:52:808;0
11:0:52:464;0
11:0:52:620;0
