median(time1,time2);stress/non-stress
11:00:14:367;1
11:00:14:523;1
11:00:14:679;0
11:00:14:835;0
11:00:14:992;0
11:00:15:148;0
11:00:15:304;0
11:00:15:460;0
11:00:15:617;0
11:00:15:773;0
11:00:15:929;0
11:00:16:085;1
11:00:16:242;1
11:00:16:398;1
11:00:16:554;1
11:00:16:710;1
11:00:16:867;1
11:00:17:023;1
11:00:17:179;0
11:00:17:335;0
11:00:17:492;0
11:00:17:648;0
11:00:17:804;0
11:00:17:960;0
11:00:18:117;0
11:00:18:273;0
11:00:18:429;0
11:00:18:585;0
11:00:18:742;0
11:00:18:898;0
11:00:19:054;0
11:00:19:210;0
11:00:19:367;0
11:00:19:523;0
11:00:19:679;0
11:00:19:835;0
11:00:19:992;0
11:00:20:148;0
11:00:20:304;0
11:00:20:460;0
11:00:20:617;0
11:00:20:773;1
11:00:20:929;1
11:00:21:085;0
11:00:21:242;0
11:00:21:398;0
11:00:21:554;0
11:00:21:710;0
11:00:21:867;0
11:00:22:023;0
11:00:22:179;0
11:00:22:335;0
11:00:22:492;0
11:00:22:648;0
11:00:22:804;0
11:00:22:960;0
11:00:23:117;0
11:00:23:273;0
11:00:23:429;0
11:00:23:585;0
11:00:23:742;0
11:00:23:898;0
11:00:24:054;0
11:00:24:210;0
11:00:24:367;0
11:00:24:523;0
11:00:24:679;0
11:00:24:835;0
11:00:24:992;0
11:00:25:148;0
11:00:25:304;0
11:00:25:460;0
11:00:25:617;0
11:00:25:773;0
11:00:25:929;0
11:00:26:085;0
11:00:26:242;0
11:00:26:398;0
11:00:26:554;0
11:00:26:710;0
11:00:26:867;0
11:00:27:023;0
11:00:27:179;0
11:00:27:335;0
11:00:27:492;0
11:00:27:648;0
11:00:27:804;0
11:00:27:960;0
11:00:28:117;0
11:00:28:273;0
11:00:28:429;0
11:00:28:585;0
11:00:28:742;0
11:00:28:898;0
11:00:29:054;0
11:00:29:210;0
11:00:29:367;0
11:00:29:523;0
11:00:29:679;0
11:00:29:835;0
11:00:29:992;0
11:00:30:148;0
11:00:30:304;0
11:00:30:460;0
11:00:30:617;0
11:00:30:773;0
11:00:30:929;0
11:00:31:085;0
11:00:31:242;0
11:00:31:398;0
11:00:31:554;0
11:00:31:710;0
11:00:31:867;1
11:00:32:023;1
11:00:32:179;1
11:00:32:335;0
11:00:32:492;1
11:00:32:648;0
11:00:32:804;0
11:00:32:960;0
11:00:33:117;0
11:00:33:273;0
11:00:33:429;0
11:00:33:585;0
11:00:33:742;0
11:00:33:898;0
11:00:34:054;0
11:00:34:210;0
11:00:34:367;0
11:00:34:523;0
11:00:34:679;0
11:00:34:835;0
11:00:34:992;0
11:00:35:148;0
11:00:35:304;0
11:00:35:460;0
11:00:35:617;0
11:00:35:773;0
11:00:35:929;0
11:00:36:085;0
11:00:36:242;0
11:00:36:398;0
11:00:36:554;0
11:00:36:710;0
