(time1+time2)/2;stress/non-stress
12:6:7:644;0
12:6:7:800;0
12:6:7:456;0
12:6:7:612;0
12:6:8:269;0
12:6:8:425;0
12:6:8:581;0
12:6:8:737;0
12:6:8:394;0
12:6:8:550;0
12:6:9:206;0
12:6:9:362;0
12:6:9:519;0
12:6:9:675;0
12:6:9:331;0
12:6:9:487;0
12:6:9:644;0
12:6:10:300;0
12:6:10:456;0
12:6:10:612;0
12:6:10:769;0
12:6:10:425;1
12:6:10:581;1
12:6:11:237;1
12:6:11:394;1
12:6:11:550;1
12:6:11:706;1
12:6:11:362;1
12:6:11:519;1
12:6:11:675;1
12:6:12:331;0
12:6:12:487;0
12:6:12:644;0
12:6:12:800;0
12:6:12:456;0
12:6:12:612;0
12:6:13:269;0
12:6:13:425;0
12:6:13:581;0
12:6:13:737;0
12:6:13:394;0
12:6:13:550;0
12:6:14:206;0
12:6:14:362;0
12:6:14:519;0
12:6:14:675;0
12:6:14:331;0
12:6:14:487;0
12:6:14:644;0
12:6:15:300;0
12:6:15:456;0
12:6:15:612;0
12:6:15:769;0
12:6:15:425;0
12:6:15:581;0
12:6:16:237;0
12:6:16:394;0
12:6:16:550;0
12:6:16:706;0
12:6:16:362;0
12:6:16:519;0
12:6:16:675;0
12:6:17:331;0
12:6:17:487;0
12:6:17:644;0
12:6:17:800;0
12:6:17:456;0
12:6:17:612;0
12:6:18:269;0
12:6:18:425;0
12:6:18:581;0
12:6:18:737;0
12:6:18:394;0
12:6:18:550;0
12:6:19:206;0
12:6:19:362;0
12:6:19:519;0
12:6:19:675;0
12:6:19:331;0
12:6:19:487;0
12:6:19:644;0
12:6:20:300;0
12:6:20:456;0
12:6:20:612;0
12:6:20:769;0
12:6:20:425;1
12:6:20:581;1
12:6:21:237;1
12:6:21:394;1
12:6:21:550;1
12:6:21:706;1
12:6:21:362;0
12:6:21:519;0
12:6:21:675;0
12:6:22:331;0
12:6:22:487;0
12:6:22:644;0
12:6:22:800;0
12:6:22:456;0
12:6:22:612;0
12:6:23:269;0
12:6:23:425;0
12:6:23:581;0
12:6:23:737;0
12:6:23:394;0
12:6:23:550;0
12:6:24:206;0
12:6:24:362;0
12:6:24:519;0
12:6:24:675;0
12:6:24:331;0
12:6:24:487;0
12:6:24:644;0
12:6:25:300;0
12:6:25:456;0
12:6:25:612;0
12:6:25:769;0
12:6:25:425;0
12:6:25:581;1
12:6:26:237;1
12:6:26:394;1
12:6:26:550;0
12:6:26:706;0
12:6:26:362;0
12:6:26:519;0
12:6:26:675;0
12:6:27:331;0
12:6:27:487;0
12:6:27:644;0
12:6:27:800;0
12:6:27:456;0
12:6:27:612;0
12:6:28:269;0
12:6:28:425;0
12:6:28:581;0
12:6:28:737;0
12:6:28:394;0
12:6:28:550;0
12:6:29:206;0
12:6:29:362;0
12:6:29:519;0
12:6:29:675;0
12:6:29:331;0
12:6:29:487;0
12:6:29:644;0
12:6:30:300;0
12:6:30:456;0
12:6:30:612;0
12:6:30:769;0
12:6:30:425;0
12:6:30:581;0
12:6:31:237;0
12:6:31:394;0
12:6:31:550;0
12:6:31:706;0
12:6:31:362;0
12:6:31:519;0
12:6:31:675;0
12:6:32:331;0
12:6:32:487;0
12:6:32:644;0
12:6:32:800;0
12:6:32:456;0
12:6:32:612;0
12:6:33:269;0
12:6:33:425;0
12:6:33:581;0
12:6:33:737;0
12:6:33:394;0
12:6:33:550;0
12:6:34:206;0
12:6:34:362;0
12:6:34:519;0
12:6:34:675;0
12:6:34:331;0
12:6:34:487;0
12:6:34:644;0
12:6:35:300;0
12:6:35:456;0
12:6:35:612;0
12:6:35:769;0
12:6:35:425;0
12:6:35:581;0
12:6:36:237;0
12:6:36:394;0
12:6:36:550;0
12:6:36:706;0
12:6:36:362;0
12:6:36:519;0
12:6:36:675;0
12:6:37:331;0
12:6:37:487;0
12:6:37:644;0
12:6:37:800;0
12:6:37:456;0
12:6:37:612;0
12:6:38:269;0
12:6:38:425;0
12:6:38:581;0
12:6:38:737;0
12:6:38:394;0
12:6:38:550;0
12:6:39:206;0
12:6:39:362;0
12:6:39:519;0
12:6:39:675;0
12:6:39:331;0
12:6:39:487;0
12:6:39:644;0
12:6:40:300;0
12:6:40:456;0
12:6:40:612;0
12:6:40:769;0
12:6:40:425;0
12:6:40:581;0
12:6:41:237;0
12:6:41:394;0
12:6:41:550;0
12:6:41:706;0
12:6:41:362;0
12:6:41:519;0
12:6:41:675;0
12:6:42:331;0
12:6:42:487;0
12:6:42:644;0
12:6:42:800;0
12:6:42:456;0
12:6:42:612;0
12:6:43:269;0
12:6:43:425;0
12:6:43:581;0
