(time1+time2)/2;stress/non-stress
11:59:38:417;0
11:59:38:573;0
11:59:38:730;0
11:59:38:386;0
11:59:38:542;0
11:59:39:198;0
11:59:39:355;0
11:59:39:511;0
11:59:39:667;0
11:59:39:323;0
11:59:39:480;0
11:59:39:636;0
11:59:40:292;0
11:59:40:448;0
11:59:40:605;0
11:59:40:761;0
11:59:40:417;0
11:59:40:573;0
11:59:41:230;1
11:59:41:386;1
11:59:41:542;1
11:59:41:698;1
11:59:41:355;1
11:59:41:511;1
11:59:41:667;1
11:59:42:323;0
11:59:42:480;0
11:59:42:636;0
11:59:42:792;0
11:59:42:448;0
11:59:42:605;1
11:59:43:261;1
11:59:43:417;1
11:59:43:573;1
11:59:43:730;1
11:59:43:386;1
11:59:43:542;1
11:59:44:198;1
11:59:44:355;1
11:59:44:511;1
11:59:44:667;0
11:59:44:323;1
11:59:44:480;1
11:59:44:636;1
11:59:45:292;0
11:59:45:448;0
11:59:45:605;0
11:59:45:761;0
11:59:45:417;0
11:59:45:573;0
11:59:46:230;0
11:59:46:386;0
11:59:46:542;0
11:59:46:698;0
11:59:46:355;0
11:59:46:511;0
11:59:46:667;0
11:59:47:323;0
11:59:47:480;0
11:59:47:636;0
11:59:47:792;0
11:59:47:448;0
11:59:47:605;0
11:59:48:261;0
11:59:48:417;0
11:59:48:573;0
11:59:48:730;0
11:59:48:386;0
11:59:48:542;0
11:59:49:198;0
11:59:49:355;0
11:59:49:511;0
11:59:49:667;0
11:59:49:323;0
11:59:49:480;0
11:59:49:636;0
11:59:50:292;0
11:59:50:448;0
11:59:50:605;0
11:59:50:761;0
11:59:50:417;0
11:59:50:573;0
11:59:51:230;0
11:59:51:386;0
11:59:51:542;0
11:59:51:698;0
11:59:51:355;0
11:59:51:511;0
11:59:51:667;0
11:59:52:323;0
11:59:52:480;0
11:59:52:636;0
11:59:52:792;0
11:59:52:448;1
11:59:52:605;1
11:59:53:261;1
11:59:53:417;1
11:59:53:573;1
11:59:53:730;1
11:59:53:386;0
11:59:53:542;0
11:59:54:198;0
11:59:54:355;0
11:59:54:511;0
11:59:54:667;0
11:59:54:323;0
11:59:54:480;0
11:59:54:636;0
11:59:55:292;0
11:59:55:448;1
11:59:55:605;1
11:59:55:761;0
11:59:55:417;0
11:59:55:573;0
11:59:56:230;0
11:59:56:386;0
11:59:56:542;0
11:59:56:698;0
11:59:56:355;0
11:59:56:511;0
11:59:56:667;0
11:59:57:323;0
11:59:57:480;0
11:59:57:636;0
11:59:57:792;0
11:29:27:448;0
11:29:27:605;0
11:29:28:261;0
11:29:28:417;0
11:29:28:573;0
11:29:28:730;0
11:29:28:386;0
11:29:28:542;0
11:29:29:198;0
11:29:29:355;0
11:29:29:511;1
11:29:29:667;1
11:29:29:323;1
11:29:29:480;1
11:29:29:636;1
11:29:30:292;1
11:29:30:448;1
11:29:30:605;1
11:29:30:761;1
11:29:30:417;1
11:29:30:573;0
11:29:31:230;1
11:29:31:386;1
11:29:31:542;1
11:29:31:698;1
11:29:31:355;1
11:29:31:511;1
11:29:31:667;1
11:0:2:323;0
11:0:2:480;0
11:0:2:636;0
11:0:2:792;0
11:0:2:448;0
11:0:2:605;0
11:0:3:261;0
11:0:3:417;0
11:0:3:573;0
11:0:3:730;0
11:0:3:386;0
11:0:3:542;0
11:0:4:198;0
11:0:4:355;0
11:0:4:511;0
11:0:4:667;0
11:0:4:323;0
11:0:4:480;0
11:0:4:636;0
11:0:5:292;0
11:0:5:448;0
11:0:5:605;0
11:0:5:761;0
11:0:5:417;0
11:0:5:573;0
11:0:6:230;0
11:0:6:386;0
11:0:6:542;0
11:0:6:698;0
11:0:6:355;0
11:0:6:511;0
11:0:6:667;0
11:0:7:323;0
11:0:7:480;0
11:0:7:636;0
11:0:7:792;0
11:0:7:448;0
11:0:7:605;0
11:0:8:261;0
11:0:8:417;0
11:0:8:573;0
11:0:8:730;0
11:0:8:386;0
11:0:8:542;0
11:0:9:198;0
11:0:9:355;0
11:0:9:511;0
11:0:9:667;0
11:0:9:323;0
11:0:9:480;0
