median(time1,time2);stress/non-stress
11:30:38:187;1
11:30:38:343;1
11:30:38:500;1
11:30:38:656;1
11:30:38:812;1
11:30:38:968;0
11:30:39:125;0
11:30:39:281;0
11:30:39:437;0
11:30:39:593;1
11:30:39:750;1
11:30:39:906;1
11:30:40:062;1
11:30:40:218;1
11:30:40:375;1
11:30:40:531;0
11:30:40:687;0
11:30:40:843;0
11:30:41:000;0
11:30:41:156;0
11:30:41:312;0
11:30:41:468;0
11:30:41:625;0
11:30:41:781;0
11:30:41:937;0
11:30:42:093;0
11:30:42:250;0
11:30:42:406;0
11:30:42:562;0
11:30:42:718;0
11:30:42:875;0
11:30:43:031;0
11:30:43:187;0
11:30:43:343;0
11:30:43:500;0
11:30:43:656;0
11:30:43:812;0
11:30:43:968;0
11:30:44:125;0
11:30:44:281;0
11:30:44:437;0
11:30:44:593;0
11:30:44:750;0
11:30:44:906;0
11:30:45:062;0
11:30:45:218;0
11:30:45:375;0
11:30:45:531;0
11:30:45:687;0
11:30:45:843;0
11:30:46:000;0
11:30:46:156;0
11:30:46:312;0
11:30:46:468;0
11:30:46:625;0
11:30:46:781;0
11:30:46:937;0
11:30:47:093;0
11:30:47:250;0
11:30:47:406;0
11:30:47:562;0
11:30:47:718;0
11:30:47:875;0
11:30:48:031;0
11:30:48:187;0
11:30:48:343;0
11:30:48:500;0
11:30:48:656;0
11:30:48:812;0
11:30:48:968;0
11:30:49:125;0
11:30:49:281;0
11:30:49:437;0
11:30:49:593;0
11:30:49:750;0
11:30:49:906;0
11:30:50:062;0
11:30:50:218;0
11:30:50:375;0
11:30:50:531;0
11:30:50:687;0
11:30:50:843;0
11:30:51:000;0
11:30:51:156;0
11:30:51:312;0
11:30:51:468;0
11:30:51:625;0
11:30:51:781;1
11:30:51:937;1
11:30:52:093;1
11:30:52:250;1
11:30:52:406;1
11:30:52:562;1
11:30:52:718;0
11:30:52:875;0
11:30:53:031;0
11:30:53:187;0
11:30:53:343;0
11:30:53:500;0
11:30:53:656;0
11:30:53:812;0
11:30:53:968;0
11:30:54:125;0
11:30:54:281;0
11:30:54:437;0
11:30:54:593;0
11:30:54:750;0
11:30:54:906;0
11:30:55:062;0
11:30:55:218;0
11:30:55:375;0
11:30:55:531;0
11:30:55:687;0
11:30:55:843;0
11:30:56:000;0
11:30:56:156;0
11:30:56:312;0
11:30:56:468;0
11:30:56:625;0
11:30:56:781;0
11:30:56:937;0
11:30:57:093;0
11:30:57:250;0
11:30:57:406;0
11:30:57:562;0
11:30:57:718;0
11:30:57:875;0
11:30:58:031;0
11:30:58:187;0
11:30:58:343;0
11:30:58:500;0
11:30:58:656;0
11:30:58:812;0
11:30:58:968;0
11:30:59:125;0
11:30:59:281;0
11:30:59:437;0
11:30:59:593;0
11:30:59:750;0
11:30:59:906;0
11:31:00:062;0
11:31:00:218;0
11:31:00:375;0
11:31:00:531;0
11:31:00:687;0
11:31:00:843;0
11:31:01:000;0
11:31:01:156;0
11:31:01:312;0
11:31:01:468;0
11:31:01:625;0
11:31:01:781;0
11:31:01:937;0
11:31:02:093;0
11:31:02:250;0
11:31:02:406;1
11:31:02:562;1
11:31:02:718;0
11:31:02:875;0
11:31:03:031;0
11:31:03:187;0
11:31:03:343;0
11:31:03:500;0
11:31:03:656;0
11:31:03:812;0
11:31:03:968;0
11:31:04:125;0
11:31:04:281;0
11:31:04:437;0
11:31:04:593;1
11:31:04:750;1
11:31:04:906;1
11:31:05:062;0
11:31:05:218;0
11:31:05:375;0
11:31:05:531;0
11:31:05:687;0
11:31:05:843;0
11:31:06:000;0
11:31:06:156;0
11:31:06:312;0
11:31:06:468;0
11:31:06:625;0
11:31:06:781;0
11:31:06:937;0
11:31:07:093;0
11:31:07:250;0
11:31:07:406;0
11:31:07:562;0
11:31:07:718;0
11:31:07:875;0
11:31:08:031;0
11:31:08:187;0
11:31:08:343;0
11:31:08:500;0
11:31:08:656;0
11:31:08:812;0
11:31:08:968;0
11:31:09:125;0
11:31:09:281;0
11:31:09:437;0
11:31:09:593;1
11:31:09:750;1
11:31:09:906;1
11:31:10:062;1
11:31:10:218;1
11:31:10:375;1
11:31:10:531;0
11:31:10:687;0
11:31:10:843;0
11:31:11:000;0
11:31:11:156;0
11:31:11:312;0
11:31:11:468;0
11:31:11:625;0
11:31:11:781;0
11:31:11:937;0
11:31:12:093;0
11:31:12:250;0
11:31:12:406;0
11:31:12:562;0
11:31:12:718;0
11:31:12:875;0
11:31:13:031;0
11:31:13:187;0
11:31:13:343;0
11:31:13:500;0
11:31:13:656;1
11:31:13:812;1
11:31:13:968;1
11:31:14:125;0
11:31:14:281;1
11:31:14:437;1
11:31:14:593;1
11:31:14:750;1
11:31:14:906;1
11:31:15:062;1
11:31:15:218;1
11:31:15:375;1
11:31:15:531;1
11:31:15:687;0
11:31:15:843;0
11:31:16:000;0
11:31:16:156;0
11:31:16:312;0
11:31:16:468;0
11:31:16:625;0
11:31:16:781;0
11:31:16:937;0
11:31:17:093;0
11:31:17:250;0
11:31:17:406;0
11:31:17:562;0
11:31:17:718;0
11:31:17:875;0
11:31:18:031;0
11:31:18:187;0
11:31:18:343;0
11:31:18:500;0
11:31:18:656;0
11:31:18:812;0
11:31:18:968;0
11:31:19:125;0
11:31:19:281;0
11:31:19:437;0
11:31:19:593;0
11:31:19:750;1
11:31:19:906;0
11:31:20:062;1
11:31:20:218;1
11:31:20:375;1
11:31:20:531;0
11:31:20:687;0
11:31:20:843;0
11:31:21:000;0
11:31:21:156;0
11:31:21:312;0
11:31:21:468;0
11:31:21:625;0
11:31:21:781;0
11:31:21:937;0
11:31:22:093;0
11:31:22:250;0
11:31:22:406;0
11:31:22:562;0
11:31:22:718;0
11:31:22:875;0
11:31:23:031;0
11:31:23:187;0
11:31:23:343;0
11:31:23:500;0
11:31:23:656;0
11:31:23:812;0
11:31:23:968;0
11:31:24:125;0
11:31:24:281;0
11:31:24:437;0
11:31:24:593;0
11:31:24:750;0
11:31:24:906;0
11:31:25:062;0
11:31:25:218;0
11:31:25:375;1
11:31:25:531;1
11:31:25:687;1
11:31:25:843;1
11:31:26:000;1
11:31:26:156;1
11:31:26:312;0
11:31:26:468;0
11:31:26:625;0
11:31:26:781;0
11:31:26:937;0
11:31:27:093;0
11:31:27:250;0
11:31:27:406;1
11:31:27:562;1
11:31:27:718;1
11:31:27:875;1
11:31:28:031;0
11:31:28:187;0
11:31:28:343;0
11:31:28:500;0
11:31:28:656;0
11:31:28:812;0
11:31:28:968;0
11:31:29:125;0
11:31:29:281;0
11:31:29:437;0
11:31:29:593;0
11:31:29:750;0
11:31:29:906;0
11:31:30:062;0
11:31:30:218;0
11:31:30:375;0
11:31:30:531;0
