(time1+time2)/2;stress/non-stress
17:21:31:480;0
17:21:31:636;0
17:21:31:792;0
17:21:31:448;0
17:21:31:605;0
17:22:2:261;1
17:22:2:417;0
17:22:2:573;0
17:22:2:730;0
17:22:2:386;0
17:22:2:542;0
17:22:3:198;0
17:22:3:355;0
17:22:3:511;0
17:22:3:667;0
17:22:3:323;0
17:22:3:480;0
17:22:3:636;0
17:22:4:292;0
17:22:4:448;0
17:22:4:605;1
17:22:4:761;1
17:22:4:417;1
17:22:4:573;1
17:22:5:230;1
17:22:5:386;0
17:22:5:542;0
17:22:5:698;0
17:22:5:355;0
17:22:5:511;0
17:22:5:667;0
17:22:6:323;0
17:22:6:480;0
17:22:6:636;0
17:22:6:792;0
17:22:6:448;0
17:22:6:605;0
17:22:7:261;0
17:22:7:417;0
17:22:7:573;0
17:22:7:730;0
17:22:7:386;0
17:22:7:542;0
17:22:8:198;0
17:22:8:355;0
17:22:8:511;0
17:22:8:667;0
17:22:8:323;0
17:22:8:480;0
17:22:8:636;0
17:22:9:292;0
17:22:9:448;0
17:22:9:605;0
17:22:9:761;0
17:22:9:417;0
17:22:9:573;0
17:22:10:230;0
17:22:10:386;0
17:22:10:542;0
17:22:10:698;1
17:22:10:355;1
17:22:10:511;1
17:22:10:667;1
17:22:11:323;1
17:22:11:480;1
17:22:11:636;1
17:22:11:792;0
17:22:11:448;0
17:22:11:605;0
17:22:12:261;1
17:22:12:417;1
17:22:12:573;0
17:22:12:730;0
17:22:12:386;1
17:22:12:542;1
17:22:13:198;1
17:22:13:355;0
17:22:13:511;0
17:22:13:667;0
17:22:13:323;0
17:22:13:480;0
17:22:13:636;0
17:22:14:292;0
17:22:14:448;0
17:22:14:605;0
17:22:14:761;0
17:22:14:417;0
17:22:14:573;0
17:22:15:230;0
17:22:15:386;0
17:22:15:542;0
17:22:15:698;0
17:22:15:355;0
17:22:15:511;0
17:22:15:667;0
17:22:16:323;0
17:22:16:480;0
17:22:16:636;0
17:22:16:792;0
17:22:16:448;0
17:22:16:605;0
17:22:17:261;0
17:22:17:417;0
17:22:17:573;0
17:22:17:730;0
17:22:17:386;0
17:22:17:542;0
17:22:18:198;0
17:22:18:355;0
17:22:18:511;0
17:22:18:667;0
17:22:18:323;0
17:22:18:480;0
17:22:18:636;0
17:22:19:292;0
17:22:19:448;0
17:22:19:605;0
17:22:19:761;0
17:22:19:417;0
17:22:19:573;0
17:22:20:230;0
17:22:20:386;0
17:22:20:542;0
17:22:20:698;0
17:22:20:355;0
17:22:20:511;0
17:22:20:667;0
17:22:21:323;0
17:22:21:480;0
17:22:21:636;0
17:22:21:792;0
17:22:21:448;0
17:22:21:605;1
17:22:22:261;1
17:22:22:417;0
17:22:22:573;0
17:22:22:730;0
17:22:22:386;0
17:22:22:542;0
17:22:23:198;0
17:22:23:355;0
17:22:23:511;0
17:22:23:667;0
17:22:23:323;0
17:22:23:480;0
17:22:23:636;0
17:22:24:292;0
17:22:24:448;0
17:22:24:605;0
17:22:24:761;0
17:22:24:417;0
17:22:24:573;0
17:22:25:230;0
17:22:25:386;0
17:22:25:542;0
17:22:25:698;0
17:22:25:355;0
17:22:25:511;0
17:22:25:667;0
17:22:26:323;0
17:22:26:480;0
17:22:26:636;0
17:22:26:792;0
17:22:26:448;0
17:22:26:605;0
17:22:27:261;0
17:22:27:417;0
17:22:27:573;0
17:22:27:730;0
17:22:27:386;0
17:22:27:542;0
17:22:28:198;0
17:22:28:355;0
17:22:28:511;0
17:22:28:667;0
17:22:28:323;0
17:22:28:480;0
17:22:28:636;0
17:22:29:292;0
17:22:29:448;0
17:22:29:605;0
17:22:29:761;0
17:22:29:417;0
17:22:29:573;0
17:22:30:230;0
17:22:30:386;0
17:22:30:542;0
17:22:30:698;0
17:22:30:355;0
17:22:30:511;0
17:22:30:667;0
17:22:31:323;0
17:22:31:480;0
17:22:31:636;0
17:22:31:792;1
17:22:31:448;0
17:22:31:605;0
17:22:32:261;0
17:22:32:417;0
17:22:32:573;0
17:22:32:730;0
17:22:32:386;0
17:22:32:542;0
17:22:33:198;0
17:22:33:355;0
17:22:33:511;0
17:22:33:667;0
17:22:33:323;1
17:22:33:480;1
17:22:33:636;1
17:22:34:292;0
17:22:34:448;0
17:22:34:605;0
17:22:34:761;0
17:22:34:417;0
17:22:34:573;0
17:22:35:230;0
17:22:35:386;0
17:22:35:542;0
17:22:35:698;0
17:22:35:355;0
17:22:35:511;0
17:22:35:667;0
17:22:36:323;0
17:22:36:480;0
17:22:36:636;0
17:22:36:792;0
17:22:36:448;0
17:22:36:605;0
17:22:37:261;0
17:22:37:417;0
17:22:37:573;0
17:22:37:730;0
17:22:37:386;0
17:22:37:542;0
17:22:38:198;0
17:22:38:355;0
17:22:38:511;0
17:22:38:667;0
17:22:38:323;1
17:22:38:480;1
17:22:38:636;1
17:22:39:292;1
17:22:39:448;1
17:22:39:605;0
17:22:39:761;0
17:22:39:417;0
17:22:39:573;0
17:22:40:230;0
17:22:40:386;0
17:22:40:542;0
17:22:40:698;0
17:22:40:355;1
17:22:40:511;1
17:22:40:667;1
17:22:41:323;1
17:22:41:480;1
17:22:41:636;1
17:22:41:792;1
17:22:41:448;0
17:22:41:605;0
17:22:42:261;0
17:22:42:417;0
17:22:42:573;0
17:22:42:730;0
17:22:42:386;0
17:22:42:542;0
17:22:43:198;0
17:22:43:355;0
17:22:43:511;0
17:22:43:667;0
17:22:43:323;0
17:22:43:480;0
17:22:43:636;0
17:22:44:292;0
17:22:44:448;0
17:22:44:605;0
17:22:44:761;0
17:22:44:417;0
17:22:44:573;0
17:22:45:230;0
17:22:45:386;0
17:22:45:542;0
17:22:45:698;0
17:22:45:355;0
17:22:45:511;0
17:22:45:667;0
17:22:46:323;0
17:22:46:480;0
17:22:46:636;0
17:22:46:792;0
17:22:46:448;0
17:22:46:605;0
17:22:47:261;0
17:22:47:417;0
17:22:47:573;0
17:22:47:730;0
17:22:47:386;0
17:22:47:542;0
17:22:48:198;0
17:22:48:355;0
17:22:48:511;1
17:22:48:667;1
17:22:48:323;0
17:22:48:480;0
17:22:48:636;0
