(time1+time2)/2;stress/non-stress
17:46:3:511;0
17:46:3:667;0
17:46:3:323;0
17:46:3:480;1
17:46:3:636;0
17:46:4:292;0
17:46:4:448;0
17:46:4:605;0
17:46:4:761;0
17:46:4:417;0
17:46:4:573;0
17:46:5:230;1
17:46:5:386;1
17:46:5:542;0
17:46:5:698;0
17:46:5:355;0
17:46:5:511;0
17:46:5:667;0
17:46:6:323;0
17:46:6:480;0
17:46:6:636;0
17:46:6:792;0
17:46:6:448;0
17:46:6:605;0
17:46:7:261;0
17:46:7:417;0
17:46:7:573;0
17:46:7:730;0
17:46:7:386;0
17:46:7:542;0
17:46:8:198;0
17:46:8:355;0
17:46:8:511;0
17:46:8:667;0
17:46:8:323;0
17:46:8:480;0
17:46:8:636;0
17:46:9:292;0
17:46:9:448;0
17:46:9:605;0
17:46:9:761;0
17:46:9:417;0
17:46:9:573;0
17:46:10:230;0
17:46:10:386;0
17:46:10:542;0
17:46:10:698;0
17:46:10:355;0
17:46:10:511;0
17:46:10:667;0
17:46:11:323;0
17:46:11:480;1
17:46:11:636;0
17:46:11:792;0
17:46:11:448;0
17:46:11:605;0
17:46:12:261;0
17:46:12:417;0
17:46:12:573;0
17:46:12:730;0
17:46:12:386;0
17:46:12:542;0
17:46:13:198;0
17:46:13:355;0
17:46:13:511;0
17:46:13:667;0
17:46:13:323;0
17:46:13:480;0
17:46:13:636;0
17:46:14:292;0
17:46:14:448;0
17:46:14:605;0
17:46:14:761;0
17:46:14:417;0
17:46:14:573;1
17:46:15:230;1
17:46:15:386;1
17:46:15:542;1
17:46:15:698;1
17:46:15:355;0
17:46:15:511;0
17:46:15:667;0
17:46:16:323;0
17:46:16:480;0
17:46:16:636;0
17:46:16:792;0
17:46:16:448;1
17:46:16:605;1
17:46:17:261;1
17:46:17:417;1
17:46:17:573;1
17:46:17:730;1
17:46:17:386;1
17:46:17:542;0
17:46:18:198;0
17:46:18:355;0
17:46:18:511;0
17:46:18:667;0
17:46:18:323;0
17:46:18:480;0
17:46:18:636;0
17:46:19:292;0
17:46:19:448;0
17:46:19:605;0
17:46:19:761;0
17:46:19:417;0
17:46:19:573;0
17:46:20:230;0
17:46:20:386;0
17:46:20:542;0
17:46:20:698;0
17:46:20:355;0
17:46:20:511;0
17:46:20:667;0
17:46:21:323;0
17:46:21:480;0
17:46:21:636;0
17:46:21:792;0
17:46:21:448;0
17:46:21:605;0
17:46:22:261;1
17:46:22:417;1
17:46:22:573;0
17:46:22:730;0
17:46:22:386;0
17:46:22:542;0
17:46:23:198;0
17:46:23:355;0
17:46:23:511;0
17:46:23:667;0
17:46:23:323;0
17:46:23:480;0
17:46:23:636;0
17:46:24:292;0
17:46:24:448;0
17:46:24:605;0
17:46:24:761;0
17:46:24:417;0
17:46:24:573;0
17:46:25:230;0
17:46:25:386;0
17:46:25:542;0
17:46:25:698;0
17:46:25:355;0
17:46:25:511;0
17:46:25:667;0
17:46:26:323;0
17:46:26:480;0
17:46:26:636;0
17:46:26:792;0
17:46:26:448;0
17:46:26:605;0
17:46:27:261;0
17:46:27:417;0
17:46:27:573;0
17:46:27:730;0
17:46:27:386;0
17:46:27:542;0
17:46:28:198;0
17:46:28:355;0
17:46:28:511;0
17:46:28:667;0
17:46:28:323;0
17:46:28:480;0
17:46:28:636;0
17:46:29:292;0
17:46:29:448;0
17:46:29:605;1
17:46:29:761;1
17:46:29:417;1
17:46:29:573;1
17:46:30:230;1
17:46:30:386;1
17:46:30:542;1
17:46:30:698;0
17:46:30:355;0
17:46:30:511;0
17:46:30:667;0
17:46:31:323;0
17:46:31:480;0
17:46:31:636;0
17:46:31:792;0
17:46:31:448;0
17:46:31:605;0
17:46:32:261;0
17:46:32:417;0
17:46:32:573;0
17:46:32:730;0
17:46:32:386;0
17:46:32:542;0
17:46:33:198;0
17:46:33:355;0
17:46:33:511;0
17:46:33:667;0
17:46:33:323;0
17:46:33:480;0
17:46:33:636;0
17:46:34:292;0
17:46:34:448;0
17:46:34:605;0
17:46:34:761;0
17:46:34:417;0
17:46:34:573;0
