(time1+time2)/2;stress/non-stress
11:25:32:480;0
11:25:32:636;0
11:25:33:292;0
11:25:33:448;0
11:25:33:605;0
11:25:33:761;0
11:25:33:417;0
11:25:33:573;0
11:25:34:230;0
11:25:34:386;0
11:25:34:542;0
11:25:34:698;0
11:25:34:355;0
11:25:34:511;0
11:25:34:667;0
11:25:35:323;0
11:25:35:480;0
11:25:35:636;0
11:25:35:792;0
11:25:35:448;0
11:25:35:605;0
11:25:36:261;0
11:25:36:417;0
11:25:36:573;0
11:25:36:730;0
11:25:36:386;0
11:25:36:542;0
11:25:37:198;0
11:25:37:355;0
11:25:37:511;0
11:25:37:667;0
11:25:37:323;0
11:25:37:480;0
11:25:37:636;0
11:25:38:292;0
11:25:38:448;0
11:25:38:605;0
11:25:38:761;0
11:25:38:417;0
11:25:38:573;0
11:25:39:230;0
11:25:39:386;0
11:25:39:542;0
11:25:39:698;0
11:25:39:355;0
11:25:39:511;0
11:25:39:667;0
11:25:40:323;0
11:25:40:480;0
11:25:40:636;0
11:25:40:792;0
11:25:40:448;0
11:25:40:605;0
11:25:41:261;0
11:25:41:417;0
11:25:41:573;0
11:25:41:730;0
11:25:41:386;0
11:25:41:542;0
11:25:42:198;0
11:25:42:355;0
11:25:42:511;0
11:25:42:667;0
11:25:42:323;0
11:25:42:480;0
11:25:42:636;0
11:25:43:292;0
11:25:43:448;0
11:25:43:605;1
11:25:43:761;1
11:25:43:417;1
11:25:43:573;1
11:25:44:230;0
11:25:44:386;0
11:25:44:542;0
11:25:44:698;0
11:25:44:355;0
11:25:44:511;0
11:25:44:667;0
11:25:45:323;0
11:25:45:480;1
11:25:45:636;1
11:25:45:792;0
11:25:45:448;0
11:25:45:605;0
11:25:46:261;0
11:25:46:417;0
11:25:46:573;0
11:25:46:730;0
11:25:46:386;0
11:25:46:542;0
11:25:47:198;0
11:25:47:355;0
11:25:47:511;0
11:25:47:667;0
11:25:47:323;0
11:25:47:480;0
11:25:47:636;0
11:25:48:292;0
11:25:48:448;0
11:25:48:605;0
11:25:48:761;0
11:25:48:417;0
11:25:48:573;0
11:25:49:230;0
11:25:49:386;1
11:25:49:542;1
11:25:49:698;1
11:25:49:355;0
11:25:49:511;0
11:25:49:667;0
11:25:50:323;0
11:25:50:480;0
11:25:50:636;0
11:25:50:792;0
11:25:50:448;1
11:25:50:605;1
11:25:51:261;0
11:25:51:417;0
11:25:51:573;0
11:25:51:730;0
11:25:51:386;0
11:25:51:542;0
11:25:52:198;0
11:25:52:355;0
11:25:52:511;0
11:25:52:667;0
11:25:52:323;0
11:25:52:480;0
11:25:52:636;0
11:25:53:292;0
11:25:53:448;0
11:25:53:605;0
11:25:53:761;0
11:25:53:417;0
11:25:53:573;0
11:25:54:230;0
11:25:54:386;0
11:25:54:542;0
11:25:54:698;0
11:25:54:355;0
11:25:54:511;0
11:25:54:667;0
11:25:55:323;0
11:25:55:480;0
11:25:55:636;0
11:25:55:792;0
11:25:55:448;0
11:25:55:605;0
11:25:56:261;0
11:25:56:417;0
11:25:56:573;0
11:25:56:730;0
11:25:56:386;0
11:25:56:542;0
11:25:57:198;0
11:25:57:355;0
11:25:57:511;0
11:25:57:667;0
11:25:27:323;0
11:25:27:480;0
11:25:27:636;0
11:25:28:292;0
11:25:28:448;0
11:25:28:605;0
11:25:28:761;0
11:25:28:417;0
11:25:28:573;0
11:25:29:230;0
11:25:29:386;0
11:25:29:542;0
11:25:29:698;0
11:25:29:355;1
11:25:29:511;0
11:25:29:667;0
11:25:30:323;0
11:25:30:480;0
